Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
Technical,"anitabhardwaj,gopaldass,lachhiram,surenderpal,deepaksharma,",ANITA BHARDWAJ,24-May-2022 02:11 PM,technical_91390.pdf,Anita Bhardwaj HPFS,Internal,"Gopal Dass, J.E, Lachhi Ram, RFO, Surender Pal, Jr. Asstt. Deepak Fgd.",ANITA BHARDWAJ,23-Jun-2022 04:33 PM,finsummary_91390.pdf (287.54 KB),1,283448,Bhaw Singh Chauhan,23-May-2022 04:31 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-May-2022 02:11 PM,23-Jun-2022,"INR 1,442,009",180.0,ANITA BHARDWAJ,23-Jun-2022 04:46 PM,AOC.pdf (469.00 KB),C/o Protection wall and Cross wall for protection of Forest land in Khalini Beat Chaura Maidan Range,Finance,"Rakesh Kumar, Kamal Kumar, Sanjeev Sharma, Vinod Verma Bhushan Thakur, Devinder Thakur, Kewal Kumar Kaku Ram, Devender Singh, Suneel Chauhan, Sween Chauhan, Manoj Kumar,",ANITA BHARDWAJ,23-Jun-2022 04:15 PM,finance_91390.pdf,BOQ Comparative Chart,anitabhardwaj,Internal,"gopaldass,lachhiram,surenderpal,deepaksharma,",ANITA BHARDWAJ,24-May-2022 02:40 PM,24-May-2022 02:45 PM,techsummary_91390.pdf (337.65 KB),Himachal Pradesh Forest Department||Shimla - HPFD||Shimla Urban Division - HPFD,2022_FD_60489_1,04/2022-23,C/o protection wall on existing wall and Cross wall for protection of Forest land in Khalini beat.,1.0,283216.0,kamal kumar,INR,"995,825.9",AOC,Himachal Pradesh Forest Department||Shimla - HPFD||Shimla Urban Division - HPFD,04/2022-23,2022_FD_60489_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,500.0,Payable To,Payable At,Yes,10-May-2022 04:30 PM,24-May-2022 11:00 AM,10-May-2022 04:35 PM,23-May-2022 05:00 PM,10-May-2022 04:40 PM ,23-May-2022 05:00 PM ,10-May-2022 05:05 PM,23-May-2022 05:00 PM,24-May-2022 02:45 PM,"43,300",Yes,fixed,,Payable To DFO Shimla Urban,Payable At DFO Shimla Urban,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form (Schedule F),DFO Shimla Urban,Divisional Forest Officer Urban Forest Division Shimla,C/o protection wall on existing wall and Cross wall for protection of Forest land in Khalini beat.,C/o protection wall on existing wall and Cross wall for protection of Forest land in Khalini beat.,as per tender document ,NA ,"14,42,009",Civil Works,NA ,Tender,180.0,180.0,C-no. 30 Khalini beat at Kanlog,171002.0,NA ,NA ,NA ,DFO Shimla Ubrna,No ,No,AOC
,,,,,,,,,,,2,283356,BHUSHAN THAKUR,23-May-2022 11:21 AM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD (Scheduled F),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,3,283429,DEVENDER SINGH,23-May-2022 04:35 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 8 duly signed by bidder,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,4,283384,Devinder Thakur,23-May-2022 01:04 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST no and copy of latest GST return field, EPF no. and copy of latest EPF return filled.",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,5,283423,Kaku Ram,23-May-2022 02:58 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Work done and work in hand certificate (General Rule 19),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,6,283216,kamal kumar,21-May-2022 02:12 PM,Accepted-AOC,Contractor was found lowest,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor valid registration (General Rule 23),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,7,283406,kewal kumar,23-May-2022 01:42 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"An affidavit of Machinery tools, plants along with documentary proof.",,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,8,283451,Manoj Kumar,23-May-2022 04:37 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantity,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,9,283263,Prem Singh,23-May-2022 04:51 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-May-2022 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,10,282536,RAKESH KUMAR CONTRACTOR,17-May-2022 04:48 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,11,283218,SANJEEV SHARMA,21-May-2022 04:46 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,12,283228,SHYAM SINGH,23-May-2022 02:05 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,24-May-2022 02:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,13,283441,SUNEEL CHAUHAN,23-May-2022 03:42 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,14,283449,SWEEN CHAUHAN,23-May-2022 04:11 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,15,283225,vinod verma,21-May-2022 02:37 PM,Rejected-AOC,Contractor was higher side,23-Jun-2022 04:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
