Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,"45,000",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,Annual Periodical Maintenance of Cragnao to Baldeyan road Km.0/00 to 2/00 ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km.0/00 to 1/500 ) ( UNDER APPROVED AMP-2022 -23 ) (Village ROAD ),Annual Periodical Maintenance of Cragnao to Baldeyan road Km.0/00 to 2/00 ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km.0/00 to 1/500 ) ( UNDER APPROVED AMP-2022 -23 ) (Village ROAD ),AS per SBD ,NA ,,Civil Works,NA ,Tender,75.0,30.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),08-Apr-2022 06:00 PM,18-Apr-2022 11:00 AM,08-Apr-2022 06:00 PM,16-Apr-2022 04:00 PM,NA ,NA ,08-Apr-2022 06:00 PM,16-Apr-2022 04:00 PM,18-Apr-2022 04:30 PM,PWD,SD-I-CTR-Tender-21-22-31795 dt 01-04-2022,2022_PWD_59042_10,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,20-Jun-2022,"INR 2,246,651",30.0,Sudhir Kumar Gupta,20-Jun-2022 12:48 PM,AOC59042_10.pdf (884.00 KB),AOC,1.0,276927.0,lov vij govt contractor,INR,"2,503,567",ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShSuresh kumarsrassistant,Sudhir Kumar Gupta,20-Jun-2022 12:47 PM,finsummary_89373.pdf (588.63 KB),PWD,2022_PWD_59042_10,SD-I-CTR-Tender-21-22-31795 dt 01-04-2022,Annual Periodical Maintenance of Cragnao to Baldeyan road Km.0/00 to 2/00 ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km.0/00 to 1/500 ) ( UNDER APPROVED AMP-2022 -23 ) (Village ROAD ),Finance,Bid opening summary,Sudhir Kumar Gupta,20-Jun-2022 12:42 PM,finance_89373.pdf,BOQ Comparative Chart,Technical,Bid opening summary,Sudhir Kumar Gupta,18-Apr-2022 04:27 PM,technical_89373.pdf,ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,18-Apr-2022 04:29 PM,18-Apr-2022 04:30 PM,techsummary_89373.pdf (664.04 KB),1.0,276927.0,lov vij govt contractor,14-Apr-2022 08:04 PM,Accepted-AOC,Awarded,20-Jun-2022 12:48 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,EMD with UTR No (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,277860.0,P K Construction Shimla Pvt Ltd,16-Apr-2022 03:03 PM,Rejected-Finance,2nd Lowest,20-Jun-2022 12:47 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.18),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.16 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.26.2a,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
