Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Annual Surfacing on Jalog Gadheri road Km. 0/00 to 10/550,Sh- Providing Renewal coat by 30 mm thick Bituminious conctere in km 3/00 to 5/00 and 8/00 to 9/500) AMP 2022-23,as per tender documents ,NA ,"55,92,768",Civil Works - Roads,NA ,Tender,75.0,30.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,Executive Engineer,Shimla Rural Division HPPWD Dhami,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),"2,000",Nil,Nil,No,"1,11,851",No,fixed,,Nil,Nil,18-Mar-2022 09:00 AM,25-Mar-2022 11:00 AM,18-Mar-2022 09:00 AM,24-Mar-2022 06:55 PM,NA ,NA ,18-Mar-2022 09:00 AM,24-Mar-2022 06:55 PM,26-Mar-2022 04:00 PM,PWD,PW-SRDD-CB-CTR-2022-21920-69 dt. 10.3.22,2022_PWD_58219_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,Er Suresh Kumar Chandel,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,26-Mar-2022 03:42 PM,26-Mar-2022 04:00 PM,techsummary_87953.pdf (433.32 KB),PWD,2022_PWD_58219_1,PW-SRDD-CB-CTR-2022-21920-69 dt. 10.3.22,Annual Surfacing on Jalog Gadheri road Km. 0/00 to 10/550,30-Jun-2022,"INR 5,592,768",30.0,Sudhir Kumar Gupta,30-Jun-2022 04:44 PM,58219-1.pdf (456.00 KB),AOC,Er Suresh Kumar Chandel,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,26-Mar-2022 07:06 PM,finsummary_87953.pdf (540.22 KB),1.0,272567.0,Om Parkash Sharma,24-Mar-2022 06:40 PM,Rejected-Finance,L2 Bidder,26-Mar-2022 07:06 PM,Technical,Bid opening summary,Naveen Singh Kaundal,26-Mar-2022 03:41 PM,technical_87953.pdf,1.0,270823.0,pramod kumar sharma,INR,"5,774,353",Finance,Bid opening summary,Naveen Singh Kaundal,26-Mar-2022 07:03 PM,finance_87953.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,270823.0,pramod kumar sharma,24-Mar-2022 11:06 AM,Accepted-AOC,L1 Bidder,30-Jun-2022 04:44 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 24.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as Per General Rule 24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand as Per General Rule 24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
