Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Contractor Registration,"93,500",No,fixed,,Nil,Nil,1.0,Corrigendum,Date,,EE Hamirpur,Executive Engineer HPPWD Hamirpur,1.0,ICICI BANK,28-Apr-2022 03:30 PM,07-May-2022 11:30 AM,28-Apr-2022 03:30 PM,07-May-2022 10:30 AM,NA ,NA ,28-Apr-2022 03:30 PM,07-May-2022 10:30 AM,13-May-2022 03:30 PM,"2,000",Nil,Nil,No,"Construction of Bandi Canteen ,main warder room, Jail Dispensary and store in District jail Hamirpur Complex",Sub Head Construction of building portion WS and SI installation and site development,Please refer Tender documents. ,NA ,"60,99,860",Civil Works - Buildings,NA ,Tender,60.0,365.0,Hamirpur,170001.0,NA ,NA ,NA ,Hamirpur,No ,No,PWD,C/O Bandi Canteen main warder room Jail Hamirpur,2022_PWD_60079_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,PWD,2022_PWD_60079_1,C/O Bandi Canteen main warder room Jail Hamirpur,"Construction of Bandi Canteen ,main warder room, Jail Dispensary and store in District jail Hamirpur Complex",EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Vivek Sharma,12-May-2022 05:48 PM,13-May-2022 03:30 PM,techsummary_90814.pdf (871.80 KB),EE Hamirpur,Internal,SupdtHDMSrDAOAEtoEE,Sanjay Katoch,09-Jun-2022 01:23 PM,finsummary_90814.pdf (607.98 KB),09-Jun-2022,"INR 5,994,332",365.0,Sanjay Katoch,09-Jun-2022 01:35 PM,AwardBandi.pdf (1464.00 KB),Award,1.0,280059.0,KAMAL PATHANIA GOVT.CONTRACTOR,INR,"5,994,332.42",Finance,Attached,Sanjay Katoch,09-Jun-2022 01:19 PM,finance_90814.pdf,BOQ Comparative Chart,1.0,281048.0,AASHISH KUMAR,07-May-2022 09:54 AM,Rejected-Finance,l3,09-Jun-2022 01:23 PM,Technical,Attached,Vivek Sharma,12-May-2022 05:43 PM,technical_90814.pdf,AOC
,,.pdf,Minimum work done Certificate as per SBD 1.2.1,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,280059.0,KAMAL PATHANIA GOVT.CONTRACTOR,04-May-2022 04:51 PM,Accepted-AOC,l1,09-Jun-2022 01:35 PM,,,,,,AOC
,,.pdf,Work in hand certificate counter signed by Engineer-in-Charge as per General rules direction-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,279991.0,SHASHI KUMAR,04-May-2022 01:27 PM,Rejected-Finance,l2,09-Jun-2022 01:23 PM,,,,,,AOC
,,.pdf,Copy of online receipt of EMD and Cost of Tender form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,An Affidavit that information furnished with the bid true and corrects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST and EPF Registration latest clearance statement with Monthly contribution Challan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of Pan No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"Detail of machinery as per SBD with proof RC, Affidavit/lease agreement for hired Machinery",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Working Programme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Financial Turn Over of last five year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
