Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage
ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShSuresh kumarsrassistant,Sudhir Kumar Gupta,20-Jun-2022 12:36 PM,finsummary_89369.pdf (685.10 KB),20-Jun-2022,"INR 4,923,794",30.0,Sudhir Kumar Gupta,20-Jun-2022 12:39 PM,AOC59042_6.pdf (1416.00 KB),AOC,PWD,2022_PWD_59042_6,SD-I-CTR-Tender-21-22-31795 dt 01-04-2022,Annual Periodical Maintenance of Baldiyan to Dharampur road Km. ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km.0/00 to 4/000 ) ( UNDER APPROVED AMP-2022 -23 ) (Village ROAD ),ErSudhirGupta,Internal,ShSureshKumarHDMShManojKumarSupdtShVaibhavJindalDAO,Sudhir Kumar Gupta,18-Apr-2022 04:14 PM,18-Apr-2022 04:25 PM,techsummary_89369.pdf (699.58 KB),Technical,Bid opening summary,Sudhir Kumar Gupta,18-Apr-2022 04:13 PM,technical_89369.pdf,1.0,276720.0,lov vij govt contractor,14-Apr-2022 08:09 PM,Accepted-AOC,Awarded,20-Jun-2022 12:39 PM,1.0,276720.0,lov vij govt contractor,INR,"5,491,372",Finance,Bid opening summary,Sudhir Kumar Gupta,20-Jun-2022 12:29 PM,finance_89369.pdf,BOQ Comparative Chart,AOC,Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,"2,000",Nil,Nil,No,"98,400",No,fixed,,Nil,Nil,08-Apr-2022 06:00 PM,18-Apr-2022 11:00 AM,08-Apr-2022 06:00 PM,16-Apr-2022 04:00 PM,NA ,NA ,08-Apr-2022 06:00 PM,16-Apr-2022 04:00 PM,18-Apr-2022 04:25 PM,PWD,SD-I-CTR-Tender-21-22-31795 dt 01-04-2022,2022_PWD_59042_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,Annual Periodical Maintenance of Baldiyan to Dharampur road Km. ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km.0/00 to 4/000 ) ( UNDER APPROVED AMP-2022 -23 ) (Village ROAD ),Annual Periodical Maintenance of Baldiyan to Dharampur road Km. ( Sh Providing renewal coat with 30 mm thick Bituminous Concrete in Km.0/00 to 4/000 ) ( UNDER APPROVED AMP-2022 -23 ) (Village ROAD ),As per SBD ,NA ,,Civil Works,NA ,Tender,75.0,30.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,277858.0,P K Construction Shimla Pvt Ltd,16-Apr-2022 02:49 PM,Rejected-Finance,2nd Lowest,20-Jun-2022 12:36 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,EMD with UTR No (As per schedule F),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration (Refer General rule No.23),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration (Refer General rule No.18),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work in hand certificate (As per Performa given in General rule No.16 countersigned by EE.,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.26.2a,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),AOC
