S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,"22,400",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form only mode through e-payment,Improvement of blackspot on Chamba Sahu Kiri road Km. 0/0 to 21/0 Construction of Retaining wall at RD 17/670-695,Improvement of blackspot on Chamba Sahu Kiri road Km. 0/0 to 21/0 Construction of Retaining wall at RD 17/670-695,Please refer Tender documents. ,NA ,"11,18,177",Civil Works,NA ,Tender,75.0,90.0,Chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,PWD,No.PWC-WA-II/ 6451-550 dated 18.08.2021,2021_PWD_51730_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,500.0,Nil,Nil,No,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,28-Aug-2021 10:00 AM,04-Sep-2021 11:30 AM,28-Aug-2021 10:00 AM,03-Sep-2021 05:00 PM,NA ,NA ,28-Aug-2021 10:00 AM,03-Sep-2021 05:00 PM,08-Oct-2021 11:30 AM,AOC,PWD,2021_PWD_51730_1,No.PWC-WA-II/ 6451-550 dated 18.08.2021,Improvement of blackspot on Chamba Sahu Kiri road Km. 0/0 to 21/0 Construction of Retaining wall at RD 17/670-695,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,04-Oct-2021 07:25 PM,08-Oct-2021 11:30 AM,techsummary_77335.pdf (215.16 KB),EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,20-Nov-2021 06:24 PM,finsummary_77335.pdf (126.21 KB),29-Jun-2022,"INR 1,118,177",90.0,Jeet Singh Thakur,29-Jun-2022 05:56 PM,10984.pdf (441.00 KB),Improvement of blackspot on Chamba Sahu Kiri road Km. 0/0 to 21/0 Construction of Retaining wall at RD 17/670-695,1.0,233467.0,ubed ali shah,INR,"1,635,156",Finance,BOS,Jeet Singh Thakur,20-Nov-2021 06:20 PM,finance_77335.pdf,BOQ Comparative Chart,1.0,233837.0,Ram Singh,03-Sep-2021 12:22 PM,Rejected-Finance,2nd lowest,20-Nov-2021 06:24 PM,Technical,BOS,Jeet Singh Thakur,04-Oct-2021 07:04 PM,technical_77335.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Earnest Money only mode through e-payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,233467.0,ubed ali shah,02-Sep-2021 05:09 PM,Accepted-AOC,Work completed by the Contractor Earnest Money may be released,29-Jun-2022 05:56 PM,,,,,,AOC
,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,233942.0,UMESH KUMAR MAHAJAN,03-Sep-2021 04:33 PM,Rejected-Finance,3rd lowest,20-Nov-2021 06:24 PM,,,,,,AOC
,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,"Form HPPWD 7/8 ,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Detail of Machinarhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Detail of on going work /work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
