Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,24-May-2022 06:00 PM,31-May-2022 11:30 AM,24-May-2022 06:00 PM,31-May-2022 11:00 AM,NA ,NA ,24-May-2022 06:00 PM,31-May-2022 11:00 AM,01-Jun-2022 04:15 PM,Augmentation/Improvement of LWSS to Sarol Basech and its adjoining habitation under GP Chamenji Tehsil Pachhad Distt. Sirmour HP,"Laying, jointing and testing of GMS pipe of various dia in Gravity main and distribution system LWSS Sarol Basech and LWSS Sarol Chamenji) Job No. II",Please refer Tender documents. ,NA ,"9,12,654",Pipe Laying Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,250.0,Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,ICICI BANK,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 4226-4306 dated 24-05-2022,2022_HPIPH_61028_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"18,253",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,AOC,Technical,Technical Bid Opening Summary,Ashish Rana,01-Jun-2022 04:07 PM,technical_92127.pdf,Finance,Financial Bid Opening Summary,Ashish Rana,01-Jun-2022 05:06 PM,finance_92127.pdf,BOQ Comparative Chart,21-Jun-2022,"INR 912,654",90.0,Ashish Rana,22-Jun-2022 04:40 PM,AOC.pdf (834.00 KB),Award to contractor,1.0,284597.0,Deepak Kumar,31-May-2022 07:44 AM,Rejected-Finance,Reject,01-Jun-2022 05:14 PM,ER Ashish Rana EE,Internal,TA Supdt HDM DAO EE,Ashish Rana,01-Jun-2022 04:09 PM,01-Jun-2022 04:15 PM,techsummary_92127.pdf (317.76 KB),ER Ashish Rana EE,Internal,DM HDM EE,Ashish Rana,01-Jun-2022 05:14 PM,finsummary_92127.pdf (344.46 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_61028_2,NHN-SMROO-722- 4226-4306 dated 24-05-2022,Augmentation/Improvement of LWSS to Sarol Basech and its adjoining habitation under GP Chamenji Tehsil Pachhad Distt. Sirmour HP,1.0,284460.0,MADAN SINGH,INR,"515,698",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of TEnder Form as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,2.0,284627.0,HARINDER KUMAR VERMA.,31-May-2022 10:54 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,01-Jun-2022 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,3.0,284460.0,MADAN SINGH,30-May-2022 12:56 PM,Accepted-AOC,AOC,22-Jun-2022 04:40 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,4.0,284556.0,Propertier,30-May-2022 07:11 PM,Rejected-Finance,Reject,01-Jun-2022 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,5.0,284315.0,Ranjeet Singh,29-May-2022 09:16 AM,Rejected-Finance,Reject,01-Jun-2022 05:14 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
