Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
18-Mar-2022 09:00 AM,25-Mar-2022 11:00 AM,18-Mar-2022 09:00 AM,24-Mar-2022 06:55 PM,NA ,NA ,18-Mar-2022 09:00 AM,24-Mar-2022 06:55 PM,26-Mar-2022 04:00 PM,Annual surfacing on link road Badmain to Ghaini km. 0/00 to 6/500,Sh- Providing renewal coat by 30 mm thick bituminous concrte in between km. 3/00 to 6/500 for AMP 2022-23,as per tender documents ,NA ,"51,83,495",Civil Works - Roads,NA ,Tender,75.0,30.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,Executive Engineer,Shimla Rural Division HPPWD Dhami,"1,03,700",No,fixed,,Nil,Nil,"2,000",Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),PWD,PW-SRDD-CB-CTR-2022-21920-69 dt. 10.3.22,2022_PWD_58219_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,PWD,2022_PWD_58219_2,PW-SRDD-CB-CTR-2022-21920-69 dt. 10.3.22,Annual surfacing on link road Badmain to Ghaini km. 0/00 to 6/500,Er Suresh Kumar Chandel,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,26-Mar-2022 03:49 PM,26-Mar-2022 04:00 PM,techsummary_87955.pdf (434.56 KB),Er Suresh Kumar Chandel,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,26-Mar-2022 07:15 PM,finsummary_87955.pdf (533.21 KB),30-Jun-2022,"INR 5,183,495",30.0,Sudhir Kumar Gupta,30-Jun-2022 04:52 PM,58219-2.pdf (389.00 KB),AOC,1.0,272634.0,Om Parkash Sharma,24-Mar-2022 06:54 PM,Rejected-Finance,L2 Bidder,26-Mar-2022 07:15 PM,Technical,Bid opening summary,Naveen Singh Kaundal,26-Mar-2022 03:47 PM,technical_87955.pdf,1.0,270815.0,pramod kumar sharma,INR,"5,437,900",Finance,Bid opening summary,Naveen Singh Kaundal,26-Mar-2022 07:12 PM,finance_87955.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,270815.0,pramod kumar sharma,24-Mar-2022 10:59 AM,Accepted-AOC,L1 Bidder,30-Jun-2022 04:52 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 20),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 24.4),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work Done as Per General Rule 24.5,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand as Per General Rule 24.5,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 22 A),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Capacity/ C.A. Annual Report As Per General Rules 1.1 A (a),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN No. as per General Rules 1.2B(a)(i),,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
