Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
Director of Industries,"Directorate of Industries , Bemloe , Shimla","5,00,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,07-Mar-2022 01:00 PM,30-Mar-2022 11:00 AM,07-Mar-2022 01:00 PM,30-Mar-2022 10:30 AM,NA ,NA ,07-Mar-2022 01:00 PM,30-Mar-2022 10:30 AM,08-Apr-2022 01:00 PM,1.0,Fee/PreQual/Technical,.pdf,All documents as per Terms and conditions of tender enclosed.,Industries Department||Directorate of Industries,No.Ind.SP/F/(NIT)148/94-Vol-II,2022_HPInd_57454_13,Yes,Open Tender,Item Wise,Goods,2.0,No,Yes,Online,No,No,No,"M-43 (supply of Sheet Metal Products- Iron Boxes/Trunks, Fire Buckets, G. I. Buckets, Coaltar Buckets, Angithies, Hamam and Water tubs etc)","Annual Rate Contract for the supply of Sheet Metal Products- Iron Boxes/Trunks, Fire Buckets, G. I. Buckets, Coaltar Buckets, Angithies, Hamam and Water tubs etc",Please refer Tender documents. ,NA ,"1,31,64,971",Miscellaneous Goods,NA ,Rate Contract,120.0,365.0,"Directorate of Industries , Bemloe , Shimla",171001.0,NA ,NA ,NA ,Shimla,No ,No,500.0,Nil,Nil,Yes,AOC,Technical,Tender opening summary.,Navneet Gupta,08-Apr-2022 12:33 PM,technical_86886.pdf,Industries Department||Directorate of Industries,2022_HPInd_57454_13,No.Ind.SP/F/(NIT)148/94-Vol-II,"M-43 (supply of Sheet Metal Products- Iron Boxes/Trunks, Fire Buckets, G. I. Buckets, Coaltar Buckets, Angithies, Hamam and Water tubs etc)",Additional Controller of Stores,Internal,T.S.Negi (JDI SP) Tapinder Gupta (SMS Agriculture) Karam Chand (Supdt. SP) Navneet Gupta (S.I.O Textiles SPO) Vinay Jaryal (S.O FA SPO),Navneet Gupta,08-Apr-2022 12:59 PM,08-Apr-2022 01:00 PM,techsummary_86886.pdf (2167.62 KB),1.0,273275.0,Santoshi steel furniture,INR,"2,194,161.8333",1,273195,ANIL TRADERS,27-Mar-2022 11:17 AM,Rejected-Finance,Rejected,08-Jun-2022 11:41 AM,08-Jun-2022,"INR 13,164,971",365.0,Navneet Gupta,08-Jun-2022 11:45 AM,Rate-Contract-M-43.pdf (2370.00 KB),Additional Controller of Stores,Internal,T.S Negi (JDI SPO) Karam Chand (Supdt. Gr-I SPO) Vinay Jaryal (S O FA SPO),Navneet Gupta,08-Jun-2022 11:41 AM,finsummary_86886.pdf (1453.10 KB),Finance,Financial Bid Opening Proceeding.,Navneet Gupta,07-Jun-2022 12:37 PM,finance_86886.pdf,BOQ Comparative Chart,AOC
,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,2.0,Finance,.xls,Price Schedule.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2.0,273664.0,R.K. STEEL UDYOG,INR,"2,194,161.8333",2,273875,Aprajeeta Industries,29-Mar-2022 10:19 PM,Accepted-AOC,Accepted,08-Jun-2022 11:45 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,3.0,273768.0,Kamal Industry,INR,"2,194,161.8333",3,273870,HARI OM SHEET MATEL & STEEL INDUSTRY,29-Mar-2022 09:06 PM,Accepted-AOC,Accepted,08-Jun-2022 11:45 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,4.0,273864.0,Hari Om Steel Furniture Industry,INR,"2,194,161.8333",4,273864,Hari Om Steel Furniture Industry,29-Mar-2022 08:51 PM,Accepted-AOC,Accepted,08-Jun-2022 11:45 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,5.0,273870.0,HARI OM SHEET MATEL & STEEL INDUSTRY,INR,"2,194,161.8333",5,273768,Kamal Industry,29-Mar-2022 04:56 PM,Accepted-AOC,Accepted,08-Jun-2022 11:45 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,6.0,273875.0,Aprajeeta Industries,INR,"2,194,161.8333",6,273835,KUMAR KHADI GRAMUDYOG,29-Mar-2022 06:10 PM,Rejected-Technical,Rejected,08-Apr-2022 12:59 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,7,273486,Madhur Steel Furniture Udyog,28-Mar-2022 04:32 PM,Rejected-Finance,Rejected,08-Jun-2022 11:41 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,8,273564,Nishi and Brothers,28-Mar-2022 07:37 PM,Rejected-Finance,Rejected,08-Jun-2022 11:41 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,9,273664,R.K. STEEL UDYOG,29-Mar-2022 12:04 PM,Accepted-AOC,Accepted,08-Jun-2022 11:45 AM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,10,273275,Santoshi steel furniture,27-Mar-2022 08:48 PM,Accepted-AOC,Accepted,08-Jun-2022 11:45 AM,,,,,,,,,,,,,,,,,,,AOC
