Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Providing New Separate sewerage scheme to Dr.RPGMG Tanda,Providing New Separate sewerage scheme to Dr.RPGMG Tanda(SH_Supply and errection of DG Set,Please refer Tender documents. ,NA ,"13,93,767",Civil Works - Others,NA ,Tender,30.0,90.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,"27,880",No,fixed,,Nil,Nil,19-Feb-2022 05:00 PM,26-Feb-2022 11:30 AM,19-Feb-2022 05:00 PM,26-Feb-2022 11:00 AM,NA ,NA ,19-Feb-2022 05:00 PM,26-Feb-2022 11:00 AM,04-Mar-2022 11:25 AM,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",NGB-KNG01-773,2022_HPIPH_56986_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,Er. Rahul Dhiman EE,JSV Division Nagrota Bagwan,1.0,ICICI BANK,400.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Cost of Form (online mode),AOC,Finance,Financial bid opened on dated 04.03.2022,Rahul Dhiman,21-May-2022 01:02 PM,finance_85991.pdf,BOQ Comparative Chart,Technical,Technical bid opened on dated 26.02.2022,Rahul Dhiman,04-Mar-2022 11:20 AM,None,09-Jun-2022,"INR 1,393,767",90.0,Rahul Dhiman,09-Jun-2022 03:44 PM,Award.pdf (236.00 KB),Award Letter,Er. Rahul Dhiman EE,Internal,"Sh. S.P. Verma, SDAO Smt. Kanchan Bala HDM Smt. Anita Rana Supdt.",Rahul Dhiman,04-Mar-2022 11:23 AM,04-Mar-2022 11:25 AM,techsummary_85991.pdf (210.19 KB),1.0,266795.0,Ajeev Kumar,25-Feb-2022 09:53 PM,Accepted-AOC,Lowest Amount,09-Jun-2022 03:44 PM,Er. Rahul Dhiman EE,Internal,Smt. Kanchan Bala HDM Smt. Anita Rana Supdt Gr.ii,Rahul Dhiman,21-May-2022 01:07 PM,finsummary_85991.pdf (201.50 KB),1.0,266795.0,Ajeev Kumar,INR,"1,213,609","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2022_HPIPH_56986_1,NGB-KNG01-773,Providing New Separate sewerage scheme to Dr.RPGMG Tanda,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,Scanned copy of EMD (online mode),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,266714.0,AKSHAY DOGRA,26-Feb-2022 10:20 AM,Rejected-Finance,Highest Amount,21-May-2022 01:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Enlistment with IPH Deptt./JSV,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,266805.0,JAGJIT RAI,26-Feb-2022 10:44 AM,Rejected-Finance,Highest Amount,21-May-2022 01:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Income Tax/GST/EPF ESIC/Clearance certificate etc.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,266636.0,MANAHOR LAL SURINDER KUMAR,25-Feb-2022 06:52 PM,Rejected-Finance,Highest Amount,21-May-2022 01:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per NIT Conditions,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,266411.0,SS ENGINEERING WORKS,26-Feb-2022 09:20 AM,Rejected-Finance,Highest Amount,21-May-2022 01:07 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DSC Certificate/ undertaking authorization must upload,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit /Undertaking Contractor/firm should not have blacklist from any Govt. Agency.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form6,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Termsandconditions,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
