Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,2022_HPSEB_61148_1,184619/DB/2022-23-1329-36 Dated 26.05.2022,Tender for replacement of 52 Nos rotten wooden poles from existing 63 KVA 22/0.4 kV Sub-Station Bhanthal-2nd and 25KVA Batalabehal under Electrical Sub-Division HPSEBL Karsog.,1.0,285378.0,TILAK RAJ,INR,"449,347.07","Sr. Executive Engineer, Electrical Division HPSEBL, Karsog",Internal,Attached,Sushil Kumar,17-Jun-2022 04:24 PM,finsummary_92284.pdf (447.34 KB),"Er. Sushil Kumar, Sr. Executive Engineer,ED Karsog",Internal,Attached,Sushil Kumar,06-Jun-2022 05:40 PM,06-Jun-2022 05:45 PM,techsummary_92284.pdf (480.26 KB),1.0,284748.0,Koyla Engineering Works,05-Jun-2022 03:11 PM,Rejected-Finance,L4,17-Jun-2022 04:24 PM,17-Jun-2022,"INR 651,394",90.0,Sushil Kumar,17-Jun-2022 05:02 PM,AwardJobNo.35.pdf (2704.00 KB),Awarded to M/S Tilak Raj(L-1) Which found lowest,Finance,Attached,Sushil Kumar,17-Jun-2022 04:02 PM,finance_92284.pdf,BOQ Comparative Chart,Technical,Attached,Sushil Kumar,06-Jun-2022 05:07 PM,technical_92284.pdf,AOC,27-May-2022 05:00 PM,06-Jun-2022 12:00 PM,28-May-2022 05:00 PM,06-Jun-2022 10:30 AM,NA ,NA ,28-May-2022 05:00 PM,06-Jun-2022 10:30 AM,06-Jun-2022 05:45 PM,Tender for replacement of 52 Nos rotten wooden poles from existing 63 KVA 22/0.4 kV Sub-Station Bhanthal-2nd and 25KVA Batalabehal under Electrical Sub-Division HPSEBL Karsog.,Tender for replacement of 52 Nos rotten wooden poles from existing 63 KVA 22/0.4 kV Sub-Station Bhanthal-2nd and 25KVA Batalabehal under Electrical Sub-Division HPSEBL Karsog.,please refer tender document  ,N/A ,"6,51,394",Supply and Erection,Electrical Works ,Tender,180.0,90.0,Karsog,175011.0,NA ,NA ,NA ,"Office of Sr. Executive Engineer,ED Karsog",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form,1.0,ICICI BANK,"1,180",Nil,Nil,No,HPSEBL||CE(OP) CZ Mandi||SE(OP) Bilaspur||Sr. Xen (E) Karsog,184619/DB/2022-23-1329-36 Dated 26.05.2022,2022_HPSEB_61148_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,"Sr. Executive Engineer, ED Karsog","Office of Sr. Executive Engineer,ED Karsog","16,285",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,285066.0,M/s M.S. Electrical and Engineering works,03-Jun-2022 11:32 PM,Rejected-Finance,L2,17-Jun-2022 04:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,3.0,285477.0,sanjeev kumar,06-Jun-2022 10:23 AM,Rejected-Finance,L5,17-Jun-2022 04:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,A Class Electrical License from competent authority as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,4.0,285226.0,SATPAL,04-Jun-2022 08:13 PM,Rejected-Finance,L3,17-Jun-2022 04:24 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of turnover from CA as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,5.0,285378.0,TILAK RAJ,06-Jun-2022 08:29 AM,Accepted-AOC,Found lowest as compare to all the bidders hence tender has been awarded to L-1 contractor,17-Jun-2022 05:02 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work experience/ work done certificate as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of non blacklisting as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking of no litigation in Govt./ Semi Govt. institution as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Registration of PAN , GST, EPF and insurance policies for work man as per bid document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cancelled Check as per bid document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
