Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
Improvement of Chole to Kotkhai Bazar Road in K.M. 0/00 to 1/650,"C/o, PCC, R/Wall at R.D. 1/535 to 1/581",Please refer Tender documents. ,NA ,"9,50,315",Civil Works - Roads,NA ,Tender,90.0,60.0,Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No,PWD,PW-KD-E-Tender/2021-22-5626-28 dt 19-01-2022,2022_PWD_56221_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"19,100",No,fixed,,Nil,Nil,1.0,ICICI BANK,Executive Engineer,HPPWD Division Kotkhai,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),31-Jan-2022 04:00 PM,08-Feb-2022 11:00 AM,31-Jan-2022 04:00 PM,07-Feb-2022 06:00 PM,NA ,NA ,31-Jan-2022 04:00 PM,07-Feb-2022 06:00 PM,25-Feb-2022 02:40 PM,AOC,1.0,261497.0,PANKAJ KUMAR,06-Feb-2022 07:12 PM,Rejected-Finance,L2 BIDDER,27-Mar-2022 09:35 PM,Technical,Summary uploaded,Ramesh Rana,25-Feb-2022 02:16 PM,technical_84578.pdf,1.0,261397.0,SACHIN JABAIK,INR,"855,350",Finance,summary uploaded,Ramesh Rana,27-Mar-2022 08:04 PM,finance_84578.pdf,BOQ Comparative Chart,Executive Engineer,Internal,"XEN, AE, HDM, Supdt. Sr. Asstt.",Ramesh Rana,25-Feb-2022 02:37 PM,25-Feb-2022 02:40 PM,techsummary_84578.pdf (5457.49 KB),PWD,2022_PWD_56221_6,PW-KD-E-Tender/2021-22-5626-28 dt 19-01-2022,Improvement of Chole to Kotkhai Bazar Road in K.M. 0/00 to 1/650,18-Jun-2022,"INR 950,315",60.0,Ramesh Rana,18-Jun-2022 03:44 PM,chole.pdf (1015.00 KB),Executive Engineer,Internal,"XEN, AE, HDM, SUPDTT. SR. ASSTT",Ramesh Rana,27-Mar-2022 09:35 PM,finsummary_84578.pdf (185.53 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,AOC,2.0,261397.0,SACHIN JABAIK,06-Feb-2022 12:10 PM,Accepted-AOC,Lowest bidder to awarded the work.,18-Jun-2022 03:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
