Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
31-Mar-2022,"INR 4,143,166",180.0,Rahul Dhiman,29-Jun-2022 11:02 AM,Award_2.pdf (564.00 KB),Award Letter,Technical,Technical bid opened on dt.13.01.2022,Rahul Dhiman,19-Jan-2022 03:26 PM,technical_82298.pdf,Finance,Financial bid opened on dated 19.01.20222,Rahul Dhiman,07-Feb-2022 01:02 PM,finance_82298.pdf,BOQ Comparative Chart,1.0,253161.0,GOVT CONTRACTOR,29-Dec-2021 03:51 PM,Rejected-Finance,Highest Amount,07-Feb-2022 01:05 PM,Er.Rohit Dubey SE,Internal,Er Rahul Dubey EE (D) Er.Rahul Dhiman EE Er.Ajay Rana AE (D) Sh. Hansh Raj Thakur CHD Sh. Sh Ashok Lakhanpal Supdt.Works,Rahul Dhiman,19-Jan-2022 03:29 PM,19-Jan-2022 03:35 PM,techsummary_82298.pdf (483.50 KB),1.0,253259.0,JEEVAN KUMAR,INR,"2,656,664","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2021_HPIPH_54871_1,NGB-KNG01-773,CAD Work To FIS Pathiar Ambari Kuhl in Tehsil Nagrota Bagwan,Er.Rahul Dhiman EE,Internal,Sh.SP Verma Sr.DAO Smt Anita Rana Supdt Smt Kanchan Bala HDM,Rahul Dhiman,07-Feb-2022 01:05 PM,finsummary_82298.pdf (201.51 KB),AOC,1.0,ICICI BANK,Er. Rahul Dhiman EE,JSV Division Nagrota Bagwan,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",NGB-KNG01-773,2021_HPIPH_54871_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,CAD Work To FIS Pathiar Ambari Kuhl in Tehsil Nagrota Bagwan,CAD Work To FIS Pathiar Ambari Kuhl in Tehsil Nagrota Bagwan SH_Construction of RCC lined kuhl and Laying jointing of HDPE pipes,Please refer Tender documents. ,NA ,"41,43,166",Civil Works,NA ,Tender,60.0,180.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Cost of Form (online mode),800.0,Nil,Nil,No,21-Dec-2021 05:00 PM,30-Dec-2021 11:30 AM,21-Dec-2021 05:00 PM,30-Dec-2021 11:00 AM,NA ,NA ,21-Dec-2021 05:00 PM,30-Dec-2021 11:00 AM,19-Jan-2022 03:35 PM,"69,650",No,fixed,,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,2.0,253259.0,JEEVAN KUMAR,30-Dec-2021 10:18 AM,Accepted-AOC,1st Lowest,29-Jun-2022 11:02 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EMD (online mode),,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,3.0,253255.0,Naveen Kumar,30-Dec-2021 09:29 AM,Rejected-Finance,Highest Amount,07-Feb-2022 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Enlistment with IPH Deptt./JSV,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Income Tax/GST/EPF ESIC/Clearance certificate etc.,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DSC Certificate authorization must upload,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit /Undertaking Contractor/firm should not have blacklist from any Govt. Agency.,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form6,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Termsandconditons,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,AOC
