Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Health and Family Welfare Department||Directorate of Medical Education-HFWD||FAA Medical College and Hospital-Barpeta-HFWD,2022_HFWD_24236_1,FAAMCH/eT_SS/1727/2021/278,"Providing Security Services in the premises of Fakhruddin Ali Ahmed Medical College and Hospital, Barpeta, Assam",1,133503,Bodoland Security Services,27-Feb-2022 12:27 PM,Rejected-AOC,Not Awarded,03-Jun-2022 06:19 PM,AOC,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Part 1,1.0,SBI Bank,Superintendent,"Superintendent, F.A.A. Medical College Hospital, Barpeta, Assam","5,000",Nil,Nil,No,Health and Family Welfare Department||Directorate of Medical Education-HFWD||FAA Medical College and Hospital-Barpeta-HFWD,FAAMCH/eT_SS/1727/2021/278,2022_HFWD_24236_1,Yes,Open Tender,Supply,Services,2.0,No,No,Online,No,No,No,"Providing Security Services in the premises of Fakhruddin Ali Ahmed Medical College and Hospital, Barpeta, Assam","Providing Security Services in the premises of Fakhruddin Ali Ahmed Medical College and Hospital, Barpeta, Assam",Please refer Tender documents. ,NA ,,Manpower Supply,NA ,Tender,365.0,45.0,Barpeta,781301.0,NA ,NA ,NA ,"O/o the Superintendent, FAAMCH, Barpeta",No ,No,"3,00,000",Yes,fixed,,Nil,Nil,07-Feb-2022 10:30 AM,01-Mar-2022 12:30 PM,07-Feb-2022 12:00 PM,28-Feb-2022 04:30 PM,NA ,NA ,11-Feb-2022 04:30 PM,28-Feb-2022 04:30 PM,31-May-2022 12:30 PM,AOC
,,,,2,133136,CHECKMATE SERVICES PVT. LTD.,24-Feb-2022 03:45 PM,Rejected-Technical,Non Complience of Technical Qualification Criteria,30-May-2022 12:25 PM,AOC,,,.pdf,Technical Qualification Part 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,3,133251,Dolphin Security and Advertising,28-Feb-2022 02:37 PM,Accepted-AOC,Awarded,03-Jun-2022 06:19 PM,AOC,2.0,Finance,.xls,Price Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,132844,Group5,27-Feb-2022 04:34 PM,Rejected-AOC,Not Awarded,03-Jun-2022 06:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,133470,Group A Security and Services,27-Feb-2022 06:47 PM,Rejected-Technical,Non Complience of Technical Qualification Criteria,30-May-2022 12:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,133600,HRD Commercial & Industrial Security Force Pvt Ltd,28-Feb-2022 11:38 AM,Rejected-Technical,Non Complience of Technical Qualification Criteria,30-May-2022 12:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,133396,Omega Security Solutions,28-Feb-2022 01:05 PM,Rejected-AOC,Not Awarded,03-Jun-2022 06:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,133602,PRIME SECURITY SERVICE,28-Feb-2022 01:12 PM,Rejected-Technical,Non Complience of Technical Qualification Criteria,30-May-2022 12:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,133483,VANGUARD SECURITY SERVICES & SYSTEMS,28-Feb-2022 09:51 AM,Rejected-Technical,Non Complience of Technical Qualification Criteria,30-May-2022 12:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,133313,Veteran Security Service,28-Feb-2022 12:30 PM,Rejected-AOC,Not Awarded,03-Jun-2022 06:19 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
