S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Category,Sub Category,Sub Category Description,Format/File,S.No.2,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,Improvement and widening of Slapper to Tattapani road KM 0/0 to 68/0,"SH ROFD, M.T, R.wall B.wall, C.D. works, U-shape drain, Metal beam crash barrier and dumping site etc. for intermediate lane portion KM 36.600 to 56.600 under CRF Job No. CRF-HP-2017-18-143.",As per bid document ,NA ,"53,50,96,118",Civil Works,Road ,Tender,75.0,730.0,In Sundernagar Division,175018.0,NA ,NA ,NA ,O/O Chief Engineer (MZ) HPPWD Mandi,No ,No,"5,000",EE Sundernagar,Sundernagar,No,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,1.0,Pre bid meeting,Technical Bid,,Executive Engineer,"Executive Engineer, Sundernagar Division, HPPWD Sundernagar.",16-Apr-2022 06:00 PM,05-May-2022 11:30 AM,16-Apr-2022 06:00 PM,04-May-2022 06:00 PM,NA ,NA ,16-Apr-2022 06:00 PM,04-May-2022 06:00 PM,28-May-2022 11:30 AM,"1,07,02,000",Yes,fixed,,EE Sundernagar,Sundernagar,PWD,PW-SNR-CB-E-Tender/Giriraj/ 747-58 dt.11.4.22,2022_PWD_59603_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,AOC,1.0,280645.0,Bhupinder Paul Mahajan,04-May-2022 05:33 PM,Rejected-Finance,Being L6.,10-Jun-2022 03:39 PM,Technical,Six bids opened online.,Chaman Singh,06-May-2022 03:26 PM,technical_90184.pdf,Finance,Six no of bids opened online,Anil Parmar,28-May-2022 04:39 PM,finance_90184.pdf,BOQ Comparative Chart,1.0,280541.0,DCC BUILDCON PVT. LTD.,INR,"407,903,769",Er. Ajay Gupta Chief Engineer (MZ) HPPWD Mandi,Internal,"Sh. Kuleep Singh DCFA MZ HPPWD Mandi, Er. D.R. Chauhan EE HPPWD Sunder Nagar Division, Er. Anil Parmar EEDMZ HPPWD Mandi, Er. K.K. Kaushal SE 1st Circle HPPWD Mandi, Er. Bishan Dass SEDWMZ HPPWD Mandi",Krishan Kumar Kaushal,23-May-2022 12:02 PM,28-May-2022 11:30 AM,techsummary_90184.pdf (1406.05 KB),PWD,2022_PWD_59603_1,PW-SNR-CB-E-Tender/Giriraj/ 747-58 dt.11.4.22,Improvement and widening of Slapper to Tattapani road KM 0/0 to 68/0,25-Jun-2022,"INR 407,903,769",730.0,Chaman Singh,28-Jun-2022 11:49 AM,AOC.pdf (1222.00 KB),AOC issued to L-1,Er. Ajay Gupta CE(MZ) HPPWD Mandi,Internal,"Sh. Kuleep Singh DCFA MZ HPPWD Mandi, Er. D.R. Chauhan EE HPPWD Sunder Nagar Division, Er. Mahesh Rana EEDMZ HPPWD Mandi, Er. K.K. Kaushal SE 1stCircle HPPWD Mandi, Er. Bishan Dass SEDWMZ HPPWD Mandi",Krishan Kumar Kaushal,10-Jun-2022 03:39 PM,finsummary_90184.pdf (670.67 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,2.0,Certificate Details ,Bidders Address Format ,Bidders Address Format Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule E,AOC,2.0,280541.0,DCC BUILDCON PVT. LTD.,04-May-2022 05:45 PM,Accepted-AOC,Being responsive and L-1,28-Jun-2022 11:49 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,3.0,Miscellaneous ,Laboratory Equipment Details ,Laboratory Equipment Details ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,AOC,3.0,280055.0,Dinesh Kumar Sharma Const. (P) Ltd,04-May-2022 05:17 PM,Rejected-Finance,Being L3.,10-Jun-2022 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,4.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 21,AOC,4.0,280397.0,GARG SONS ESTATE PROMOTERS PVT LTD,04-May-2022 04:10 PM,Rejected-Finance,Being L4.,10-Jun-2022 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work done / in hand / Bidding Capacity as per general rules No. 16 and 26.,AOC,5.0,279919.0,OASIS PROJECTS LIMITED,04-May-2022 03:04 PM,Rejected-Finance,Being L2.,10-Jun-2022 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,AOC,6.0,279789.0,S.S.Chauhans Construction Private Limted,04-May-2022 05:21 PM,Rejected-Finance,Being L5.,10-Jun-2022 03:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of technical staff as indicated in Clause-32 and schedule F,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
