Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Technical,Proceeding,Dhan Singh Sharma,19-Apr-2022 04:30 PM,None,1,277727,Bhupender Singh Chauhan,16-Apr-2022 07:34 PM,Rejected-AOC,Rejected,08-Jun-2022 07:46 PM,1.0,278026.0,GM Industries,INR,"924,484",Finance,Proceeding,Dhan Singh Sharma,05-May-2022 03:42 PM,None,BOQ Comparative Chart,08-Jun-2022,"INR 924,484",60.0,Dhan Singh Sharma,08-Jun-2022 07:46 PM,Award59230.pdf (1281.00 KB),Award letter,Er.K.L.Suman,Internal,Rajinder Kumar HDM Vikram Meena DAO Kartar Chand AE Rampur JP Sharma Supdt.,Dhan Singh Sharma,08-Jun-2022 07:43 PM,finsummary_89660.pdf (557.34 KB),Er. K.L. Suman EE,Internal,Sh. Rajinder Singh HDM Sh. J.P. Sharma Supdt. Sh. Kartar Chand Sharma AE Rampur,Dhan Singh Sharma,20-Apr-2022 12:54 PM,22-Apr-2022 11:30 AM,techsummary_89660.pdf (738.98 KB),PWD,2022_PWD_59230_1,06-56 dated 04-04-2022,A/R and M/O on NH-05 Km 236/00 to 368/00 (SH- Construction of PCC R/wall at Km 279/810 to 279/830),AOC,1.0,ICICI BANK,Executive Engineer NH Division HPPWD Rampur,Executive Engineer NH Division HPPWD Rampur,PWD,06-56 dated 04-04-2022,2022_PWD_59230_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,A/R and M/O on NH-05 Km 236/00 to 368/00 (SH- Construction of PCC R/wall at Km 279/810 to 279/830),A/R and M/O on NH-05 Km 236/00 to 368/00 (SH- Construction of PCC R/wall at Km 279/810 to 279/830),Please refer Tender documents. ,NA ,"13,20,691",Civil Works - Highways,NA ,Tender,90.0,60.0,Rampur,172001.0,NA ,NA ,NA ,Executive Engineer NH Division HPPWD Rampur,No ,No,500.0,Nil,Nil,No,"26,500",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,EMD and Cost of Tender Form (indicated in Schedule F) online receipt/UTR No,06-Apr-2022 06:00 PM,18-Apr-2022 11:30 AM,06-Apr-2022 06:00 PM,18-Apr-2022 09:00 AM,NA ,NA ,06-Apr-2022 06:00 PM,18-Apr-2022 09:00 AM,22-Apr-2022 11:30 AM,AOC
,,,,,2,277372,contractor,13-Apr-2022 02:35 PM,Rejected-AOC,Rejected,08-Jun-2022 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Contractors Registration, GST, PAN No.",,,,,,,,,,AOC
,,,,,3,277859,Deepak thakur,17-Apr-2022 11:22 AM,Rejected-AOC,Rejected,08-Jun-2022 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration under Employees Provident Funds and Miscellaneous Provision act 1952,,,,,,,,,,AOC
,,,,,4,277638,DEV RAJ KAPTA,17-Apr-2022 10:27 AM,Rejected-Technical,non responsive,20-Apr-2022 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,SCANNED COPY OF EVIDENCE OF AVAILABILITY (EITHER OWNED OR LEASED OR RENTED) ALONGWITH PROOF,,,,,,,,,,AOC
,,,,,5,277960,DHARAM PAL SHARMA,16-Apr-2022 07:03 PM,Rejected-Technical,non responsive,20-Apr-2022 12:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other document as per SBD.,,,,,,,,,,AOC
,,,,,6,277954,DUTTA BROTHERS,17-Apr-2022 04:32 PM,Rejected-AOC,Rejected,08-Jun-2022 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Price bid,,,,,,,,,,AOC
,,,,,7,278026,GM Industries,17-Apr-2022 09:29 PM,Accepted-AOC,Accepted,08-Jun-2022 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,8,277903,M/s Devinder Dogra,17-Apr-2022 04:15 PM,Rejected-AOC,Rejected,08-Jun-2022 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,9,277132,RTO TRADERS,16-Apr-2022 08:00 PM,Rejected-AOC,Rejected,08-Jun-2022 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,10,277905,VIJAY SINGH,16-Apr-2022 03:56 PM,Rejected-AOC,Rejected,08-Jun-2022 07:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
