Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of form (Online),1.0,Changes in Dates,Date,,PWD,2122021.0,2021_PWD_54508_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,Up gradation and M/T on Sainj khad Dimmi Trahan Kupvi road km 0/0 21/0,"Up gradation and M/T on Sainj khad Dimmi Trahan Kupvi road km 0/0 21/0 (SH Formation deficiency, R/walls,B/walls,Cross drainage works,GSB,WBM-II, III,M/T PCC parapets ,Cause way,V Shape drain, M/T Km stone in km 0/0 to 21/0) Under NABARD",AS PER SBD ,NA ,"11,77,00,000",Civil Works - Roads,NA ,Tender,75.0,510.0,Chopal,171211.0,NA ,NA ,NA ,Superintending Engineer 4th Circle HPPWD Shimla,No ,No,09-Dec-2021 04:00 PM,05-Jan-2022 11:00 AM,09-Dec-2021 04:00 PM,04-Jan-2022 05:00 PM,NA ,NA ,09-Dec-2021 04:00 PM,04-Jan-2022 05:00 PM,12-Jan-2022 03:00 PM,"23,54,000",No,fixed,,Nil,Nil,Superintending Engineer 4th Circle HPPWD Shimla,Superintending Engineer 4th Circle HPPWD Shimla,1.0,ICICI BANK,AOC,1.0,252259.0,Ishwar Singh Rathour,03-Jan-2022 09:01 PM,Rejected-Finance,2nd Lowest,05-Apr-2022 01:04 PM,Technical,Bid opening summary,Parveen Kumar Verma,05-Jan-2022 05:00 PM,technical_81629.pdf,Finance,Bid opening summary,Parveen Kumar Verma,13-Jan-2022 12:18 PM,finance_81629.pdf,BOQ Comparative Chart,1.0,252151.0,Trilok Singh Rathour,INR,"122,411,559",Superintending Engineer 4th Circle HPPWD Shimla,Internal,"EE Chopal Division HPPWD Chopal, Member, EE D 4th Circle HPPWD Shimla, Member, AE D 4th Circle HPPWD Shimla, Member, CHD 4th Circle HPPWD Shimla, Member, DAO Chopasl Division HPPWD Chopal,",Parveen Kumar Verma,12-Jan-2022 01:23 PM,12-Jan-2022 03:00 PM,techsummary_81629.pdf (571.39 KB),PWD,2021_PWD_54508_1,2122021.0,Up gradation and M/T on Sainj khad Dimmi Trahan Kupvi road km 0/0 21/0,03-Jun-2022,"INR 117,700,000",510.0,Parveen Kumar Verma,03-Jun-2022 03:27 PM,AOCSainjkhaddimmi.pdf (2630.00 KB),AOC,ErSureshKapoorSE,Internal,ArjundevDAOLekhramCHDsushilRihalAERaviBhattiAEJCEE,Parveen Kumar Verma,05-Apr-2022 01:04 PM,finsummary_81629.pdf (3508.59 KB),AOC
,,.pdf,The Earnest Money (Online),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,252151.0,Trilok Singh Rathour,04-Jan-2022 02:15 PM,Accepted-AOC,Awarded,03-Jun-2022 03:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Contractors Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work Done As Per clause 4.2(c) and Clause 4.4 A(b)of ITB section 2(signed by Executive Engineer),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Work In Hand As Per clause 4.2(c) of ITB section 2(signed by Executive Engineer) And as per SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,"List Of Machinery, Tool, Plant(as per clause 4.2(d) and 4.4 B (b) (i) of ITB) And as per SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form of Bid (Part I) as proforma given in section 6 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List Of Both Gazetted And Non-Gazetted HPPWD Employee Related To Him(clause4.4 B(c)of ITB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit of True and Correct In All Respect as per clause 4.4B(a)(ii) of ITB (Format in Section 6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
