S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,ICICI BANK,A/R and M/O to HP Printing and Stationary Department at Ghora Chowki Shimla,SH- Painting and Distempering etc. in Block-B.,as per tender document ,NA ,"13,68,949",Civil Works - Buildings,NA ,Tender,75.0,60.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,500.0,Nil,Nil,Yes,EE Dhami,Shimla Rural Division HPPWD Dhami,"27,400",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender,PWD,PW-SRDD-CB-CTR-2020-21-1698 dated 18-05-2021.,2021_PWD_48248_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,08-Jun-2021 03:00 PM,15-Jun-2021 11:00 AM,08-Jun-2021 03:00 PM,14-Jun-2021 06:55 PM,NA ,NA ,08-Jun-2021 03:00 PM,14-Jun-2021 06:55 PM,22-Jul-2021 04:00 PM,AOC,PWD,2021_PWD_48248_2,PW-SRDD-CB-CTR-2020-21-1698 dated 18-05-2021.,A/R and M/O to HP Printing and Stationary Department at Ghora Chowki Shimla,Er Maan Singh,Internal,"Sh Prem Raj Meen DAO, Sh Ram Sawaroop Supdt., Sh Suresh Kumar Verma HDM.",Naveen Singh Kaundal,22-Jul-2021 03:09 PM,22-Jul-2021 04:00 PM,techsummary_72304.pdf (472.26 KB),Er Maan Singh,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Suresh Kumar Verma HDM.",Naveen Singh Kaundal,10-Aug-2021 02:02 PM,finsummary_72304.pdf (492.41 KB),28-Jun-2022,"INR 1,368,949",60.0,Parveen Kumar Verma,28-Jun-2022 05:59 PM,PandoaMT-AOC.pdf (425.00 KB),AOC,Finance,Bid opening summary,Naveen Singh Kaundal,23-Jul-2021 02:17 PM,finance_72304.pdf,BOQ Comparative Chart,1.0,216691.0,RAKESH KUMAR CONTRACTOR,INR,"1,658,499",1.0,216353.0,DEVENDER KUMAR,12-Jun-2021 04:14 PM,Rejected-Finance,L11 Bidder,10-Aug-2021 02:02 PM,Technical,Bid opening summary,Naveen Singh Kaundal,02-Jul-2021 03:42 PM,technical_72304.pdf,AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,216325.0,GOVIND GENERAL STORE AND CIVIL CONTRACTOR,14-Jun-2021 06:15 PM,Rejected-Finance,L9 Bidder,10-Aug-2021 02:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,216512.0,HARISH THAKUR,13-Jun-2021 05:40 PM,Rejected-Finance,L4 Bidder,10-Aug-2021 02:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,216672.0,LUCKY,14-Jun-2021 11:37 AM,Rejected-Finance,L3 Bidder,10-Aug-2021 02:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work In Hand detail/undertaking,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,216730.0,Manish Mohan Sharma,14-Jun-2021 04:40 PM,Rejected-Finance,L8 Bidder,10-Aug-2021 02:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant",,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,216276.0,Munish Jain,12-Jun-2021 11:30 AM,Rejected-Finance,L2 Bidder,10-Aug-2021 02:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,216516.0,NARENDER SHARMA,14-Jun-2021 05:24 PM,Rejected-Finance,L10 Bidder,10-Aug-2021 02:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,216252.0,NOKH RAM SHARMA,13-Jun-2021 10:19 PM,Rejected-Finance,L6 Bidder,10-Aug-2021 02:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,216725.0,Om Prakash,14-Jun-2021 01:26 PM,Rejected-Finance,L7 Bidder,10-Aug-2021 02:02 PM,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,216691.0,RAKESH KUMAR CONTRACTOR,14-Jun-2021 03:52 PM,Accepted-AOC,L1 Bidder,28-Jun-2022 05:59 PM,,,,,,AOC
