Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Restoration of rain Damages to link road from Jakhana Sharli Manpur Km 0/0 to 7/750 (SH-,Restoration of rain Damages to link road from Jakhana Sharli Manpur Km 0/0 to 7/750 (SH- Construction of Retaining wall from RD 7/730 to 7/743).,please refer to tender document ,NA ,"2,20,596",Civil Works - Roads,NA ,Rate Contract,75.0,30.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,350.0,Nil,Nil,No,"4,415",No,fixed,,Nil,Nil,EE Shillai,EXecutive Engineer HP PWD Shillai,1.0,ICICI BANK,PWD,TA-14841-14940dt-9-2-22,2022_PWD_56973_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,19-Feb-2022 05:00 PM,28-Feb-2022 12:30 PM,19-Feb-2022 05:00 PM,26-Feb-2022 05:00 PM,NA ,NA ,19-Feb-2022 05:00 PM,26-Feb-2022 05:00 PM,05-Mar-2022 11:40 AM,AOC,PWD,2022_PWD_56973_6,TA-14841-14940dt-9-2-22,Restoration of rain Damages to link road from Jakhana Sharli Manpur Km 0/0 to 7/750 (SH-,EE shillai,Internal,"AE Shillai, HDM,Supdt. TA",Pramod Upreti,05-Mar-2022 11:32 AM,05-Mar-2022 11:40 AM,techsummary_85978.pdf (776.07 KB),EE Shillai,Internal,"Ae Sillai, HDM Supdt. TA",Pramod Upreti,11-Mar-2022 12:35 PM,finsummary_85978.pdf (130.73 KB),30-Jun-2022,"INR 154,431",30.0,Pramod Upreti,30-Jun-2022 12:43 PM,rangila.pdf (704.00 KB),AOC,1.0,266858.0,Khatri Ram,26-Feb-2022 02:26 PM,Rejected-Finance,not lowest,11-Mar-2022 12:35 PM,Technical,technical summary,Pramod Upreti,05-Mar-2022 11:09 AM,technical_85978.pdf,Finance,financial summary,Pramod Upreti,05-Mar-2022 03:51 PM,finance_85978.pdf,BOQ Comparative Chart,1.0,266866.0,RANGILA RAM,INR,"154,431",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,266844.0,RAGHUBIR SINGH,26-Feb-2022 02:06 PM,Rejected-Finance,not lowest,11-Mar-2022 12:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,266866.0,RANGILA RAM,26-Feb-2022 02:49 PM,Accepted-AOC,AOC,30-Jun-2022 12:43 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21 and Permanent account number,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,266880.0,SUNIL DUTT,26-Feb-2022 03:37 PM,Rejected-Finance,not lowest,11-Mar-2022 12:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy GST Registration,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,266759.0,SURENDER SINGH,25-Feb-2022 06:23 PM,Rejected-Finance,not lowest,11-Mar-2022 12:35 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy List of machinery tools and plants as per schedule-F Sr No 6.19 technical staff,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,work in hand general rule sr. No 19,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
