Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"1,500",Executive Engineer Mandi Divn.No.I HPPWD at Padhar,Padhar,No,PWD,PW-MDI(P)Tender-NIT- 517-52 dated 21.04.2022,2022_PWD_60418_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender Form (Indicated in Schedule E),1.0,ICICI BANK,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,09-May-2022 10:00 AM,17-May-2022 11:30 AM,09-May-2022 10:00 AM,16-May-2022 05:00 PM,NA ,NA ,09-May-2022 10:00 AM,16-May-2022 05:00 PM,21-May-2022 11:00 AM,"73,400",No,fixed,,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,Padhar,Construction of Urla Nosa road Km 0/0 to 5/700 in G.P. Urla,"Formation cutting 5/7 mtr. wide from Km 4/600 to 5/495, construction of R.C.C. Hume pipe culvert at R.D. 4/750, 4/870, 4/965, 5/080 and 5/435 and unlined surface drain in Km 4/600 to 5/495) (Under SCSP)",As per bid documents ,NA ,"36,68,377",Civil Works - Roads,NA ,Tender,90.0,270.0,Urla,175012.0,NA ,NA ,NA ,Executive Engineer Mandi Divn.No.I HPPWD at Padhar,No ,No,AOC,1.0,282257.0,Anil Kumar,16-May-2022 02:46 PM,Rejected-Finance,L-4,03-Jun-2022 02:39 PM,Technical,summary,Jitender Kumar,18-May-2022 11:08 AM,technical_91273.pdf,1.0,281967.0,DEVENDER SINGH,INR,"2,934,701.58",Finance,fbosummary,Jitender Kumar,23-May-2022 12:43 PM,finance_91273.pdf,BOQ Comparative Chart,PWD,2022_PWD_60418_1,PW-MDI(P)Tender-NIT- 517-52 dated 21.04.2022,Construction of Urla Nosa road Km 0/0 to 5/700 in G.P. Urla,Er. J.K. Gupta,Internal,AE Padhar Divisional Accountant HDM Supdt.,Jitender Kumar,20-May-2022 04:01 PM,21-May-2022 11:00 AM,techsummary_91273.pdf (957.14 KB),Er. J.K. Gupta,Internal,AE Padhar HDM Divn. Accountant(P),Jitender Kumar,03-Jun-2022 02:39 PM,finsummary_91273.pdf (498.45 KB),15-Jun-2022,"INR 3,668,377",270.0,Jitender Kumar,15-Jun-2022 05:10 PM,AOCurla.PDF (347.00 KB),Award letter No. 2668-76,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money (Indicated in Schedule E),2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,281967.0,DEVENDER SINGH,12-May-2022 05:15 PM,Accepted-AOC,AOC,15-Jun-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (General Rule No.20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,282187.0,Jay Kumar,16-May-2022 02:34 PM,Rejected-Technical,Non-Responsive,20-May-2022 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration Document Refer HPPWD-6 16(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,282262.0,LABH SINGH CONTRACTOR,16-May-2022 03:03 PM,Rejected-Technical,Non-Responsive,20-May-2022 04:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Work done and work in hand certi.(Gen.Rule No.16 and 26.2.b)Mini amount of workdone as per Sched-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,282217.0,LEKH RAJ,16-May-2022 12:00 PM,Rejected-Finance,L-3,03-Jun-2022 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of machineries Indicated in Sch.F contractor must upload the proofof ownershipof machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,282128.0,PUSHAP RAJ,14-May-2022 11:06 AM,Rejected-Finance,L-5,03-Jun-2022 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,"HPPWD Form No.7/8 duly signed (General Rule and directions, Schedules A to F)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,282237.0,Rajender Pal,16-May-2022 12:56 PM,Rejected-Finance,L-6,03-Jun-2022 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding information furnished is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8.0,282185.0,Sohan lal,16-May-2022 02:32 PM,Rejected-Finance,L-2,03-Jun-2022 02:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
