Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
EXECUTIVE ENGINEER,RAJGARH DIVISION HPPWD RAJGARH,PWD,No.PW.RGH.Tender-2022-23-2006 dt. 07.05.22,2022_PWD_60462_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of balance work Govt. Degree College building at Rajgarh Distt. Sirmour H.P.(SH C/O PCC Breast Wall, Providing fixing M.S grills, collapsible door, c/O stage in hall, C/O PCC Retaining wall with wire mesh fencing along road and revolvi","Construction of balance work Govt. Degree College building at Rajgarh Distt. Sirmour H.P.(SH C/O PCC Breast Wall, Providing fixing M.S grills, collapsible door, c/O stage in hall, C/O PCC Retaining wall with wire mesh fencing along road and revolvi",Please refer Tender documents. ,NA ,"21,01,512",Civil Works,NA ,Tender,75.0,60.0,RAJGARH DIVISION HPPWD RAJGARH,173101.0,NA ,NA ,NA ,RAJGARH DIVISION HPPWD RAJGARH,No ,No,09-May-2022 05:00 PM,17-May-2022 11:00 AM,09-May-2022 05:00 PM,17-May-2022 10:30 AM,NA ,NA ,09-May-2022 05:00 PM,17-May-2022 10:30 AM,18-May-2022 04:30 PM,"39,500",No,fixed,,Nil,Nil,500.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER,1.0,ICICI BANK,AOC,1.0,282089.0,sachin chauhan,15-May-2022 12:15 PM,Rejected-Finance,L2,10-Jun-2022 12:46 PM,Technical,SUMMARY,Narender verma,18-May-2022 04:22 PM,technical_91344.pdf,Finance,SUMMARY,Narender verma,10-Jun-2022 12:37 PM,finance_91344.pdf,BOQ Comparative Chart,1.0,282068.0,Surender Thakur,INR,"1,824,709",PWD,2022_PWD_60462_2,No.PW.RGH.Tender-2022-23-2006 dt. 07.05.22,"Construction of balance work Govt. Degree College building at Rajgarh Distt. Sirmour H.P.(SH C/O PCC Breast Wall, Providing fixing M.S grills, collapsible door, c/O stage in hall, C/O PCC Retaining wall with wire mesh fencing along road and revolvi",Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Smt. Asha Devi DHD, Sh. Ghan ShyamSr.Asstt",Narender verma,18-May-2022 04:24 PM,18-May-2022 04:30 PM,techsummary_91344.pdf (1555.07 KB),Er. Narender Kumar Verma EE,Internal,"Er. D.S Kaundal AE Smt. Pushpa Devi Supdt. G-II, Smt. Asha Devi DHD, Sh. Ghan ShyamSr.Asstt.",Narender verma,10-Jun-2022 12:46 PM,finsummary_91344.pdf (760.68 KB),10-Jun-2022,"INR 2,101,512",60.0,Narender verma,10-Jun-2022 12:49 PM,AOC.pdf (1147.00 KB),work awarded to Sh. Surender thakur,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EARNEST MONEY,2.0,ICICI NEFT/RTGS,AOC,2.0,282068.0,Surender Thakur,15-May-2022 03:44 PM,Accepted-AOC,L1,10-Jun-2022 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,CONTRACTORS REGISTRATION- Refer General Rule,,,AOC,3.0,282245.0,Vikram Thakur,16-May-2022 01:22 PM,Rejected-Finance,L3,10-Jun-2022 12:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST REGISTRATION-Refer General Rule,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"THE CONTRACTOR IS REQUIRED TO STUDY GENERAL RULES an DIRECTIONS, CONDITIONS, CONTRACT CLAUSES Form-8",,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Permanent Account Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both Gazatted and non gazatted officer HPPWD employees related to him Gen.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking regarding uploaded documents are true and correct,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employees Provident Fund Number,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Any other information bidders like to provide.,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,LIST OF MACHINERY TOOL PLANT,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
