Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Bid Security,RE_RIDF-XXVII_Sorbhog_01 Construction of F/E along L/B of Beki from Basbari to Gobardhana under RIDF-XXVII of NABARD for the year 2021-22,RE_RIDF-XXVII_Sorbhog_01 Construction of F/E along L/B of Beki from Basbari to Gobardhana under RIDF-XXVII of NABARD for the year 2021-22,Please refer Tender documents. ,NA ,"6,73,83,000",Civil Works,NA ,Tender,180.0,365.0,Sorbhog,781003.0,"Development Branch, O/o the Chief Engineer (Roads) ","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003 ",05-Jan-2022 12:00 PM ,"O/o the Chief Engineer (Roads), PWRD, Assam",No ,No,"13,48,000",Yes,fixed,,"Chief Engineer, PWD (Roads), Assam",GUWAHATI,Public Works Roads Department,CEDEV/RIDFXXVII/210/2021-22/01,2021_PWD_23865_39,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,"Chief Engineer (Roads), PWRD, Assam","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003",29-Dec-2021 06:55 PM,19-Jan-2022 02:30 PM,29-Dec-2021 06:55 PM,19-Jan-2022 02:00 PM,29-Dec-2021 06:55 PM ,19-Jan-2022 02:00 PM ,07-Jan-2022 02:00 PM,19-Jan-2022 02:00 PM,14-Feb-2022 01:10 PM,"10,000","Empowered Officer, Assam State Road Board",GUWAHATI,No,AOC,1,130142,BHUPEN DAIMARY,18-Jan-2022 03:24 PM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,Public Works Roads Department,2021_PWD_23865_39,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Sorbhog_01 Construction of F/E along L/B of Beki from Basbari to Gobardhana under RIDF-XXVII of NABARD for the year 2021-22,Technical,Verified,MRIDUL TALUKDAR,14-Feb-2022 01:03 PM,technical_36676.pdf,"Chief Engineer, PWD, Roads, Assam, Chandmari, Ghy",Internal,,MRIDUL TALUKDAR,14-Feb-2022 01:05 PM,14-Feb-2022 01:10 PM,techsummary_36676.pdf (218.06 KB),1.0,129757.0,M/S Royal Smart Construction,INR,60644700.0,Finance,Financial Opened,MRIDUL TALUKDAR,14-Feb-2022 02:00 PM,,BOQ Comparative Chart,CE,Internal,,MRIDUL TALUKDAR,27-Jun-2022 03:35 PM,finsummary_36676.pdf (220.24 KB),27-Jun-2022,INR 6.06447E+7,365.0,MRIDUL TALUKDAR,27-Jun-2022 03:36 PM,scan0009.pdf (231.00 KB),AOC
,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,AOC,2,130108,Jagadish Choudhury,18-Jan-2022 01:20 PM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,AOC,3,130293,Jyotish Das,19-Jan-2022 07:53 AM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Standard Bidding Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,AOC,4,130209,KANAKESH DAS,18-Jan-2022 11:09 PM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill Of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,129862,LAJIK BRAHMA,18-Jan-2022 11:05 AM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form Of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,129523,M/S R.K Construction,12-Jan-2022 04:58 PM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,129757,M/S Royal Smart Construction,19-Jan-2022 01:54 PM,Accepted-AOC,Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,130072,m/s s s d construction,18-Jan-2022 06:25 PM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,130393,M/s. Tectonicsco,19-Jan-2022 01:17 PM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,130270,Nayanjyoti Talukdar,18-Jan-2022 11:27 PM,Rejected-AOC,Not Awarded,27-Jun-2022 03:36 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
