Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
22-Jun-2022,"INR 507,777",90.0,Kishan Lal Chaudhary,22-Jun-2022 02:49 PM,aoc.pdf (799.00 KB),AOC,Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,09-Nov-2021 11:53 AM,finsummary_79205.pdf (413.39 KB),Er. K. L. Chaudhary,Internal,"Sh. Sanjeet Sinha DAO, Sh. Sanjeev Goel Supdt. Gr.II, Smt. Usha Aggarwal HDM",Kishan Lal Chaudhary,23-Oct-2021 10:42 AM,23-Oct-2021 02:30 PM,techsummary_79205.pdf (739.06 KB),PWD,2021_PWD_52950_3,tender/6183-6230 dated 28.09.2021,Construction of link road Bias Irrigation Canal to Bias Bhood km. 0/0 to 1/600(SH-C/O 900mm.dia hume pipe culvert in double lane at RD.0/390) Under MMGSY.,Technical,Bid Opening Summary,Kishan Lal Chaudhary,22-Oct-2021 11:11 AM,technical_79205.pdf,1.0,240619.0,Bali Ram,16-Oct-2021 02:42 PM,Rejected-Finance,L3,09-Nov-2021 11:52 AM,Finance,Fin Bid Opening Summary,Kishan Lal Chaudhary,09-Nov-2021 11:23 AM,finance_79205.pdf,BOQ Comparative Chart,1.0,240710.0,IQUBAL,INR,"456,999",AOC,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),Construction of link road Bias Irrigation Canal to Bias Bhood km. 0/0 to 1/600(SH-C/O 900mm.dia hume pipe culvert in double lane at RD.0/390) Under MMGSY.,Construction of link road Bias Irrigation Canal to Bias Bhood km. 0/0 to 1/600(SH-C/O 900mm.dia hume pipe culvert in double lane at RD.0/390) Under MMGSY.,Please refer tender document ,NA ,"5,07,777",Civil Works - Roads,NA ,Tender,75.0,90.0,Paonta Sahib,173025.0,NA ,NA ,NA ,Paonta Sahib,No ,No,1.0,ICICI BANK,"10,200",No,fixed,,Nil,Nil,09-Oct-2021 04:30 PM,18-Oct-2021 11:00 AM,09-Oct-2021 05:00 PM,18-Oct-2021 10:30 AM,NA ,NA ,09-Oct-2021 05:00 PM,18-Oct-2021 10:30 AM,23-Oct-2021 02:30 PM,PWD,tender/6183-6230 dated 28.09.2021,2021_PWD_52950_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender- indicated in schedule E at Sr. No. (ii),350.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,240721.0,FAREED HASHMI,17-Oct-2021 09:39 PM,Rejected-Finance,L2,09-Nov-2021 11:52 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money-indicated in schedule f at sr. No. (I),,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,240710.0,IQUBAL,18-Oct-2021 09:24 AM,Accepted-AOC,work completed,22-Jun-2022 02:49 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration- refer general rule sr. No 24.3,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,240690.0,JAVED KHAN,17-Oct-2021 05:50 PM,Rejected-Finance,L4,09-Nov-2021 11:52 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration(Refer General Rule No.24.4)and Permanent account number,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,240732.0,SUKHVINDER SINGH,18-Oct-2021 09:58 AM,Rejected-Finance,L2,09-Nov-2021 11:52 AM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No 28.1,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18( i.e. R.C,purchase bills,ownership/Affidavit etc",,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,If contractor has not his own machinery and takes it on hire basis then an affidavit is required fr,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EPF,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him(General Rule Sr.No.12),,,,,AOC
