Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Stage
Director,Internal,,Gautam Kalita,15-Jun-2022 04:18 PM,finsummary_37664.pdf (1873.67 KB),Soil Conservation Department,2022_SCD_24493_5,Tender/NIT/2021-22/5070 Date-25.02.2022,"River Training Project at Kathaldia Part-III, RIDF- XXVII",1,142562,Abdul Lais Ahmed,17-Mar-2022 12:20 PM,Rejected-AOC,Not Awarded,15-Jun-2022 04:20 PM,1.0,142591.0,Manjit Patgiri,INR,4070400.0,Finance,Financial Bid opened,Chandan Jyoti Saikia,06-Apr-2022 12:56 PM,,BOQ Comparative Chart,15-Jun-2022,INR 4070400.0,90.0,Gautam Kalita,15-Jun-2022 04:20 PM,MANJIT_PATGIRI_BARPETA.pdf (912.00 KB),H C Roy,Internal,"C J Saikia,M Chutia,R N Das,S K Dora,K K Mandal",Gautam Kalita,06-Apr-2022 12:29 PM,06-Apr-2022 12:30 PM,techsummary_37664.pdf (1918.24 KB),Technical,Technical Bid has opened,HEMEN CHANDRA ROY,17-Mar-2022 06:00 PM,,AOC,"96,000",Yes,percentage,2.0%,Nil,Nil,26-Feb-2022 10:00 AM,17-Mar-2022 03:00 PM,26-Feb-2022 10:00 AM,17-Mar-2022 02:00 PM,NA ,NA ,26-Feb-2022 01:00 PM,17-Mar-2022 02:00 PM,06-Apr-2022 12:30 PM,1.0,SBI Bank,1.0,Fee/PreQual/Technical,.pdf,Technical Qualification Documents,Soil Conservation Department,Tender/NIT/2021-22/5070 Date-25.02.2022,2022_SCD_24493_5,Yes,Open Tender,Works,Works,2.0,No,No,Online,No,No,No,"1,000",Nil,Nil,No,"River Training Project at Kathaldia Part-III, RIDF- XXVII","River Training Project at Kathaldia Part-III, RIDF- XXVII",Please refer Tender documents. ,NA ,"48,00,000",Civil Works,NA ,Tender,180.0,90.0,Barpeta,781005.0,NA ,NA ,NA ,"Directorate of Soil Conservation Deptt., Assam",No ,No,"Director Soil Conservation Deptt., Assam","Directorate of Soil Conservation Deptt., Assam, R.G.B Road, Guwahati-05.",AOC
,,,,,,,,,,2,140605,BHUPEN DAIMARY,16-Mar-2022 08:28 PM,Rejected-AOC,Not Awarded,15-Jun-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,.pdf,Bidding Document with seal and sign of the bidder in each page,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,3,140882,Jibon kishore Ray,17-Mar-2022 12:28 PM,Rejected-AOC,Not Awarded,15-Jun-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,4,142645,LAILA KHAIRUN NEHAR SHEIKH,17-Mar-2022 01:19 PM,Rejected-Technical,No works completion certificate,06-Apr-2022 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,5,142591,Manjit Patgiri,17-Mar-2022 01:14 PM,Accepted-AOC,Awarded,15-Jun-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,6,141513,Md. Chan Ali,16-Mar-2022 08:26 PM,Rejected-Technical,No sign on bank authority letter,06-Apr-2022 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,7,142026,MD. FAIZUDDIN AHMED,16-Mar-2022 03:42 PM,Rejected-Technical,Less annual turnover,06-Apr-2022 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,8,137427,RANJAN DAS,15-Mar-2022 01:04 PM,Rejected-AOC,Not Awarded,15-Jun-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,9,142408,SHOBHA RANJAN PAUL,17-Mar-2022 12:26 PM,Rejected-Technical,Less annual turnover,06-Apr-2022 12:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,10,142211,Solim Uddin Sheikh,16-Mar-2022 09:29 PM,Rejected-AOC,Not Awarded,15-Jun-2022 04:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
