Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Name,Address,S.No.2,Category,Sub Category,Sub Category Description,Format/File,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,PW-SNR-CB-E-Ten/Giriraj- 1914-24 dt.22.4.22,2022_PWD_59895_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Both(Online/Offline),No,No,No,500.0,EE Sundernagar,Sundernagar,No,1.0,Corrigendun regarding change of unit,Other,,1.0,ICICI BANK,Executive Engineer,O/O Executive Engineer HPPWD Division Sunder Nagar,1.0,Certificate Details ,Permanent Account Number ,Permanent Account Number Details ,,A/R and M/O NH-21 New NH-154 Chandigarh Mandi Manali road KM 156/750 to 165/300,SH Construction of U shape drain in various reaches in Km 156/750 to 165/300,As per bid document ,NA ,,Civil Works,NA ,Tender,75.0,90.0,In Sundernagar Division,175018.0,NA ,NA ,NA ,O/O Executive Engineer HPPWD Division Sunder Nagar,No ,No,"36,200",No,fixed,,EE Sundernagar,Sundernagar,1.0,Fee/PreQual/Technical,.pdf,Cost of tender indicated in schedule E,26-Apr-2022 09:00 AM,02-May-2022 11:30 AM,26-Apr-2022 09:00 AM,02-May-2022 10:00 AM,NA ,NA ,26-Apr-2022 09:00 AM,02-May-2022 10:00 AM,11-May-2022 11:30 AM,AOC,1.0,279915.0,Nikhil Thakur,INR,"1,286,087",Finance,FBOS,Chaman Singh,13-May-2022 05:12 PM,finance_90576.pdf,BOQ Comparative Chart,1.0,279937.0,ANKUSH VERMA,29-Apr-2022 09:39 PM,Rejected-Finance,Not found lowest,17-Jun-2022 12:59 PM,Technical,BOS,Chaman Singh,04-May-2022 09:59 AM,technical_90576.pdf,PWD,2022_PWD_59895_1,PW-SNR-CB-E-Ten/Giriraj- 1914-24 dt.22.4.22,A/R and M/O NH-21 New NH-154 Chandigarh Mandi Manali road KM 156/750 to 165/300,Er. D.R. Chauhan Executive Engineer,Internal,Sh. Hitesh Sharma AE Dehar Sh. Dinesh Sharma HDM Sh. Rattan Lal Supdt. Accounts,Chaman Singh,10-May-2022 12:54 PM,11-May-2022 11:30 AM,techsummary_90576.pdf (661.38 KB),Er. D.R. Chauhan Executive Engineer,Internal,A.E. Dehar Divisional Accounts Officer Gr-I HDM Supdt. Gr-II Accounts,Chaman Singh,17-Jun-2022 12:59 PM,finsummary_90576.pdf (893.25 KB),17-Jun-2022,"INR 1,286,087",90.0,Chaman Singh,17-Jun-2022 01:15 PM,AOCNHDrain.pdf (893.00 KB),AOC issued to the L-1.,AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,Miscellaneous ,Existing Work Order Commitment ,Ongoing Work Order Details with percentage of work completed ,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The earnest money indicated in schedule E,,,,,,,,,,AOC,,,,,,,,,,,,2.0,279915.0,Nikhil Thakur,29-Apr-2022 05:53 PM,Accepted-AOC,Being lowest and responsive.,17-Jun-2022 01:15 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors registration refer general rules No.23,,,,,,,,,,AOC,,,,,,,,,,,,3.0,279912.0,suresh kumar,29-Apr-2022 05:16 PM,Rejected-Finance,Not found lowest,17-Jun-2022 12:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST registration alongwith latest uploaded return as per general rules No. 21,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of work done / in hand / Bidding Capacity as per general rules No. 16 and 26.,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Latest ITR Return,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of machinery, tool, plant alongwith documentary proof refer schedule F with reference to clause",,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No. 7/8 prefer General Rules No. 26.7,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non-gazetted HPPWD Employees related to him General Rule No. 16,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
