Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
"5,900",Nil,Nil,No,"1,20,000",No,fixed,,Nil,Nil,HP SIDC Limited,Job No. 8,2022_SIDC_59220_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of link road from Abadi Loharan towards Ravi Kumar, Jivan Kumar and Matri Stone Crusher Gram Panchayat Lower Basal Distt. Una(HP).","Construction of link road from Abadi Loharan towards Ravi Kumar, Jivan Kumar and Matri Stone Crusher Gram Panchayat Lower Basal Distt. Una(HP).",Please refer Tender documents. ,NA ,"87,55,510",Civil Works - Roads,NA ,Tender,120.0,90.0,Una,174303.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),1.0,ICICI BANK,08-Apr-2022 11:00 AM,19-Apr-2022 11:00 AM,08-Apr-2022 11:00 AM,18-Apr-2022 05:00 PM,NA ,NA ,08-Apr-2022 11:00 AM,18-Apr-2022 05:00 PM,07-May-2022 11:00 AM,Executive Engineer,HPSIDC Shimla,AOC,07-Jun-2022,"INR 8,524,595",90.0,Sushant Singh Negi,21-Jun-2022 03:32 PM,ashleshaoc.pdf (1650.00 KB),Award letter,1.0,278033.0,Ashlesh,INR,"8,524,595",SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,09-May-2022 01:29 PM,finsummary_89657.pdf (34.11 KB),HP SIDC Limited,2022_SIDC_59220_1,Job No. 8,"Construction of link road from Abadi Loharan towards Ravi Kumar, Jivan Kumar and Matri Stone Crusher Gram Panchayat Lower Basal Distt. Una(HP).",Finance,Financial summary,Sushant Singh Negi,09-May-2022 01:16 PM,None,BOQ Comparative Chart,Technical,Technical summary,BHUP SINGH,06-May-2022 03:26 PM,technical_89657.pdf,SE,Internal,"DM, Manager(F), EE(HQ)",BHUP SINGH,06-May-2022 03:29 PM,07-May-2022 11:00 AM,techsummary_89657.pdf (541.18 KB),1.0,277503.0,Amrik Singh,16-Apr-2022 04:58 PM,Rejected-Finance,Fifth lowest bidder,09-May-2022 01:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,278033.0,Ashlesh,18-Apr-2022 11:40 AM,Accepted-AOC,AOC,21-Jun-2022 03:32 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,277810.0,Balbir Singh Govt Contractor,18-Apr-2022 11:01 AM,Rejected-Finance,Fourth lowest bidder,09-May-2022 01:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,278281.0,Maynak Sharma,18-Apr-2022 04:59 PM,Rejected-Technical,Not qualified in the bid capacity,06-May-2022 03:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,278156.0,Mukesh Kumar,18-Apr-2022 12:15 PM,Rejected-Finance,Third lowest bidder,09-May-2022 01:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,277895.0,shubham govt.contractor,18-Apr-2022 02:58 PM,Rejected-Finance,Second lowest bidder,09-May-2022 01:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,277352.0,Tilak Raj Govt Contractor,18-Apr-2022 02:22 PM,Rejected-Technical,The similar type of work done of minimum amount not less than 40 percent of estimated cost in last five years has not submitted as per condition of tender.,06-May-2022 03:29 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of existing commitments / ongoing work in hand,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Details of machineries equipments/ skilled engineers/ technical staff,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial Turnover (last five years with breakup),,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor working program,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
