S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,PWD,No.PWC-WA- 5430-529 dated 30.7.2021,2021_PWD_51005_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender from in shape of Demand draft,350.0,Nil,Nil,No,"Improvement of Blackspots on Parel Kohlari road Km. 0/0 to 12/500 P/F crash barrier in Km. 1/460-480, 3/320-350, 4/300-332, 5/230-278, 5/520-550, 5/820-862 and 7/10-150)","Improvement of Blackspots on Parel Kohlari road Km. 0/0 to 12/500 P/F crash barrier in Km. 1/460-480, 3/320-350, 4/300-332, 5/230-278, 5/520-550, 5/820-862 and 7/10-150)",Please refer Tender documents. ,NA ,"4,62,577",Civil Works,NA ,Tender,75.0,30.0,chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,"9,250",No,fixed,,Nil,Nil,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,09-Aug-2021 06:00 PM,18-Aug-2021 11:30 AM,09-Aug-2021 06:00 PM,17-Aug-2021 05:00 PM,NA ,NA ,09-Aug-2021 06:00 PM,17-Aug-2021 05:00 PM,01-Sep-2021 11:30 AM,AOC,EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,28-Aug-2021 07:19 PM,01-Sep-2021 11:30 AM,techsummary_76255.pdf (269.75 KB),PWD,2021_PWD_51005_1,No.PWC-WA- 5430-529 dated 30.7.2021,"Improvement of Blackspots on Parel Kohlari road Km. 0/0 to 12/500 P/F crash barrier in Km. 1/460-480, 3/320-350, 4/300-332, 5/230-278, 5/520-550, 5/820-862 and 7/10-150)",29-Jun-2022,"INR 462,577",30.0,Jeet Singh Thakur,29-Jun-2022 05:47 PM,11229-35.pdf (377.00 KB),"Improvement of Blackspots on Parel Kohlari road Km. 0/0 to 12/500 P/F crash barrier in Km. 1/460-480, 3/320-350, 4/300-332, 5/230-278, 5/520-550, 5/820-862 and 7/10-150)",EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,20-Nov-2021 06:40 PM,finsummary_76255.pdf (141.63 KB),1.0,229410.0,BABITA DEVI GOVT CONTRACTOR,16-Aug-2021 04:48 PM,Rejected-Finance,3rd lowest,20-Nov-2021 06:40 PM,Technical,BOS,Jeet Singh Thakur,28-Aug-2021 07:16 PM,technical_76255.pdf,Finance,BOS,Jeet Singh Thakur,20-Nov-2021 06:35 PM,finance_76255.pdf,BOQ Comparative Chart,1.0,230226.0,ubed ali shah,INR,"786,714",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.pdf,Earnest Money in shape of FDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,230489.0,Bhawinder Singh,17-Aug-2021 02:42 PM,Rejected-Finance,4th lowest,20-Nov-2021 06:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule No.24.3 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,229885.0,Darshan Kumar,14-Aug-2021 06:48 PM,Rejected-Finance,5th lowest,20-Nov-2021 06:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Copy of G.S.T. No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,229887.0,DEEPAK KUMAR,14-Aug-2021 06:44 PM,Rejected-Finance,6th lowest,20-Nov-2021 06:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,229891.0,Kartik Thakur,13-Aug-2021 09:45 PM,Rejected-Finance,2nd lowest,20-Nov-2021 06:40 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,"Form HPPWD 7/8 ,duly signed by the contractor",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,230226.0,ubed ali shah,16-Aug-2021 06:08 PM,Accepted-AOC,work completed by the contractor and Earnest may be released,29-Jun-2022 05:47 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,An affidavit/undertaking that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Detail of ongoing work/work in hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Detail of machinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Crash barrier should be as per IS 1367 and IS 1364 as per MoRTH clause 810 documentary proof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
