Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Instrument Type,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000","Empowered Officer, Assam State Road Board",GUWAHATI,No,1.0,Fee/PreQual/Technical,.pdf,Bid Security,RE_RIDF-XXVII_Dharmapur_01 Construction of Road cum Embankment M/E along R/B Nadla Drainage Channel from Railway line to its outfall at river Buradiya under RIDF-XXVII of NABARD for the year 2021-22,RE_RIDF-XXVII_Dharmapur_01 Construction of Road cum Embankment M/E along R/B Nadla Drainage Channel from Railway line to its outfall at river Buradiya under RIDF-XXVII of NABARD for the year 2021-22,Please refer Tender documents. ,NA ,"11,65,01,100",Civil Works,NA ,Tender,180.0,540.0,Dharmapur,781003.0,"Development Branch, O/o the Chief Engineer (Roads) ","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003 ",05-Jan-2022 12:00 PM ,"O/o the Chief Engineer (Roads), PWRD, Assam",No ,No,1.0,DD - Demand Draft,"23,30,000",Yes,fixed,,"Chief Engineer, PWD (Roads), Assam",GUWAHATI,29-Dec-2021 02:00 PM,19-Jan-2022 02:30 PM,29-Dec-2021 02:00 PM,19-Jan-2022 02:00 PM,29-Dec-2021 02:00 PM ,19-Jan-2022 02:00 PM ,07-Jan-2022 02:00 PM,19-Jan-2022 02:00 PM,15-Feb-2022 05:35 PM,Public Works Roads Department,CEDEV/RIDFXXVII/210/2021-22/01,2021_PWD_23865_7,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"Chief Engineer (Roads), PWRD, Assam","O/o the Chief Engineer (Roads), PWRD, Assam, Chandmari, Guwahati, 781003",AOC,Public Works Roads Department,2021_PWD_23865_7,CEDEV/RIDFXXVII/210/2021-22/01,RE_RIDF-XXVII_Dharmapur_01 Construction of Road cum Embankment M/E along R/B Nadla Drainage Channel from Railway line to its outfall at river Buradiya under RIDF-XXVII of NABARD for the year 2021-22,Finance,Financial Opened,MRIDUL TALUKDAR,15-Feb-2022 05:54 PM,,BOQ Comparative Chart,1,130272,ABANI KUMAR DEKA,18-Jan-2022 11:27 PM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,"Chief Engineer, PWD, Roads, Assam, Chandmari, Ghy",Internal,,BHABANANDA DEKA,15-Feb-2022 05:34 PM,15-Feb-2022 05:35 PM,techsummary_36608.pdf (219.65 KB),27-Jun-2022,INR 1.0485099E+8,540.0,MRIDUL TALUKDAR,27-Jun-2022 12:22 PM,scan0001.pdf (226.00 KB),Technical,Verified,BHABANANDA DEKA,15-Feb-2022 05:30 PM,technical_36608.pdf,CE,Internal,,MRIDUL TALUKDAR,29-Mar-2022 04:46 PM,finsummary_36608.pdf (398.36 KB),1.0,130211.0,Dhaneswar Kalita,INR,104850990.0,AOC
,,,,,,.pdf,Cost of Tender Document,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,2,130287,ANUPAM NIRMAN PVT. LTD.,19-Jan-2022 09:52 AM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Technical Qualification Details,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,3,130211,Dhaneswar Kalita,18-Jan-2022 07:29 PM,Accepted-AOC,Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Standard Bidding Document,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,4,129887,Dilip Kumar Barman,19-Jan-2022 11:34 AM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,2.0,Finance,.xls,Bill Of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,5,130308,Jayanti Contractors and Engineers Ltd.,19-Jan-2022 12:54 PM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,.pdf,Form Of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,6,130262,JOGESH DAS,18-Jan-2022 10:43 PM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,7,130383,M/S DHANSIRI ASSOCIATES,19-Jan-2022 12:53 PM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,8,130126,M/S R.B. Associates,18-Jan-2022 07:08 PM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,9,130369,M/S SUNRISE ENTERPRISE,19-Jan-2022 12:54 PM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,10,130275,M/S Trinayan Associates,18-Jan-2022 11:50 PM,Rejected-AOC,Not Awarded,27-Jun-2022 12:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
