S.No,Category,Sub Category,Sub Category Description,Format/File,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
1.0,Certificate Details ,Affidavit regarding correctness of bid ,Required in tender document in bidder file 1 ,,1.0,Fee/PreQual/Technical,.pdf,COST OF TENDER FORM,04-Mar-2022 05:10 PM,10-Mar-2022 11:00 AM,04-Mar-2022 05:10 PM,09-Mar-2022 06:00 PM,NA ,NA ,04-Mar-2022 05:10 PM,09-Mar-2022 06:00 PM,14-Mar-2022 06:00 PM,Executive Engineer B and R Divn HPPWD Rohru,Executive Engineer B and R Divn HPPWD Rohru,C/O Machoti Chhapoti Kui road km 0/0 to 9/0,(SH- C/O R/wall at RD 4/030 to 4/063),Please refer Tender documents. ,NA ,"9,57,665",Civil Works - Roads,NA ,Tender,45.0,60.0,ROHRU,171207.0,NA ,NA ,NA ,Executive Engineer B and R Divn HPPWD Rohru,No ,No,1.0,ICICI BANK,500.0,Nil,Nil,No,PWD,PW-RD-GA-T-15060-79DT4-2-22,2022_PWD_57460_19,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"19,200",No,fixed,,Nil,Nil,AOC,Finance,Bid Opening Summary,Duni Chand Chauhan,14-Mar-2022 06:57 PM,finance_86754.pdf,BOQ Comparative Chart,PAWAN KUMAR,Internal,AE TO EE,Pawan Kumar Garg,14-Mar-2022 05:57 PM,14-Mar-2022 06:00 PM,techsummary_86754.pdf (394.90 KB),Technical,Bid Opening Summary,Pawan Kumar Garg,14-Mar-2022 05:38 PM,technical_86754.pdf,1.0,268586.0,Ravi Rawat,09-Mar-2022 12:11 PM,Rejected-Finance,TENDER AWARDED TO FIRST LOWEST,25-Apr-2022 04:53 PM,25-Jun-2022,"INR 978,289",60.0,Pawan Kumar Garg,25-Jun-2022 01:03 PM,20220528102407_010.pdf (41.00 KB),C/O Machoti Chhapoti Kui road km 0/0 to 9/0,1.0,268584.0,Sunil Kumar Dhanda,INR,"978,289",PAWAN KUMAR,Internal,AE TO EE,Duni Chand Chauhan,25-Apr-2022 04:53 PM,finsummary_86754.pdf (75.80 KB),PWD,2022_PWD_57460_19,PW-RD-GA-T-15060-79DT4-2-22,C/O Machoti Chhapoti Kui road km 0/0 to 9/0,AOC
,,,,,,,.pdf,EARNEST MONEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,268584.0,Sunil Kumar Dhanda,09-Mar-2022 11:23 AM,Accepted-AOC,WORK COMPETED,25-Jun-2022 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,CONTRACTOR REGISTRATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,PAN NUMBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,EPF NUMBER GST NUMBER AND IMCOME TAX CALEARANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,WORK DONE CERTIFICATES AS PER CLAUSE 19 OF GENERAL RULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,MACHINARY AND TOOLS DETAILS AS GIVEN IN SCHEDULE F FOR CLAUSE 18 OF GENERAL RULE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,AFFIDAVIT REGARDING GAZETTE NONGAZET CORRECTNESS OF INFORMATION SUBMITTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,Form 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,.pdf,The work Done statements should be coantersigned by the Engineer in charge not below the rank of EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
