S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,253839.0,National India Construction Co.,INR,"186,077,200","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2021_HPIPH_55127_1,THL-KNG05-729 (15562-627 dated 28.12.2021),"Providing Gharoon Multi village piped WSS for part of Bhawarna Sullah Block under JJM Augmentation of 7 Nos LWSS in Sullah Constituency ,LWSS Lahru Bhanwar, Thana Bhanwar, LWSS Barsola Lahru LWSSS Kiarwan , LWSS Sunpur lahru ,LWSS Duhak Dhaniyar",Executive Engineer JSV Division Thural,Internal,"TenderAsstt.Supdtt.HDM,DAO,AEtoEE",Anil Kumar,05-Feb-2022 04:08 PM,finsummary_82656.pdf (73.89 KB),1.0,253839.0,National India Construction Co.,08-Jan-2022 02:10 PM,Accepted-AOC,accept,09-Jun-2022 11:09 AM,Chief Engineer JSV (DZ) Dharamshala,External,"Assistant Controller(FA) O/O C.E.(JSV) D/Zone,Dharamshala,AE(D)O/O C.E.(JSV) D/Zone,Dharamshala,EE (D) O/O C.E.(JSV) D/Zone,Dharamshala,EE JSV Division Thural,SEJSV Circle Dharamshala,SE(D)O/O C.E.(JS",Anil Kumar,05-Feb-2022 03:40 PM,05-Feb-2022 03:45 PM,techsummary_82656.pdf (2292.74 KB),01-Jun-2022,"INR 186,077,200",548.0,Anil Kumar,09-Jun-2022 11:09 AM,AOC.pdf (57.00 KB),"M/S National India Construction Co. Simbal Chowk, Jalandhar by Pass Road, Pathankot (PB).",Technical,3 nos contractor/Firm documents downloaded sucessfully and found eligible by technical committee,Anil Kumar,05-Feb-2022 03:33 PM,technical_82656.pdf,Finance,BOQ downloaded sucessfully summary attached,Anil Kumar,05-Feb-2022 04:03 PM,None,BOQ Comparative Chart,AOC,1.0,Fee/PreQual/Technical,.pdf,"The Bid security in favour of Executive Engineer, Jal Shakti Division Thural, as per NIT","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 (15562-627 dated 28.12.2021),2021_HPIPH_55127_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Providing Gharoon Multi village piped WSS for part of Bhawarna Sullah Block under JJM Augmentation of 7 Nos LWSS in Sullah Constituency ,LWSS Lahru Bhanwar, Thana Bhanwar, LWSS Barsola Lahru LWSSS Kiarwan , LWSS Sunpur lahru ,LWSS Duhak Dhaniyar","Providing Gharoon Multi village piped WSS for part of Bhawarna Sullah Block under JJM Augmentation of 7 Nos LWSS in Sullah Constituency ,LWSS Lahru Bhanwar, Thana Bhanwar, LWSS Barsola Lahru LWSSS Kiarwan , LWSS Sunpur lahru ,LWSS Duhak Dhaniyar",Please refer Tender documents. ,NA ,"17,11,42,415",Civil Works - Water Works,NA ,Tender,120.0,548.0,Providing Gharoon Multi village piped WSS for par,176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,"2,500",EE JSV Division Thural,EE JSV Division Thural,No,28-Dec-2021 05:00 PM,10-Jan-2022 11:20 AM,28-Dec-2021 05:00 PM,10-Jan-2022 11:00 AM,NA ,NA ,28-Dec-2021 05:00 PM,10-Jan-2022 11:00 AM,05-Feb-2022 03:45 PM,1.0,ICICI BANK,"17,11,425",No,fixed,,EE JSV Division Thural,EE JSV Division Thural,AOC
,,,,,,,,,,,,,,,2.0,254402.0,S.k.sharma contractor and engineer,08-Jan-2022 06:09 PM,Rejected-AOC,accept,09-Jun-2022 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,The cost of bid form as shown above shall be submitted online mode (e-payment) as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
,,,,,,,,,,,,,,,3.0,254569.0,Unipro Techno Infrastructure Pvt Ltd,08-Jan-2022 03:52 PM,Rejected-AOC,accept,09-Jun-2022 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of Certificate of registration with Jal Shakti Vibhag or any other state/central as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of Certificate of EPF registration. If not registered then the successful as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Annual Turnover of last three years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Bid Form as per Chapter IV of Form 12 duly accepted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Work done, Experience Certificates as per Pre-qualification criteria, Financial qualification ,Simil",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"PAN ,GST registration,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Value of Civil Engineering works executed during the last five years updated to as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
