S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1,155766,Kamrup Enterprise,10-Aug-2022 12:24 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Aug-2022 03:46 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,2022_PWBNH_26500_1,SE/BII_auction_scrape material_MMCH_Kalapahar,SE/BII_auction_scrape material_MMCH_Kalapahar,AOC,1.0,SBI Bank,30-Jul-2022 12:00 PM,11-Aug-2022 11:30 AM,30-Jul-2022 12:00 PM,10-Aug-2022 02:00 PM,NA ,NA ,30-Jul-2022 12:00 PM,10-Aug-2022 02:00 PM,16-Aug-2022 11:00 AM,"1,000",Nil,Nil,No,"1,09,582",Yes,percentage,2.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Online receipt of Tender Processig Fee and EMD,SE/BII_auction_scrape material_MMCH_Kalapahar,Auction for the materials (scrape/serviceable/unserviceable) recovered after dismantling of old structure TB Hospital at Kalapahar and MMCH at Panbazar for Const. of New Medical College centering MMCH and Kalapahar with 800 Bedded Hospital at MMCH,Please refer Tender documents. ,NA ,"54,79,100",Civil Works - Building,NA ,Tender,180.0,30.0,MMCH and Kalapahar,781001.0,"O/o the SE, PWD Guwahati Building Circle-II Ghy-3 ","O/o the SE, PWD Guwahati Building Circle-II Ghy-3 ",01-Aug-2022 12:00 PM ,"O/o the SE, PWD Guwahati Building Circle-II Ghy-3",No ,No,"SE, PWD Guwahati Building Circle-II Ghy-3","O/o the SE, PWD Guwahati Building Circle-II Ghy-3",Public Works Building and NH Department||Chief Engineer-Building - PWBNH||SE-Guwahati Circle-2 - PWBNH,SE/BII_auction_scrape material_MMCH_Kalapahar,2022_PWBNH_26500_1,Yes,Open Tender,Item Wise,Works,2.0,No,No,Online,No,No,No,AOC
2,155754,MAA ENTERPRISE,10-Aug-2022 11:51 AM,Rejected-AOC,Unsuccessful bidder,26-Aug-2022 12:33 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Terms of Reference for auction tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
3,155724,M/S D. D. TRADING CONCERN,10-Aug-2022 01:41 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Aug-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Technical Qualification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
4,155528,M/S JUPITER SYNDICATE,10-Aug-2022 10:59 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Aug-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
5,155658,M/S MAA ENTERPRISE,10-Aug-2022 10:47 AM,Accepted-AOC,Successful bidder Accepted price deposited with addl. security,26-Aug-2022 12:33 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form of bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
6,155523,M/S MAYA ENTERPRISE,10-Aug-2022 01:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Aug-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
7,155009,MS MEHEK & ASSOCIATES,10-Aug-2022 01:48 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Aug-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
8,155684,M/s Sai Trade and Commerce,10-Aug-2022 01:43 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Aug-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
9,155776,OM TRADE CENTRE,10-Aug-2022 12:17 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,11-Aug-2022 03:46 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
10,155734,R.J. Enterprise,10-Aug-2022 01:58 PM,Rejected-Technical,Technically not qualified,12-Aug-2022 06:48 PM,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
