Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Cost of Tender Form with UTR No (as per Schedule F),"2,99,700",No,fixed,,Nil,Nil,Improvement /widening of MRR via Lakkar Bazar road km. 147/825 to 153/075,"C/O B/wall at RD. 149/00 to 149/015, cutting from RD. 151/150 to 151/315, C/O R/wall RD. 151/585 to 151/630, C/O R/wall Rd. 151/810 to 151/820 i/c Railing , C/O B/wall 152/075 to 152/120, R/wall 152/380 to 152/392 i/c Railing C/O R/wall 152/510 to 1",As per SBD ,NA ,,Civil Works,NA ,Tender,75.0,180.0,Shimla,171003.0,NA ,NA ,NA ,Executive Engineer Division No-IHPPWD Shimla-3,No ,No,PWD,SD-I-CTR-Tender-2021-22- 139 dt 07-04-2022,2022_PWD_59408_6,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,12-Apr-2022 11:00 AM,19-Apr-2022 11:00 AM,12-Apr-2022 11:00 AM,18-Apr-2022 04:00 PM,NA ,NA ,12-Apr-2022 11:00 AM,18-Apr-2022 04:00 PM,23-Apr-2022 03:00 PM,"5,000",Nil,Nil,No,Executive Engineer Division No-IHPPWD Shimla-3,Executive Engineer Division No-IHPPWD Shimla-3,1.0,ICICI BANK,AOC,ErSudhirGupta,Internal,ShYeshwantDMShManojKumarSupdtShSureshchandsrAssist,Sudhir Kumar Gupta,23-Apr-2022 09:38 AM,23-Apr-2022 03:00 PM,techsummary_89975.pdf (1377.92 KB),PWD,2022_PWD_59408_6,SD-I-CTR-Tender-2021-22- 139 dt 07-04-2022,Improvement /widening of MRR via Lakkar Bazar road km. 147/825 to 153/075,05-Aug-2022,"INR 14,980,591",180.0,Sudhir Kumar Gupta,05-Aug-2022 11:59 AM,AOC59408_6.pdf (89.00 KB),AOC,ErSudhirGupta,Internal,ShYeshwantDMShManojKumarSupdtShSureshchandsrAssist,Sudhir Kumar Gupta,25-Apr-2022 12:59 PM,finsummary_89975.pdf (688.79 KB),Finance,Bid opening summary,Sudhir Kumar Gupta,25-Apr-2022 12:57 PM,finance_89975.pdf,BOQ Comparative Chart,1.0,277461.0,Rajinder Sharma,INR,"12,492,197",1.0,277831.0,KAPIL DAV,16-Apr-2022 05:22 PM,Rejected-Technical,no,23-Apr-2022 09:38 AM,Technical,Bid opening summary,Sudhir Kumar Gupta,20-Apr-2022 01:56 PM,technical_89975.pdf,AOC
,,.pdf,EMD with UTR No (As per schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,278253.0,narender singh chauhan,18-Apr-2022 03:42 PM,Rejected-Technical,no,23-Apr-2022 09:38 AM,,,,,,AOC
,,.pdf,Contractor registration (Refer General rule No.23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,277811.0,RAJESH SHARMA,18-Apr-2022 11:44 AM,Rejected-Finance,2nd Lowest,25-Apr-2022 12:59 PM,,,,,,AOC
,,.pdf,GST registration (Refer General rule No.18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,277461.0,Rajinder Sharma,13-Apr-2022 05:21 PM,Accepted-AOC,Awarded,05-Aug-2022 11:59 AM,,,,,,AOC
,,.pdf,Work done certificate (As per Performa given in General rule No.16 counter signed by EE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,278097.0,Sanjeev Kumar Aggarwal,18-Apr-2022 03:52 PM,Rejected-Technical,no,23-Apr-2022 09:38 AM,,,,,,AOC
,,.pdf,Work in hand certificate (As per Performa given in General rule No.16 countersigned by EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,278134.0,Surjeet Singh,18-Apr-2022 11:53 AM,Rejected-Technical,no,23-Apr-2022 09:38 AM,,,,,,AOC
,,.pdf,Report of charted Accountant showing total annual volume in last five years (Ref. gen. Rule No.26.2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof of registration under EPF and Miscellaneous provision Act. 1952 (latest copy of Return),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Machinery tools and plants (As per schedule F with reference to clause 18),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form No. 7 8 (submit the original as per schedule time and date),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
