Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Instrument Type,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
28-Dec-2021 06:00 PM,19-Jan-2022 12:00 PM,28-Dec-2021 06:00 PM,18-Jan-2022 02:00 PM,28-Dec-2021 06:00 PM ,18-Jan-2022 12:00 PM ,28-Dec-2021 06:00 PM,18-Jan-2022 02:00 PM,03-Feb-2022 12:55 PM,1.0,Fee/PreQual/Technical,.pdf,Cost of Bidding document,"C.E. PWD (Roads), Assam","O/o the C.E. PWD (Roads), Assam","10,000","Empowered Officer, Assam State Road Board",GUWAHATI,No,1.0,EMD,Technical Bid,,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,CE/Commn/30/RIDF27/1_Majuli-1,2021_PWD_23856_3,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,B/Dyke from Tekeliphuta to patia Tiniali (L 6.674 km),Construction of Brahmaputra river Dyke B/Dyke from Tekeliphuta to patia Tiniali (L 6.674 km) under RIDF-XXVII of NABARD for the year 2021-22 in Majuli LAC,Please refer Tender documents. ,NA ,"8,51,41,000",Civil Works – Roads,NA ,Tender,180.0,365.0,Majuli,785105.0,NA ,NA ,NA ,"O/o the C.E. PWD (Roads), Assam",No ,No,"17,03,000",Yes,fixed,,"Chief Engineer, PWD, (Roads), Assam",GUWAHATI,1.0,DD - Demand Draft,AOC,1.0,129546.0,PANKAJ KHANIKAR,INR,76626900.0,Technical,TBE,CHANDAN DEKA,03-Feb-2022 12:44 PM,technical_36577.pdf,02-Aug-2022,INR 7.66269E+7,365.0,CHANDAN DEKA,02-Aug-2022 05:10 PM,NPW_majuli-3.pdf (462.00 KB),1,130087,ANUJ CHUTIA,18-Jan-2022 12:24 PM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,Finance,Fin_op,CHANDAN DEKA,04-Feb-2022 07:08 PM,,BOQ Comparative Chart,Public Works Roads Department||CE PWD(R) - PWD||Traffic Engineering Cell - PWD,2021_PWD_23856_3,CE/Commn/30/RIDF27/1_Majuli-1,B/Dyke from Tekeliphuta to patia Tiniali (L 6.674 km),D. Bhuyan,Internal,,CHANDAN DEKA,02-Aug-2022 04:28 PM,finsummary_36577.pdf (703.39 KB),D. Bhuyan,Internal,,CHANDAN DEKA,03-Feb-2022 12:52 PM,03-Feb-2022 12:55 PM,techsummary_36577.pdf (397.74 KB),AOC
,,,,,,,,,,,.pdf,Bid Security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,AOC,,,,,,,,,,,,,,,,,2,130051,Haren Mahanta,18-Jan-2022 11:25 AM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Technical Qualification details,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,BG - Bank Guarantee Irrevocable,AOC,,,,,,,,,,,,,,,,,3,130086,Junaki Doley,18-Jan-2022 01:12 PM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,2.0,Finance,.pdf,Form of Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,FDR - Fixed Deposit Receipt,AOC,,,,,,,,,,,,,,,,,4,129241,Kuladhar Boruah,08-Jan-2022 03:24 PM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,5,129696,Ms Gunjan Construction,17-Jan-2022 07:19 PM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,6,130046,Mun doley,18-Jan-2022 11:34 AM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,7,129864,Pallab Chetia,17-Jan-2022 06:25 PM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,8,129546,PANKAJ KHANIKAR,18-Jan-2022 01:33 PM,Accepted-AOC,Awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,9,129858,Purvattar Enterprise,18-Jan-2022 12:17 PM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,10,129748,Rajib Sahu,16-Jan-2022 08:24 PM,Rejected-AOC,Not awarded,02-Aug-2022 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,AOC
