Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Finance,price bid opening summary T.E 15 2022,Suraj Pandey,05-Jul-2022 12:35 PM,finance_93362.pdf,BOQ Comparative Chart,Technical,Part I Technical opening summary T E 15 2022,Suraj Pandey,28-Jun-2022 12:52 PM,technical_93362.pdf,04-Aug-2022,"INR 354,748,729.6",180.0,Suraj Pandey,04-Aug-2022 02:48 PM,TE152022.pdf (547.00 KB),The Purchase order to 06 Nos. firms was placed on 23.07.2022.,Sr. Executive Engineer Civil,Internal,Assistant Engineer Junior Engineer,Suraj Pandey,04-Jul-2022 05:07 PM,05-Jul-2022 11:00 AM,techsummary_93362.pdf (347.49 KB),1.0,287597.0,ADVANCE STEEL TUBES LIMITED,25-Jun-2022 03:42 PM,Rejected-AOC,Not quoted L-I rates for any quoted items,04-Aug-2022 02:52 PM,HPSEBL,2022_HPSEB_61860_1,CE(MM)-15/2022,Procurement of Steel Tubular Poles,1.0,287690.0,Rama Steel Tubes Ltd,INR,"99,756,400",Sr. Executive Engineer Civil,Internal,Assistant Engineer,Suraj Pandey,04-Aug-2022 02:38 PM,finsummary_93362.pdf (547.17 KB),AOC,"1,475",Nil,Nil,No,HPSEBL,CE(MM)-15/2022,2022_HPSEB_61860_1,Yes,Open Tender,Item Wise,Goods,3.0,No,Yes,Online,No,No,No,Procurement of Steel Tubular Poles,Procurement of Steel Tubular Poles,As per NIT ,EMD for HP local units registered with HPSEBL is Rs. 3180000 and for other bidders is Rs. 3430000 ,"34,30,00,000",Electrical Work/ Equipment,NA ,Tender,120.0,180.0,"Chief Engineer (MM), Vidyut Bawan Shimla",171004.0,NA ,NA ,NA ,"O/o Chief Engineer (MM), Vidyut Bawan Shimla",No ,No,"34,30,000",Yes,fixed,,Nil,Nil,1.0,Fee,.pdf,Proof of tender fee,1.0,ICICI BANK,18-Jun-2022 05:00 PM,28-Jun-2022 11:30 AM,20-Jun-2022 10:00 AM,27-Jun-2022 12:00 PM,NA ,NA ,20-Jun-2022 10:00 AM,27-Jun-2022 12:00 PM,05-Jul-2022 11:00 AM,"Chief Engineer (MM), Vidyut Bawan Shimla","Office of Chief Engineer (MM), Vidyut Bawan Shimla",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,2.0,287738.0,Dadu Pipes Pvt Limited,27-Jun-2022 10:30 AM,Accepted-AOC,Quoted L-I rates for 8 mtr.,04-Aug-2022 02:52 PM,,,,,2.0,287738.0,Dadu Pipes Pvt Limited,INR,"34,249,100",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of EMD,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,3.0,287790.0,Electro Steels India Damtal,25-Jun-2022 06:39 PM,Accepted-AOC,Quoted L-I rates for 9 mtr. and 13 mtr.,04-Aug-2022 02:52 PM,,,,,3.0,287790.0,Electro Steels India Damtal,INR,"84,077,785",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Renewed BIS Certificate and ISO certificate,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,4.0,288217.0,GAURANG PRODUCTS PVT. LTD.,25-Jun-2022 05:01 PM,Accepted-AOC,Quoted L-I rates for 13 mtr.,04-Aug-2022 02:52 PM,,,,,4.0,287987.0,VISHAL PIPES LIMITED,INR,"43,209,600",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Purchase order /supply orders Copies, performance certificate and list of past supplies",,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,5.0,288059.0,KAUSHAL INDUSTRIES,25-Jun-2022 05:53 PM,Accepted-AOC,"Quoted L-I rates for 8 mtr., 10 mtr. and 11 mtr.",04-Aug-2022 02:52 PM,,,,,5.0,288059.0,KAUSHAL INDUSTRIES,INR,"89,769,400",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GTPs, Drawings and Type test reports of offered material",,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,6.0,287690.0,Rama Steel Tubes Ltd,26-Jun-2022 10:55 AM,Accepted-AOC,Quoted L-I rates for 9 mtr. and 10 mtr.,04-Aug-2022 02:52 PM,,,,,6.0,288217.0,GAURANG PRODUCTS PVT. LTD.,INR,"3,686,444",,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Certificate of Registration with industry Deptt., Capacity assessment Certificate",,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,7.0,288349.0,UTKARSH TUBES & PIPES LIMITED,27-Jun-2022 11:30 AM,Rejected-AOC,Not quoted L-I rates for any quoted items,04-Aug-2022 02:52 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List of Plant and Machinery, Testing Equipment used for routine test to be carried out",,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,8.0,287987.0,VISHAL PIPES LIMITED,27-Jun-2022 11:37 AM,Accepted-AOC,Quoted L-I rates for 11 mtr.,04-Aug-2022 02:52 PM,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit of Arbitration/Court cases and Blacklisting/Debarred by any Govt./Semi Govt. organization,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST, PAN Card, ITR and GST clearance certif. 3 year Bal sheet and turn over duly certified by CA",,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Power of attorney/Board of resolution to sign the bid doc acceptance of terms and condition,,,,,,,,,,,,,,AOC
