EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Instrument Type,Name,Address,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
"1,40,660",No,fixed,,Executive Engineer JSV Flood Prot. Division Gagret,Gagret,09-Jun-2022 05:00 PM,24-Jun-2022 12:30 PM,09-Jun-2022 06:00 PM,24-Jun-2022 11:00 AM,09-Jun-2022 06:00 PM ,24-Jun-2022 11:00 AM ,09-Jun-2022 06:00 PM,24-Jun-2022 11:00 AM,28-Jun-2022 01:00 PM,"1,500",Executive Engineer JSV Flood Prot. Division Gagret,Gagret,No,Providing Sewerage Scheme to Gagret Town in District Una (HP),Construction of Wet Well and Remaining Balance Work,As per NIT ,NA ,"1,08,15,812",Civil Works,NA ,Tender,120.0,180.0,Gagret,177201.0,NA ,NA ,NA ,Executive Engineer JSV Flood Prot. Division Gagret,No ,No,1.0,Fee/PreQual/Technical,.pdf,Cover 1 Copy of certificate of registration with HP Jal Shakti Vibhag as per NIT condition No. 1(I),HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Flood Protection Gagret - HPIPH,GGT-UNA01-752 No 2377-2410 dt 09.06.2022,2022_HPIPH_61592_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,1.0,DD - Demand Draft,Executive Engineer JSV Flood Prot. Division Gagret,Executive Engineer JSV Flood Prot. Division Gagret,AOC,Er Naresh Dhiman SE,Internal,See the uploaded document,Parveen Kumar Sharma,12-Aug-2022 04:41 PM,finsummary_92935.pdf (44.75 KB),HP Irrigation and Public Health||IPH Circle Swan River Flood Management Project Una - HPIPH||Flood Protection Gagret - HPIPH,2022_HPIPH_61592_1,GGT-UNA01-752 No 2377-2410 dt 09.06.2022,Providing Sewerage Scheme to Gagret Town in District Una (HP),1.0,288022.0,R D Eco Paryavaran,INR,"10,879,567",Er Parveen Kumar Sharma,Internal,See the uploaded document,Parveen Kumar Sharma,28-Jun-2022 12:09 PM,28-Jun-2022 01:00 PM,techsummary_92935.pdf (45.38 KB),1.0,288031.0,Dogra Construction Company Pvt Ltd,23-Jun-2022 11:37 AM,Rejected-Finance,Higher amount quoted,12-Aug-2022 04:41 PM,12-Aug-2022,"INR 10,879,567",180.0,Parveen Kumar Sharma,12-Aug-2022 04:45 PM,Award-Wet-Well-R-D-Eco.pdf (3224.00 KB),See the uploaded document,Finance,See the uploaded document,Parveen Kumar Sharma,28-Jun-2022 01:54 PM,finance_92935.pdf,BOQ Comparative Chart,Technical,See the uploaded document,Parveen Kumar Sharma,28-Jun-2022 12:07 PM,technical_92935.pdf,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cover 1 Earnest money as per NIT condition No. 1(ii),,,,,,,,,,,,,,,2.0,FDR - Fixed Deposit,,,AOC,,,,,,,,,,,,,,,,,,,,,,,2.0,288022.0,R D Eco Paryavaran,23-Jun-2022 11:20 AM,Accepted-AOC,Lower amount quoted,12-Aug-2022 04:46 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cover 1 Cost of bid form as per NIT condition No. 1(iii),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,3.0,288064.0,Rebound Enviro Tech Private Limited,23-Jun-2022 01:13 PM,Rejected-Finance,Higher amount quoted,12-Aug-2022 04:41 PM,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Cover 1 Copy of PAN, GST and EPF registration as per NIT condition No. 1(iv)",,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cover 1 Authorization letter regarding DSC as per NIT condition No. 1(vi),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cover 1 Scanned copy of undertaking as per NIT condition No. 1(vii),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cover 1 Undertaking as per NIT condition No. 1(viii),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cover 1 Make Model of proposed pumping machinery as per NIT condition No. 1(ix),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cover 1 Sufficient experience of executing at least three similar works as per NIT condition No.1(x),,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cover 2 Related documents as per NIT condition No. 2,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Financial bid,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
