Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage
03-Aug-2022,"INR 698,038,666",730.0,Rakesh Prashar,03-Aug-2022 11:28 AM,LOI.pdf (501.00 KB),Technical,Minutes of meeting,Rakesh Prashar,17-May-2022 05:35 PM,technical_90466.pdf,Finance,Proceeding,Rakesh Prashar,03-Aug-2022 11:16 AM,finance_90466.pdf,BOQ Comparative Chart,1.0,280662.0,HARJEET SINGH,05-May-2022 02:59 PM,Rejected-AOC,rejected,03-Aug-2022 11:28 AM,Chief Engineer Hamirpur Zone,Internal,,Rakesh Prashar,17-May-2022 05:36 PM,17-May-2022 05:40 PM,techsummary_90466.pdf (4225.11 KB),1.0,280754.0,Unipro Techno Infrastructure Pvt Ltd,INR,"966,380,467","HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",2022_HPIPH_59812_1,1422-1471 dated 22.04.2022,"Providing Lift Irrigation Schemes to Gram Panchayat Tihra, Kot, Greyoh, Cholthra, Sadhot, Sajaopiploo and Darwar under JSV Sub Division Tihra in Dharampur Constituency Distt. Mandi HP (Phase I and II) under Pardhan Mantri Krishi Sinchaiee Yojna (PMKS",Engineer-in-chief Tutikandi Shimla,Internal,,Rakesh Prashar,03-Aug-2022 11:25 AM,finsummary_90466.pdf (500.72 KB),AOC,"2,500",EE Dharampur Bharari,Dharampur,No,"70,12,887",No,fixed,,EE Dharampur Bharari,Dharampur,Executive Engineer,Jal Shakti Division Dharampur Bharari,"HP Irrigation and Public Health||Hamirpur Circle,Irrigation and Public Health,HP||Dharampur Bharari,Irrigation and Public Health,HP",1422-1471 dated 22.04.2022,2022_HPIPH_59812_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee,.pdf,Cost of tender form in the shape of Demand Draft or e payment of Rs.2500/-,"Providing Lift Irrigation Schemes to Gram Panchayat Tihra, Kot, Greyoh, Cholthra, Sadhot, Sajaopiploo and Darwar under JSV Sub Division Tihra in Dharampur Constituency Distt. Mandi HP (Phase I and II) under Pardhan Mantri Krishi Sinchaiee Yojna (PMKS","Providing Lift Irrigation Schemes to Gram Panchayat Tihra, Kot, Greyoh, Cholthra, Sadhot, Sajaopiploo and Darwar under JSV Sub Division Tihra in Dharampur Constituency Distt. Mandi HP (Phase I and II) under Pardhan Mantri Krishi Sinchaiee Yojna (PMKS",Please refer Tender documents. ,NA ,"69,80,38,666",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,730.0,Tihra area,175025.0,Hamirpur ,O/O Chief Engineer (Hamirpur Zone) Jal Shakti Vibhag Hamirpur ,27-Apr-2022 03:30 PM ,Bharari,No ,No,22-Apr-2022 05:00 PM,06-May-2022 11:30 AM,22-Apr-2022 05:00 PM,05-May-2022 05:00 PM,NA ,NA ,22-Apr-2022 05:00 PM,05-May-2022 05:00 PM,17-May-2022 05:40 PM,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,,,2.0,280570.0,R K ENGINNERS SALES LTD,05-May-2022 01:49 PM,Rejected-AOC,rejected,03-Aug-2022 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with Jal Shakti Vibhag in appropriate class and latest renewal thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,3.0,280502.0,RPP Infra Projects Limited,05-May-2022 04:55 PM,Not Admitted-PreQual/Technical,Not Complied with technical specification,17-May-2022 05:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN Number/EPF/GST registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,4.0,280754.0,Unipro Techno Infrastructure Pvt Ltd,05-May-2022 02:22 PM,Accepted-AOC,accepted,03-Aug-2022 11:28 AM,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work done, experience, annum turn over and other eligibility criteria as per Pre qualification",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The authorization letter regarding digital signature certificate (DSC) of the person authorized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that I have carefully studied tender documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest money only in the shape of small saving instruments fixed deposit in bank or e payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Make/Model of the proposed pumping machinery alongwith the characteristic curves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Bidder shall submit pumping machinery manufacturer authorization certificate in his technical bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Flow diagram of the intake structure and Booster stage as per the site conditions alongwith contour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
