S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,S.No.1,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.2,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",EE-JSVD-Amb- LWSS Sohari Takoli,2022_HPIPH_60604_1,Yes,Open Tender,Item Rate,Works,3.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee,.pdf,(i) Earnest money and cost of tender form as per NIT conditioncover-2 (I and ii),"9,80,144",No,fixed,,EE JSV Division Amb,Amb,1.0,corrigendum,Date,,Executive Engineer,"Jal Shakti Division, Amb Distt. Una (HP)","Engineering, procurement, construction, testing, commissioning, trial run of various components for construction of LWSS Sohari Takoli in Tehsil Amb District Una (H.P,) (under Jal Jeewan Mission) in single package on Turn-key job basiswith comple","Sub head Providing, Laying, jointing and testing of GMSERW pipe in Rising mains, Supply and Errection of Submersible/ Centrifugal Pumping Machinery including all accessories, Laying, jointing and testing of GMS Pipes of various dia in Gravity main/",Please refer Tender documents. ,NA ,"9,47,64,386",Civil Works,NA ,Tender,180.0,365.0,Amb,177203.0,Hamirpur ,"Chief Engineer, Jal Shakti Vibhag, Hamirpur Zone, Hamirpur.  ",19-May-2022 03:00 PM ,Amb,No ,No,"2,500",EE JSV Division Amb,Amb,No,13-May-2022 05:00 PM,28-May-2022 11:30 AM,13-May-2022 05:00 PM,28-May-2022 11:00 AM,13-May-2022 05:00 PM ,18-May-2022 05:00 PM ,13-May-2022 05:00 PM,28-May-2022 11:00 AM,10-Jun-2022 05:50 PM,AOC,Dr S.K. Sharma CE HAmirpur,Internal,"ER.Vijay Dhatwalia SE D , Arvinde Sood SE JSC Una Rajesh Kanungo EE D , Er. Hoshiar SIngh EE AMB Sh. Iqbal SIngh AC Hamirpur and SH. Amar SIngh Sr. Asstt JSV Hamirpur",Hoshiar Singh,10-Jun-2022 05:45 PM,10-Jun-2022 05:50 PM,techsummary_91528.pdf (5792.11 KB),1.0,284205.0,ARUNESH GUPTA,28-May-2022 10:40 AM,Rejected-Finance,Due to L3,17-Aug-2022 01:00 PM,17-Aug-2022,"INR 93,021,888",365.0,Hoshiar Singh,17-Aug-2022 01:07 PM,award_sohari.pdf (4495.00 KB),Award letter a/w RSQ,Finance,Summary,Hoshiar Singh,17-Aug-2022 12:36 PM,finance_91528.pdf,BOQ Comparative Chart,Technical,summary,Hoshiar Singh,10-Jun-2022 05:40 PM,technical_91528.pdf,1.0,corrigendum,corrigendum,10-Jun-2022 05:10 PM,ttt.pdf ,140.61,Technical Opening,Er. SK Sharma CE,Internal,"Er. Vijay Dhatwalia SE (D), Er. Arvind Sood SE JSC Una, Er. Rajesh Kanungo EE (D), Er. Hoshiar Singh JSD Amb, Sh. Iqwal Singh Assistant Controller, Sh. Amar Singh SA JSV Hamirpur Zone",Hoshiar Singh,17-Aug-2022 01:00 PM,finsummary_91528.pdf (1442.69 KB),"HP Irrigation and Public Health||Una Circle,Irrigation and Public Health,HP||Jal Shakti Division, Amb",2022_HPIPH_60604_1,EE-JSVD-Amb- LWSS Sohari Takoli,"Engineering, procurement, construction, testing, commissioning, trial run of various components for construction of LWSS Sohari Takoli in Tehsil Amb District Una (H.P,) (under Jal Jeewan Mission) in single package on Turn-key job basiswith comple",1.0,282431.0,SS RANA CONSTRUCTION PRIVATE LIMITED,INR,"93,021,888",AOC
,,,,,,,,,,,,,,,,,,.pdf,(ii) Copy of Certificate of registration with HP Jal Shakti Vibhag as per NIT conditioncover-2 (iii,,,,,,,2.0,Corrected /updated terms and condition as DNIT,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,284173.0,Dogra Construction Company Pvt Ltd,28-May-2022 09:02 AM,Rejected-Finance,Due to L2,17-Aug-2022 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,"(iii) Copy of PAN, GST and EPF as per NIT conditioncover-2 (iv) and 3 (d)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,284198.0,malkiat singh govt cont,28-May-2022 10:05 AM,Not Admitted-Fee,Others-Similar work not fulfills NIT conditions,10-Jun-2022 05:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,(iv) Annual Turnover as per NIT conditioncover-2 (v)and 3 (a),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,284195.0,MS Kamal Dev Sharma,28-May-2022 07:46 AM,Rejected-Finance,Due to L5,17-Aug-2022 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,(v) Work done / eligibility and qualification as per NIT conditioncover3 (b) and (e),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5.0,282431.0,SS RANA CONSTRUCTION PRIVATE LIMITED,26-May-2022 10:54 AM,Accepted-AOC,Due to L1,17-Aug-2022 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,(vi) Undertaking of DSC as per NIT conditioncover3 (f),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6.0,284176.0,Thakur Constructions,27-May-2022 06:47 PM,Rejected-Finance,Due to L4,17-Aug-2022 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,(vii) Copy of undertaking reg. studied all terms and conditions as per NIT conditioncover3 (g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7.0,284138.0,Unipro Techno Infrastructure Pvt Ltd,27-May-2022 05:43 PM,Rejected-Finance,Due to L6,17-Aug-2022 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,2.0,PreQual/Technical,.pdf,Make/ model of the proposed pumping machinery alongwith the characteristic curves as NIT 4 a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,pumping machinery manufacturer authorization certificate in his technical as per NIT cond4b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,.pdf,Flow diagram of the intake structure and Booster stage/ 1st stage as per the site conditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
