Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :,Financial Bid Opening Date:,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,06-May-2022 04:23 PM,finsummary_90034.pdf (125.48 KB),26-Aug-2022,"INR 640,305",30.0,Jeet Singh Thakur,26-Aug-2022 01:24 PM,2143-49.pdf (1025.00 KB),Restoration of damages due to laying of OFC cable on Chamba Khajjiar road (SH Construction of drain on Chamba Khajjiar road and Sultanpur diversion road at Sultanpur),PWD,2022_PWD_59491_5,PWC- 19781-880 dtated 30.3.2022,Restoration of damages due to laying of OFC cable on Chamba Khajjiar road (SH Construction of drain on Chamba Khajjiar road and Sultanpur diversion road at Sultanpur),EE,Internal,Assistant Engineer Superintendent and Senior Assistant,Jeet Singh Thakur,23-Apr-2022 06:51 PM,25-Apr-2022 11:30 AM,techsummary_90034.pdf (213.86 KB),Technical,BOS,Jeet Singh Thakur,23-Apr-2022 04:38 PM,technical_90034.pdf,1.0,278544.0,DINESH KUMAR WORK CONTRACTOR,20-Apr-2022 12:36 PM,Accepted-AOC,Work completed by the contractor and FDR may kindly be released,26-Aug-2022 01:26 PM,Finance,BOS,Jeet Singh Thakur,06-May-2022 03:54 PM,finance_90034.pdf,BOQ Comparative Chart,1.0,278544.0,DINESH KUMAR WORK CONTRACTOR,INR,"579,150",AOC,PWD,PWC- 19781-880 dtated 30.3.2022,2022_PWD_59491_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"12,825",No,fixed,,Nil,Nil,13-Apr-2022 10:00 AM,21-Apr-2022 11:30 AM,13-Apr-2022 10:00 AM,20-Apr-2022 05:00 PM,NA ,NA ,13-Apr-2022 10:00 AM,20-Apr-2022 05:00 PM,25-Apr-2022 11:30 AM,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender form only mode through e-payment,Executive Engineer Chamba Division HPPWD Chamba,Executive Engineer Chamba Division HPPWD Chamba,Restoration of damages due to laying of OFC cable on Chamba Khajjiar road (SH Construction of drain on Chamba Khajjiar road and Sultanpur diversion road at Sultanpur),Restoration of damages due to laying of OFC cable on Chamba Khajjiar road (SH Construction of drain on Chamba Khajjiar road and Sultanpur diversion road at Sultanpur),Please refer Tender documents. ,NA ,"6,40,305",Civil Works,NA ,Tender,75.0,30.0,chamba,176310.0,NA ,NA ,NA ,Executive Engineer Chamba Division HPPWD Chamba,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,278009.0,YOG RAJ,17-Apr-2022 03:13 PM,Rejected-Finance,Being 2nd lowest,06-May-2022 04:23 PM,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money only mode through e-payment,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration ( Refer General Rule and directions No.20 and as per invitation of bid ),,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of GST registration,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of ongoing work/Work in hand certificate,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of machinery,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,HP.PWD form -7/8 duly signed by the contractor,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that information furnished with the bid is correct in all respect.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of PAN No.,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,AOC
