Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
24-Jun-2022 05:00 PM,30-Jun-2022 11:00 AM,24-Jun-2022 05:30 PM,30-Jun-2022 09:00 AM,NA ,NA ,24-Jun-2022 05:30 PM,30-Jun-2022 09:00 AM,13-Jul-2022 10:00 AM,PWD,Job 1 Construction of link road to Bharwalan to Sw,2022_PWD_62033_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"50,300",No,fixed,,Nil,Nil,1.0,ICICI BANK,"Job 1 Construction of link road to Bharwalan to Swan Nadi km. 0-0 to 1-500 Sub Head Formation cutting, Embankment, C.O 3mtr. RCC span culvert at RD. 0-030 and GSB, WMM, C.C Pavement in km. 0-0 to 0-085 and 0-490 to 0-550 Under OTMNP","Job 1 Construction of link road to Bharwalan to Swan Nadi km. 0-0 to 1-500 Sub Head Formation cutting, Embankment, C.O 3mtr. RCC span culvert at RD. 0-030 and GSB, WMM, C.C Pavement in km. 0-0 to 0-085 and 0-490 to 0-550 Under OTMNP",Please refer to Bidding Documents ,NA ,"28,47,355",Civil Works - Roads,NA ,Tender,75.0,90.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,"1,500",Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una",PWD,2022_PWD_62033_1,Job 1 Construction of link road to Bharwalan to Sw,"Job 1 Construction of link road to Bharwalan to Swan Nadi km. 0-0 to 1-500 Sub Head Formation cutting, Embankment, C.O 3mtr. RCC span culvert at RD. 0-030 and GSB, WMM, C.C Pavement in km. 0-0 to 0-085 and 0-490 to 0-550 Under OTMNP","Er. Rajesh Kumar,EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,09-Jul-2022 12:31 PM,13-Jul-2022 10:00 AM,techsummary_93586.pdf (1322.84 KB),"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,16-Jul-2022 07:17 PM,finsummary_93586.pdf (542.22 KB),17-Aug-2022,"INR 2,847,355",90.0,Baldev Singh,27-Sep-2023 07:06 PM,Awardletter.pdf (977.00 KB),Awardletter,1.0,289304.0,M/S P.S ENTERPRISES,INR,"1,933,149",Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,16-Jul-2022 06:16 PM,finance_93586.pdf,BOQ Comparative Chart,1.0,288923.0,Balbir Singh Govt Contractor,29-Jun-2022 06:03 PM,Rejected-Finance,Not L-1,16-Jul-2022,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,02-Jul-2022 02:48 PM,technical_93586.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,288853.0,Chetan Chabba,29-Jun-2022 12:05 PM,Rejected-Finance,Not L-1,16-Jul-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,289304.0,M/S P.S ENTERPRISES,30-Jun-2022 12:05 AM,Accepted-AOC,ok,27-Sep-2023,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,288807.0,Nitish Thakur,29-Jun-2022 08:42 PM,Rejected-Finance,Not L-1,16-Jul-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,288742.0,PRABHJOT SINGH GOVT CONTRACTOR,29-Jun-2022 08:32 PM,Rejected-Finance,Not L-1,16-Jul-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,288920.0,Suresh Kumar Govt Contractor,29-Jun-2022 05:44 PM,Rejected-Finance,Not L-1,16-Jul-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,289036.0,Tilak Raj Govt Contractor,30-Jun-2022 08:29 AM,Rejected-Finance,Not L-1,16-Jul-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,289119.0,Vikas puri,29-Jun-2022 03:35 PM,Rejected-Finance,Not L-1,16-Jul-2022,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit showing that the site has been visited by the contractors/ firms and he has studies as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit regarding no litigation with the department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Additional Condition sheet may be uploaded duly signed as per bid documents page-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
