Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
ReTender_Providing Onsite Training to Rural Masons through Recognition of Prior Learning under PMAY-G,ReTender_Providing Onsite Training to Rural Masons through Recognition of Prior Learning under PMAY-G,Please refer Tender documents. ,NA ,"3,10,61,923",Miscellaneous Services,NA ,Empanelment,90.0,365.0,As per Annexure,781037.0,NA ,NA ,NA ,"Juripar, Panjabari, Guwahati-37",No ,No,18-Dec-2021 09:00 AM,31-Dec-2021 03:00 PM,18-Dec-2021 09:00 AM,30-Dec-2021 03:00 PM,NA ,NA ,18-Dec-2021 09:00 AM,30-Dec-2021 03:00 PM,Commissioner Panchayat and Rural Development Assam,"Office of the Commissioner, Panchayat and Rural Development, Assam, Juripar, Panjabari, Guwahati-37","6,000",Nil,Nil,Yes,1.0,SBI Bank,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender Processing Fee,"6,21,238",No,percentage,2.0%,Nil,Nil,Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD,CPRD/PMAY-G/81/2021/51,2021_PNRD_23019_2,Yes,Open Tender,EOI,Services,1.0,No,No,Online,No,No,No,AOC,Finance,No. of Bids 10 128021 SUSHIL BAHUUDDESHIYA SHIKSHAN SANSTHA 128038 Bhaskar Foundadtion 128104 Darpan 128450 Valeur Fabtex Private Limited 128452 ASSAM PROFESSIONAL ACADEMY SOCIETY 128539 JANHIT SANSKRITIK KALA KENDRA 128683 SALTLAKE INSTITUTE OF ENGINEERI,Mriganka Choudhury,14-Jan-2022 06:43 AM,finance_36385.pdf,1,128701,Ajitaaksh Ventures Pvt Ltd,29-Dec-2021 03:04 PM,Accepted-AOC,as Technically Qualified,05-Aug-2022 01:05 PM,Mriganka Choudhury ACS,Internal,,Dhurbajyoti Sarmah,05-Aug-2022 12:56 PM,finsummary_36385.pdf (752.30 KB),05-Aug-2022,INR 53.9,365.0,Dhurbajyoti Sarmah,05-Aug-2022 01:01 PM,AOCmason.pdf (3415.00 KB),1.0,128021.0,SUSHIL BAHUUDDESHIYA SHIKSHAN SANSTHA,INR,53.9,Mriganka Choudhury ACS,Internal,,Dhurbajyoti Sarmah,05-Aug-2022 11:42 AM,techsummary_36385.pdf (1140.39 KB),Principal Secretary- P and RD- Assam Secretariat||Commissioner- P and RD- PNRD,2021_PNRD_23019_2,CPRD/PMAY-G/81/2021/51,ReTender_Providing Onsite Training to Rural Masons through Recognition of Prior Learning under PMAY-G,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money Deposit/Bid Security,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,2,128452,ASSAM PROFESSIONAL ACADEMY SOCIETY,29-Dec-2021 03:27 PM,Accepted-AOC,as Technically Qualified,05-Aug-2022 01:05 PM,,,,,,,,,,,,,2.0,128104.0,Darpan,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Qualification Details,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,3,128038,Bhaskar Foundadtion,30-Dec-2021 11:15 AM,Rejected-Technical,Poor Performance in the existing training program,05-Aug-2022 11:42 AM,,,,,,,,,,,,,3.0,128450.0,Valeur Fabtex Private Limited,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed Bid Document,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,4,128104,Darpan,29-Dec-2021 08:00 PM,Accepted-AOC,as Technically Qualified,05-Aug-2022 01:05 PM,,,,,,,,,,,,,4.0,128452.0,ASSAM PROFESSIONAL ACADEMY SOCIETY,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,5,128692,GNG SKILLS DEVELOPERS PRIVATE LIMITED,29-Dec-2021 05:34 PM,Rejected-Technical,Poor Performance in the existing training program,05-Aug-2022 11:42 AM,,,,,,,,,,,,,5.0,128701.0,Ajitaaksh Ventures Pvt Ltd,INR,53.9,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,6,128539,JANHIT SANSKRITIK KALA KENDRA,30-Dec-2021 02:15 PM,Rejected-Technical,Acceptance criteria are not met,05-Aug-2022 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,7,128703,NRDS MANAGEMENT PVT.LTD.,30-Dec-2021 12:30 PM,Rejected-Technical,Acceptance criteria are not met,05-Aug-2022 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,8,128683,SALTLAKE INSTITUTE OF ENGINEERING AND MANAGEMENT LIMITED,30-Dec-2021 12:46 PM,Rejected-Technical,Acceptance criteria are not met,05-Aug-2022 11:42 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,9,128021,SUSHIL BAHUUDDESHIYA SHIKSHAN SANSTHA,28-Dec-2021 01:49 PM,Accepted-AOC,as Technically Qualified,05-Aug-2022 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,10,128450,Valeur Fabtex Private Limited,30-Dec-2021 11:22 AM,Accepted-AOC,as Technically Qualified,05-Aug-2022 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
