Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
14-Mar-2022 11:00 AM,22-Mar-2022 11:00 AM,14-Mar-2022 11:00 AM,21-Mar-2022 05:00 PM,NA ,NA ,14-Mar-2022 11:00 AM,21-Mar-2022 05:00 PM,26-Mar-2022 03:00 PM,Executive Engineer,HPSIDC Shimla,"40,000",No,fixed,,Nil,Nil,HP SIDC Limited,Job No. 2,2022_SIDC_57883_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),"2,400",Nil,Nil,No,1.0,ICICI BANK,Construction of road from Dhamandri Bus Stand to Gurudwara and Abadiyan GP Dhamandri Distt. Una (HP) (KM 0/00 to 0/950),Construction of road from Dhamandri Bus Stand to Gurudwara and Abadiyan GP Dhamandri Distt. Una (HP) (KM 0/00 to 0/950),Please refer Tender documents. ,NA ,"21,58,863",Civil Works,NA ,Tender,120.0,90.0,Dhamandri,174303.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,AOC,Finance,Financial summary,Sushant Singh Negi,01-Apr-2022 12:20 PM,finance_87413.pdf,BOQ Comparative Chart,Technical,Tender summary,Sushant Singh Negi,26-Mar-2022 10:12 AM,technical_87413.pdf,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,26-Mar-2022 10:14 AM,26-Mar-2022 03:00 PM,techsummary_87413.pdf (568.12 KB),1,271356,Ashok Kumar,21-Mar-2022 04:04 PM,Rejected-Finance,Tenth lowest bidder,01-Apr-2022 12:37 PM,20-Jul-2022,"INR 1,784,925",90.0,Sushant Singh Negi,03-Aug-2022 03:24 PM,avconstruction.pdf (1574.00 KB),Award letter,1.0,271491.0,AV Constructions,INR,"1,784,925",SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,01-Apr-2022 12:37 PM,finsummary_87413.pdf (39.99 KB),HP SIDC Limited,2022_SIDC_57883_1,Job No. 2,Construction of road from Dhamandri Bus Stand to Gurudwara and Abadiyan GP Dhamandri Distt. Una (HP) (KM 0/00 to 0/950),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Signed copy of agreement form and approved make for materials,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2,271491,AV Constructions,21-Mar-2022 03:30 PM,Accepted-AOC,AOC,03-Aug-2022 03:24 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,271514,Chetan Singh,21-Mar-2022 04:36 PM,Rejected-Finance,Fourth lowest bidder,01-Apr-2022 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,271484,Jaiveer Singh,21-Mar-2022 03:04 PM,Rejected-Finance,Eleventh lowest bidder,01-Apr-2022 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,270926,Mukesh Kumar,19-Mar-2022 01:25 PM,Rejected-Finance,Ninth lowest bidder,01-Apr-2022 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,271503,Nitish Thakur,21-Mar-2022 04:22 PM,Rejected-Finance,Second lowest bidder,01-Apr-2022 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,271358,Pardeep Vij,21-Mar-2022 03:23 PM,Rejected-Finance,Fifth lowest bidder,01-Apr-2022 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,270740,Sahil Choudhary,17-Mar-2022 06:06 PM,Rejected-Finance,Eighth lowest bidder,01-Apr-2022 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,271327,Satwant Singh,21-Mar-2022 02:33 PM,Rejected-Finance,Sixth lowest bidder,01-Apr-2022 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,270648,Saurabh Loomba,21-Mar-2022 12:08 PM,Rejected-Finance,Twelve lowest bidder,01-Apr-2022 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
