Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
PWD,EE Division Palampur NIT No. 2145-94 dated 4.5.22,2022_PWD_60806_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Construction of road from NH to Govt. High School Tanda via Saheed Capt. Vikram Batra College to connect SC Basti road Km 0/00 to 3/500. (SW- Metalling Tarring at various RD 1/290 to 1/900 and 2/045 to 2/220 (SCSP).,Construction of road from NH to Govt. High School Tanda via Saheed Capt. Vikram Batra College to connect SC Basti road Km 0/00 to 3/500. (SW- Metalling Tarring at various RD 1/290 to 1/900 and 2/045 to 2/220 (SCSP).,Please refer Tender documents. ,NA ,"7,17,823",Civil Works - Roads,NA ,Rate Contract,120.0,60.0,Palampur,176061.0,NA ,NA ,NA ,EE DIVISION HPPWD Palampur,No ,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of tender form,19-May-2022 04:30 PM,25-May-2022 11:30 AM,19-May-2022 04:30 PM,25-May-2022 11:00 AM,NA ,NA ,19-May-2022 04:30 PM,25-May-2022 11:00 AM,26-May-2022 03:00 PM,"14,500",No,fixed,,Nil,Nil,Er. B.M. Thakur,Palampur Division HPPWD Palampur,350.0,Nil,Nil,No,1.0,ICICI BANK,AOC,Er.B.M Thakur,Internal,"TA, Supdt, HDM, DAO, AE Palampur, AE to EE",Manoj Sood,26-May-2022 12:17 PM,26-May-2022 03:00 PM,techsummary_91843.pdf (138.80 KB),PWD,2022_PWD_60806_1,EE Division Palampur NIT No. 2145-94 dated 4.5.22,Construction of road from NH to Govt. High School Tanda via Saheed Capt. Vikram Batra College to connect SC Basti road Km 0/00 to 3/500. (SW- Metalling Tarring at various RD 1/290 to 1/900 and 2/045 to 2/220 (SCSP).,10-Jun-2022,"INR 717,823",60.0,Manoj Sood,22-Aug-2022 03:17 PM,60806.pdf (387.00 KB),AOC,Er.B.M Thakur,Internal,"T/A, Supdt, HDM, DAO, AE to EE, AE Palampur",Manoj Sood,27-May-2022 01:05 PM,finsummary_91843.pdf (141.19 KB),1.0,283107.0,M/S BRS Logistics,20-May-2022 02:58 PM,Accepted-AOC,Work completed,22-Aug-2022 03:17 PM,Technical,Technical Bid opening summary,Manoj Sood,26-May-2022 12:01 PM,technical_91843.pdf,1.0,283107.0,M/S BRS Logistics,INR,"1,223,277",Finance,Financial bid opening summary,Manoj Sood,27-May-2022 01:02 PM,finance_91843.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,283511.0,M/s Kamala Enterprises,24-May-2022 10:20 PM,Rejected-Finance,Bidder is found L-2,27-May-2022 01:05 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding not more than two works in hand,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
