S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
1.0,ICICI BANK,"1,500",Executive Engineer Jal Shakti Division Nahan,Nahan,No,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"1,52,604",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,24-May-2022 06:00 PM,31-May-2022 11:30 AM,24-May-2022 06:00 PM,31-May-2022 11:00 AM,NA ,NA ,24-May-2022 06:00 PM,31-May-2022 11:00 AM,17-Jun-2022 03:00 PM,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722- 4226-4306 dated 24-05-2022,2022_HPIPH_61028_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,"Providing FHTC of various WSS in Jal Shakti Section Jehar, WSS to various village under GP Bani-Bakholi, Surla Janot, Sadhanaghat, Daron Devria, Dilman, Kotla Panjola and Narag under JJM Tehsil Pachhad Distt. Sirmour HP","C/o RCC sector storage tank 20000 ltrs cap. 3 Nos., 15000 ltrs cap. 1 No and L/J and testing of GMS pipe of various dia in distribution system including FHTC) under JJM",Please refer Tender documents. ,NA ,"1,20,10,362",Civil Works,NA ,Tender,120.0,90.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,AOC,Finance,Financial Bid opening summary,Ashish Rana,17-Jun-2022 03:11 PM,finance_92124.pdf,BOQ Comparative Chart,Technical,Technical Bid Opening Summary,Ashish Rana,17-Jun-2022 02:46 PM,technical_92124.pdf,20-Aug-2022,"INR 12,010,362",90.0,Ashish Rana,22-Aug-2022 01:34 PM,AOC.pdf (674.00 KB),Award to Contractor,SE Nahan,Internal,CHD AED EED SE,Ashish Rana,17-Jun-2022 02:50 PM,17-Jun-2022 03:00 PM,techsummary_92124.pdf (318.17 KB),1.0,284638.0,akash,31-May-2022 10:34 AM,Rejected-Finance,Reject,04-Jul-2022 05:46 PM,SE Nahan,Internal,CHD SudtWS AED EED EENahan SE,Ashish Rana,04-Jul-2022 05:46 PM,finsummary_92124.pdf (345.49 KB),"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_61028_1,NHN-SMROO-722- 4226-4306 dated 24-05-2022,"Providing FHTC of various WSS in Jal Shakti Section Jehar, WSS to various village under GP Bani-Bakholi, Surla Janot, Sadhanaghat, Daron Devria, Dilman, Kotla Panjola and Narag under JJM Tehsil Pachhad Distt. Sirmour HP",1.0,284105.0,Satish Kumar,INR,"8,880,349",AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of TEnder Form as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,284530.0,Dinesh Singh Thakur,30-May-2022 05:21 PM,Rejected-Finance,Reject,04-Jul-2022 05:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,284292.0,Ranjeet Singh,31-May-2022 10:20 AM,Rejected-Finance,Reject,04-Jul-2022 05:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,284105.0,Satish Kumar,28-May-2022 05:04 PM,Accepted-AOC,AOC,22-Aug-2022 01:35 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,284216.0,Utkarsh HK Thakur,28-May-2022 11:53 AM,Rejected-Finance,Reject,04-Jul-2022 05:46 PM,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint Venture is not allowed as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,undertaking that the he will comply with the provision of contract Labour (Regulation of Abolition),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
