Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Scanned copy Cost of tender indicated in schedule F at sr No 6.3,1.0,ICICI BANK,350.0,Nil,Nil,No,EE Shillai,Executive engineer HP PWD Sillai,PWD,PW-TA-2021-7283-7382dt-26-8-21,2021_PWD_52109_4,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Construction of link road from Village Sathore via Harijan Basti Parwa Lawhu to Shakholi road km 0/0 to 4/500 (SH- Formation cutting 5/7 Mtr. Wide road , C.D. Works and P/L Soling G-I in Km 0/0 to 4/500 (SW- Formation cutting 5/7 Mtr. Wide","Construction of link road from Village Sathore via Harijan Basti Parwa Lawhu to Shakholi road km 0/0 to 4/500 (SH- Formation cutting 5/7 Mtr. Wide road , C.D. Works and P/L Soling G-I in Km 0/0 to 4/500 (SW- Formation cutting 5/7 Mtr. Wide roa",Please refer to tender document ,NA ,"4,85,967",Civil Works - Roads,NA ,Rate Contract,90.0,30.0,Shillai,173027.0,NA ,NA ,NA ,Shillai,No ,No,09-Sep-2021 12:00 PM,17-Sep-2021 12:30 PM,09-Sep-2021 12:00 PM,16-Sep-2021 05:00 PM,NA ,NA ,09-Sep-2021 12:00 PM,16-Sep-2021 05:00 PM,23-Sep-2021 04:05 PM,"9,750",No,fixed,,Nil,Nil,AOC,EE Shillai,Internal,"AE Shillai, HDM, Sudpt.",Pramod Upreti,23-Sep-2021 03:55 PM,23-Sep-2021 04:05 PM,techsummary_77874.pdf (609.10 KB),PWD,2021_PWD_52109_4,PW-TA-2021-7283-7382dt-26-8-21,"Construction of link road from Village Sathore via Harijan Basti Parwa Lawhu to Shakholi road km 0/0 to 4/500 (SH- Formation cutting 5/7 Mtr. Wide road , C.D. Works and P/L Soling G-I in Km 0/0 to 4/500 (SW- Formation cutting 5/7 Mtr. Wide",29-Aug-2022,"INR 168,259",30.0,Pramod Upreti,29-Aug-2022 01:29 PM,shathourparwa6.pdf (823.00 KB),AOC,EE Shillai,Internal,"AE Shillai, HDM, Sudt. Ta",Pramod Upreti,12-Oct-2021 04:53 PM,finsummary_77874.pdf (132.67 KB),1.0,235968.0,THAKUR CONSTRUCTION,INR,"168,259",Finance,financial summary,Pramod Upreti,12-Oct-2021 04:48 PM,finance_77874.pdf,BOQ Comparative Chart,1.0,236142.0,ANIL SHARMA,16-Sep-2021 04:02 PM,Rejected-Finance,Not lowest,12-Oct-2021 04:53 PM,Technical,technical summary,Pramod Upreti,23-Sep-2021 03:49 PM,technical_77874.pdf,AOC
,,.pdf,Scanned copy Earnest money indicated in schedule F at sr No 6.5,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,235383.0,MAMRAJ TOMAR,11-Sep-2021 05:05 PM,Rejected-Finance,Not lowest,12-Oct-2021 04:53 PM,,,,,,AOC
,,.pdf,Scanned copy Contractor registrations refer general rule sr. No 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,235933.0,Pradeep kumar,15-Sep-2021 06:36 PM,Rejected-Finance,Not lowest,12-Oct-2021 04:53 PM,,,,,,AOC
,,.pdf,Scanned copy Sale tax registration refers general rule sr. No 21 and Permanent account number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,236135.0,RAJENDER SINGH CONTRACTOR,16-Sep-2021 04:04 PM,Rejected-Finance,Not lowest,12-Oct-2021 04:53 PM,,,,,,AOC
,,.pdf,Scanned copy GST Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,235908.0,SATISH KUMAR,15-Sep-2021 03:47 PM,Rejected-Finance,Not lowest,12-Oct-2021 04:53 PM,,,,,,AOC
,,.pdf,"List of Machinery, Tool, Plant (Refer Schedule F with reference to Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,236117.0,SIYA RAM,16-Sep-2021 02:58 PM,Rejected-Finance,Not lowest,12-Oct-2021 04:53 PM,,,,,,AOC
,,.pdf,Scanned copy of Employees Provident Fund Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,236099.0,SURAJ,16-Sep-2021 02:20 PM,Rejected-Technical,Not qualify,23-Sep-2021 03:55 PM,,,,,,AOC
,,.pdf,Scanned copy From No 8 duly signed gen. Rule Sr. No 26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,235968.0,THAKUR CONSTRUCTION,15-Sep-2021 06:26 PM,Accepted-AOC,AOC,29-Aug-2022 01:29 PM,,,,,,AOC
,,.pdf,Scanned copy undertaking regarding uploaded documents are true and correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Scanned copy any other information bidders like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
