Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Receipt of Cost of Tender and Earnest Money Payment,"2,000",Nil,Nil,No,Periodical Maintenance on Nahan Dadahu Haripurdhar Kupvi Road under AMP 2022-23,P/L 30 mm thick Bituminous Concrete in Km 26/0 to 30/0,As per Bidding Documents ,NA ,"84,99,384",Civil Works - Roads,NA ,Tender,75.0,90.0,Nahan,173001.0,NA ,NA ,NA ,HPPWD Division Nahan,No ,No,1.0,ICICI BANK,PWD,NAHAN 12425-50,2022_PWD_58788_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer,Executive Engineer HPPWD Division Nahan,"1,18,000",No,fixed,,Nil,Nil,29-Mar-2022 05:00 PM,07-Apr-2022 11:00 AM,29-Mar-2022 05:00 PM,07-Apr-2022 10:00 AM,NA ,NA ,29-Mar-2022 05:00 PM,07-Apr-2022 10:00 AM,11-Apr-2022 04:50 PM,AOC,Er. V. K. Aggarwal,Internal,Suptd. DAO HDM,Vijay Kumar Aggarwal,11-Apr-2022 04:48 PM,11-Apr-2022 04:50 PM,techsummary_88948.pdf (735.69 KB),PWD,2022_PWD_58788_2,NAHAN 12425-50,Periodical Maintenance on Nahan Dadahu Haripurdhar Kupvi Road under AMP 2022-23,19-Jul-2022,"INR 8,499,384",90.0,Vijay Kumar Aggarwal,04-Aug-2022 02:06 PM,AOC_58788_2.pdf (1057.00 KB),Er. V. K. Aggarwal,Internal,Suptd. DAO HDM,Vijay Kumar Aggarwal,12-Apr-2022 11:14 AM,finsummary_88948.pdf (381.62 KB),Finance,Financial Bids were opened on 11.04.2022 at 1700 Hours,Vijay Kumar Aggarwal,12-Apr-2022 10:04 AM,None,BOQ Comparative Chart,1.0,276022.0,M/S SARVJEET SINGH,INR,"7,344,838",1.0,275668.0,H. C. Bansal Engg. & Contt.,06-Apr-2022 12:21 AM,Rejected-Finance,L2,12-Apr-2022 11:14 AM,Technical,TECHNICAL SUMMARY,Vijay Kumar Aggarwal,07-Apr-2022 03:01 PM,technical_88948.pdf,AOC
,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,275275.0,Hitesh Panwar,05-Apr-2022 04:39 PM,Rejected-Technical,does not meet minimum qualification criteria,11-Apr-2022 04:48 PM,,,,,,AOC
,,.pdf,GST Registration and EPF Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,276088.0,M/S CHAUHAN CONSTRUCTION,07-Apr-2022 09:48 AM,Rejected-Finance,L4,12-Apr-2022 11:14 AM,,,,,,AOC
,,.pdf,Work Done Certificates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,276022.0,M/S SARVJEET SINGH,06-Apr-2022 10:10 PM,Accepted-AOC,L1,04-Aug-2022 02:06 PM,,,,,,AOC
,,.pdf,List of Work(s)-in-Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,274416.0,S.S. Associates,06-Apr-2022 06:54 PM,Rejected-Finance,L3,12-Apr-2022 11:14 AM,,,,,,AOC
,,.pdf,Profit and Loss Statements and Annual Turnover Report from Chartered Accountant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,List of Machinery and List of Technical Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Form of Bid HPPWD-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Affidavit regarding Correctness of Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Bill of Quantity in .xls Format,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
