Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
350.0,Nil,Nil,No,PWD,PW-KD-E-Tender/2021-22-2020-22 dt 27-07-2021,2021_PWD_50938_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,07-Aug-2021 09:00 AM,12-Aug-2021 11:00 AM,07-Aug-2021 09:00 AM,12-Aug-2021 09:00 AM,NA ,NA ,07-Aug-2021 09:00 AM,12-Aug-2021 09:00 AM,19-Aug-2021 02:35 PM,1.0,ICICI BANK,Restoration of Rain Damages on variious roads unde Kotkhai Sub-Division,Repair of Pot Holes on Various roads under Gumma Section,Please refer Tender documents. ,NA ,"6,53,062",Civil Works - Roads,NA ,Tender,90.0,60.0,HPPWD Division Kotkhai,171202.0,NA ,NA ,NA ,EE Kotkhai,No ,No,"13,100",No,fixed,,Nil,Nil,Executive Engineer,Division HPPWD Kotkhai,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),AOC,PWD,2021_PWD_50938_1,PW-KD-E-Tender/2021-22-2020-22 dt 27-07-2021,Restoration of Rain Damages on variious roads unde Kotkhai Sub-Division,Executive Engineer,Internal,"XEN, AE, HDM, SR. Asstt.",Ramesh Rana,19-Aug-2021 02:30 PM,19-Aug-2021 02:35 PM,techsummary_76162.pdf (545.29 KB),Executive Engineer,Internal,"XEN, AE, Supdt. Gr-II, Sr. Asstt",Ramesh Rana,03-Aug-2022 01:22 PM,finsummary_76162.pdf (189.43 KB),16-Aug-2022,"INR 653,063",60.0,Ramesh Rana,16-Aug-2022 01:20 PM,1.pdf (513.00 KB),1.0,229194.0,dinesh,11-Aug-2021 11:28 AM,Rejected-Technical,Not Qualified,19-Aug-2021 02:30 PM,Technical,UPLOADED SUMMARY,Ramesh Rana,19-Aug-2021 02:28 PM,technical_76162.pdf,Finance,SUMMARY UPLOADED,Ramesh Rana,03-Aug-2022 01:19 PM,finance_76162.pdf,BOQ Comparative Chart,1.0,229135.0,HEM LATA,INR,"790,543",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,229135.0,HEM LATA,10-Aug-2021 09:07 PM,Accepted-AOC,LOWEST BIDDER TO AWARDED THE WORK,16-Aug-2022 01:21 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 23),AOC,,,,,,,,,,,,,,,,,,,,,,,,3.0,228703.0,M/s Pardeep Sublaik,10-Aug-2021 09:08 PM,Rejected-Finance,L2 BIDDER,03-Aug-2022 01:22 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration (General Rules No 21),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 (Refer General Rules No.26.7),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 16),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 25 A),AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
