S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
1.0,289160.0,KULBINDER SINGH GOVT CONTRACTOR,29-Jun-2022 01:50 PM,Rejected-AOC,accept,02-Aug-2022 01:57 PM,Executive Engineer JSV Division Thural,Internal,"Tender Asstt,Supdtt,HDM,",Anil Kumar,02-Jul-2022 05:12 PM,02-Jul-2022 05:15 PM,techsummary_93516.pdf (1772.16 KB),21-Jul-2022,"INR 1,197,770",90.0,Anil Kumar,02-Aug-2022 01:57 PM,AOC.pdf (52.00 KB),Sh. Saurabh Vasudeva Govt.Cont. Ward No.4 Palampur. Tehsil Palampur District Kangra HP.,Technical,3 Nos contractor/firm bid documents downloaded sucessfully summary attached,Anil Kumar,02-Jul-2022 05:08 PM,technical_93516.pdf,Finance,BOQ downlaoded sucessfully summary attached,Anil Kumar,04-Jul-2022 11:34 AM,finance_93516.pdf,BOQ Comparative Chart,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2022_HPIPH_61968_1,THL-KNG05-729 (5599-5658 dated 21.06.2022),Providing LWSS to PC habitation of GP Kiarwan and Chowkizona in Tehsil Palampur Distt. Kangra,1.0,289002.0,Saurabh Vasudeva,INR,"1,197,770",Executive Engineer JSV Division Thural,Internal,"Tender Asstt,Supdtt, HDM,AEtoEE",Anil Kumar,04-Jul-2022 11:36 AM,finsummary_93516.pdf (1772.16 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Documents and Earnest money etc Shall be deposited through online mode ( E-Payment ).,22-Jun-2022 05:00 PM,30-Jun-2022 11:30 AM,22-Jun-2022 05:00 PM,29-Jun-2022 05:00 PM,NA ,NA ,22-Jun-2022 05:00 PM,29-Jun-2022 05:00 PM,02-Jul-2022 05:15 PM,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 (5599-5658 dated 21.06.2022),2022_HPIPH_61968_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,"21,004",Yes,fixed,,Nil,Nil,Providing LWSS to PC habitation of GP Kiarwan and Chowkizona in Tehsil Palampur Distt. Kangra,Providing LWSS to PC habitation of GP Kiarwan and Chowkizona in Tehsil Palampur Distt. Kangra,Please refer Tender documents. ,NA ,"10,50,200",Miscellaneous Services,NA ,Tender,120.0,90.0,Providing LWSS to PC habitation of GP Kiarwan and,176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,1.0,ICICI BANK,Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,400.0,Nil,Nil,No,AOC
2.0,289021.0,P C Construction,28-Jun-2022 06:01 PM,Rejected-AOC,accept,02-Aug-2022 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Certificate of Registration with JSV (IPH) Department in appropriate class and latest renewal th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC
3.0,289002.0,Saurabh Vasudeva,28-Jun-2022 04:31 PM,Accepted-AOC,accept,02-Aug-2022 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Income Tax and GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,The list of similar nature work done/ completed /work in progress with performance certificate d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Registration copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Copy of authorization DSC be uploaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other conditions as per terms and conditions folder be required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Contractor shall supply equipment of make approved by HP Jal Shakti Vibhag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
