Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,Appropriate Contractor registration (as per tender condition),Executive Engineer,HPSIDC Shimla,Construction of road from NH-7 to the factory unit of M/S Mediclove Pharmaceuticals at Ind. Area Kala Amb Distt. Sirmour (HP).,Construction of road from NH-7 to the factory unit of M/S Mediclove Pharmaceuticals at Ind. Area Kala Amb Distt. Sirmour (HP).,Please refer Tender documents. ,NA ,"30,82,034",Civil Works,NA ,Tender,120.0,90.0,Kala Amb,173030.0,NA ,NA ,NA ,HPSIDC Shimla,No ,No,"3,500",Nil,Nil,No,HP SIDC Limited,Job No. 6,2022_SIDC_60535_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"53,300",No,fixed,,Nil,Nil,13-May-2022 11:00 AM,21-May-2022 11:00 AM,13-May-2022 11:00 AM,20-May-2022 05:00 PM,NA ,NA ,13-May-2022 11:00 AM,20-May-2022 05:00 PM,07-Jun-2022 11:00 AM,1.0,ICICI BANK,AOC,20-Jul-2022,"INR 2,066,960",90.0,BHUP SINGH,02-Aug-2022 03:54 PM,mediclove.pdf (1968.00 KB),Award letter,1.0,283078.0,ANIL KUMAR,INR,"2,066,960",SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,17-Jun-2022 04:19 PM,finsummary_91448.pdf (30.81 KB),HP SIDC Limited,2022_SIDC_60535_1,Job No. 6,Construction of road from NH-7 to the factory unit of M/S Mediclove Pharmaceuticals at Ind. Area Kala Amb Distt. Sirmour (HP).,Finance,Financial summary,Sushant Singh Negi,17-Jun-2022 04:15 PM,finance_91448.pdf,BOQ Comparative Chart,Technical,Technical summary,Sushant Singh Negi,06-Jun-2022 03:14 PM,technical_91448.pdf,SE,Internal,"DM, Manager(F), AE(HQ), EE(HQ)",Sushant Singh Negi,06-Jun-2022 03:16 PM,07-Jun-2022 11:00 AM,techsummary_91448.pdf (487.54 KB),1.0,283078.0,ANIL KUMAR,20-May-2022 01:20 PM,Accepted-AOC,AOC,02-Aug-2022 03:54 PM,AOC
,,.pdf,Signed copy of agreement form and approved make for materials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,283007.0,FAKIR CHAND,20-May-2022 07:50 AM,Rejected-Finance,Forth lowest bidder,17-Jun-2022 04:19 PM,AOC
,,.pdf,Affidavit that the information furnished with the bid documents is true and correct.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,283119.0,GIAN CHAND,20-May-2022 04:54 PM,Rejected-Finance,Second lowest bidder,17-Jun-2022 04:19 PM,AOC
,,.pdf,Affidavit that you have not more than 2 works in hand each of Rs.100 lakh or above in any department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,282932.0,Jai Parkash,19-May-2022 06:03 PM,Rejected-Finance,Third lowest bidder,17-Jun-2022 04:19 PM,AOC
,,.pdf,Proof copy of EPF registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Proof copy of GST registration No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of latest ITR and pan card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of receipt of EMD and cost of form,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Copy of successfully completed work done certificate (as per tender conditions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
