Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"Providing LWSS to PC habitation under GP Burmapapri, Koulanwala Bhood, Palion, Nahan and Bankala in Tehsil Nahan","Providing, Laying, jointing and testing of R/main API-X 42 and Laying and jointing of GMS pipes of various dia and Supply and errection of submersible pumping machinery in Bikram Bag, Burmapapri, Nahan and Shambhuwala section",Please refer Tender documents. ,NA ,"1,05,83,909",Pumps/Motors,NA ,Tender,120.0,720.0,Nahan,173001.0,NA ,NA ,NA ,Nahan,No ,No,"1,38,500",Yes,fixed,,Executive Engineer Jal Shakti Division Nahan,Nahan,1.0,ICICI BANK,Executive Engineer Jal Shakti Division Nahan,Executive Engineer Jal Shakti Division Nahan,"HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",NHN-SMROO-722 - 309-90 dt 18/04/2022,2022_HPIPH_59608_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,18-Apr-2022 05:00 PM,26-Apr-2022 11:30 AM,18-Apr-2022 05:00 PM,26-Apr-2022 11:00 AM,NA ,NA ,18-Apr-2022 05:00 PM,26-Apr-2022 11:00 AM,19-May-2022 01:45 PM,"1,500",Executive Engineer Jal Shakti Division Nahan,Nahan,No,1.0,Fee/PreQual/Technical,.pdf,Earnest Money as mentioned in NIT,AOC,SE Nahan,Internal,SudtWS CHD AED EED EENAhan SE,Ashish Rana,04-Jul-2022 05:54 PM,finsummary_90199.pdf (345.66 KB),1.0,279251.0,puneet angra,INR,"8,670,748","HP Irrigation and Public Health||Nahan Circle,Irrigation and Public Health,HP||Nahan,Irrigation and Public Health,HP",2022_HPIPH_59608_1,NHN-SMROO-722 - 309-90 dt 18/04/2022,"Providing LWSS to PC habitation under GP Burmapapri, Koulanwala Bhood, Palion, Nahan and Bankala in Tehsil Nahan",1.0,279239.0,Dharmender Chandel,25-Apr-2022 09:19 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-May-2022 01:23 PM,SE Nahan,Internal,CHD AED EED EENahan SE,Ashish Rana,19-May-2022 01:31 PM,19-May-2022 01:45 PM,techsummary_90199.pdf (318.11 KB),20-Jul-2022,"INR 10,583,909",730.0,Ashish Rana,08-Aug-2022 12:58 PM,AOC.pdf (666.00 KB),Award to Contractor,Technical,Technical Bid Opening Summary,Ashish Rana,19-May-2022 01:23 PM,technical_90199.pdf,Finance,Financial Bid OPening Summary,Ashish Rana,19-May-2022 03:26 PM,finance_90199.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Cost of TEnder Form as mentioned in NIT,AOC,,,,,,,,,,,,,,,,2.0,279276.0,H. C. Bansal Engg. & Contt.,26-Apr-2022 10:29 AM,Rejected-Finance,Reject,04-Jul-2022 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Registration in HPJSV in valid class as mentioned in NIT,AOC,,,,,,,,,,,,,,,,3.0,279215.0,HYDRAULIC ENGINEERING COMPANY,25-Apr-2022 07:58 PM,Rejected-Finance,Reject,04-Jul-2022 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EPF Registration as mentioned in NIT,AOC,,,,,,,,,,,,,,,,4.0,279251.0,puneet angra,26-Apr-2022 03:56 AM,Accepted-AOC,AOC,08-Aug-2022 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,PAN and GST as mentioned in NIT,AOC,,,,,,,,,,,,,,,,5.0,279209.0,Sai Aqua Machines and Builders,26-Apr-2022 09:53 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,19-May-2022 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking Joint venture is not allowed,AOC,,,,,,,,,,,,,,,,6.0,279271.0,shiv iron general engineers,26-Apr-2022 08:58 AM,Rejected-Finance,Reject,04-Jul-2022 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking carefully study all terms and conditions as mentioned in NIT,AOC,,,,,,,,,,,,,,,,7.0,279225.0,Surjeet Singh Thakur,25-Apr-2022 08:17 PM,Rejected-Finance,Reject,04-Jul-2022 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Dealership/subdealership of offered PM as mentioned in NIT,AOC,,,,,,,,,,,,,,,,8.0,279275.0,Vijay Kumar,26-Apr-2022 10:07 AM,Rejected-Finance,Reject,04-Jul-2022 05:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Undertaking oc curve chart alongwith selection pumps and motors as mentioned in NIT,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,affidavit specifying that the benefit availed under earnest money exemption has not been exhausted s,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
