S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage
1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,500.0,Nil,Nil,No,PWD,Job 5 Periodical Maintenance on Panjwari Bathri to,2022_PWD_58212_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"Job 5 Periodical Maintenance on Panjwari Bathri to Subowana Baliwal road km. 0-0 to 1-0 VR073, Panjawar Bathri to Thakran road km. 0-0 to 1-0 VR078 Sub Head Patch work, 30 mm thick BC, Zebra crossing and side lines therein Under State Head","Job 5 Periodical Maintenance on Panjwari Bathri to Subowana Baliwal road km. 0-0 to 1-0 VR073, Panjawar Bathri to Thakran road km. 0-0 to 1-0 VR078 Sub Head Patch work, 30 mm thick BC, Zebra crossing and side lines therein Under State Head",Please refer to Bidding Documents ,NA ,"23,70,041",Civil Works - Roads,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,19-Mar-2022 05:00 PM,26-Mar-2022 11:00 AM,19-Mar-2022 05:30 PM,25-Mar-2022 05:00 PM,NA ,NA ,19-Mar-2022 05:30 PM,25-Mar-2022 05:00 PM,29-Mar-2022 11:00 AM,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","43,100",No,fixed,,Nil,Nil,AOC,1.0,272377.0,B T Construction Company,25-Mar-2022 01:22 PM,Accepted-AOC,ok,30-Aug-2022 06:06 PM,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,28-Mar-2022 12:26 PM,technical_87944.pdf,Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,29-Mar-2022 07:34 PM,finance_87944.pdf,BOQ Comparative Chart,1.0,272377.0,B T Construction Company,INR,"2,091,920","Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,28-Mar-2022 05:02 PM,29-Mar-2022 11:00 AM,techsummary_87944.pdf (601.61 KB),PWD,2022_PWD_58212_1,Job 5 Periodical Maintenance on Panjwari Bathri to,"Job 5 Periodical Maintenance on Panjwari Bathri to Subowana Baliwal road km. 0-0 to 1-0 VR073, Panjawar Bathri to Thakran road km. 0-0 to 1-0 VR078 Sub Head Patch work, 30 mm thick BC, Zebra crossing and side lines therein Under State Head",18-Apr-2022,"INR 2,770,041",60.0,Arvind Chaudhary,30-Aug-2022 06:06 PM,Awardletter.pdf (1168.00 KB),Awardletter,"Er. Rajesh Kumar, EE",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,29-Mar-2022 08:04 PM,finsummary_87944.pdf (559.34 KB),AOC
2.0,ICICI NEFT/RTGS,,,.pdf,Earnest Money through online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,272432.0,Ishan Thakur,25-Mar-2022 04:18 PM,Rejected-Finance,Not L-1,29-Mar-2022 08:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Contractors Registration with validity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,271994.0,M/S R.R.Builders,25-Mar-2022 03:56 PM,Rejected-Finance,Not L-1,29-Mar-2022 08:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,G.S.T. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,272764.0,M/s Satish Kumar Sharma,25-Mar-2022 04:22 PM,Rejected-Finance,Not L-1,29-Mar-2022 08:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,E.P.F. No. and NOC from concerned department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,272431.0,R.D. DUVEDI,25-Mar-2022 04:38 PM,Rejected-Finance,Not L-1,29-Mar-2022 08:04 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
