S.No,Instrument Type,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Tender Stage
1.0,DD - Demand Draft,1.0,Fee/PreQual/Technical,.pdf,DOCUMENT COST,20-Dec-2018 04:00 PM,18-Jan-2019 02:30 PM,20-Dec-2018 04:00 PM,17-Jan-2019 03:00 PM,NA ,NA ,20-Dec-2018 04:00 PM,17-Jan-2019 03:00 PM,11-Mar-2022 01:00 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,SMC-NDC_Dental College,2018_PWBNH_10538_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Offline,No,No,No,"CE, PWD(Bldg), Assam, Chandmari, Ghy-3","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",0.0,No,fixed,,Nil,Nil,"1,500",Assam State Road Board Maintenance (Road) Fund,Guwahati,No,Consultancy services for the Work Construction of a new Government Dental College at Silchar in Cachar District,Consultancy services for the Work Construction of a new Government Dental College at Silchar in Cachar District,Please refer Tender documents. ,NA ,"12,78,54,000",Architecture/Interior Design,NA ,Tender,180.0,60.0,Cachar,788001.0,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ","O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3 ",05-Jan-2019 02:00 PM ,"O/O The CE, PWD(Bldg), Assam, Chandmari, Ghy-3",No ,No,1.0,Corrigendumsbd,Technical Bid,,AOC,1,50993,astroarchineers,31-Dec-2018 06:49 PM,Rejected-Technical,Not-Qualified,11-Mar-2022 12:31 PM,Public Works Building and NH Department||Chief Engineer-Building - PWBNH,2018_PWBNH_10538_1,SMC-NDC_Dental College,Consultancy services for the Work Construction of a new Government Dental College at Silchar in Cachar District,Technical,Summary,Mridul Talukdar,11-Mar-2022 12:28 PM,technical_16821.pdf,CE PWD (Bldg),Internal,,Mridul Talukdar,11-Mar-2022 12:31 PM,11-Mar-2022 01:00 PM,techsummary_16821.pdf (218.22 KB),AOC
2.0,BC - Bankers Cheque,,,.pdf,BIDDING DOCUMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,51609,CP and DS Associates,17-Jan-2019 12:29 PM,Accepted-AOC,Work Order Issued,31-Aug-2022 06:12 PM,,,,,,,,,,,,,,,,,AOC
3.0,BG - Bank Guarantee Irrevocable,,,.pdf,TECHNICAL QUALIFICATIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,52035,Dream Space,16-Jan-2019 02:16 PM,Rejected-Technical,Not-Qualified,11-Mar-2022 12:31 PM,,,,,,,,,,,,,,,,,AOC
4.0,FDR - Fixed Deposit Receipt,2.0,Finance,.pdf,FINANCIAL PROPOSAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,52154,GEO DESIGNS AND RESEARCH PRIVATE LIMITED,17-Jan-2019 01:32 PM,Rejected-Technical,Not-Qualified,11-Mar-2022 12:31 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,52186,INTEGRA VENTURES,17-Jan-2019 02:02 PM,Rejected-AOC,L4,31-Aug-2022 06:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,52003,I-WIN ADVISORY SERVICES LIMITED,16-Jan-2019 10:47 AM,Rejected-Technical,Not-Qualified,11-Mar-2022 12:31 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,52081,MJ CONSULTANCY,16-Jan-2019 08:40 PM,Rejected-AOC,L3,31-Aug-2022 06:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,50454,Pace Consultants,17-Jan-2019 12:49 PM,Rejected-Technical,Not-Qualified,11-Mar-2022 12:31 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,51854,Pankaj Phukan And Associates,11-Jan-2019 04:55 PM,Rejected-AOC,L2,31-Aug-2022 06:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,51449,Rajkhowas Aarchi,11-Jan-2019 05:23 PM,Rejected-Technical,Not-Qualified,11-Mar-2022 12:31 PM,,,,,,,,,,,,,,,,,AOC
