Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
500.0,Nil,Nil,No,"Executive Engineer, Una Division, HPPWD, Una","Executive Engineer, Una Division, HPPWD, Una","10,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,12-Feb-2022 05:00 PM,18-Feb-2022 11:00 AM,12-Feb-2022 05:00 PM,17-Feb-2022 05:00 PM,NA ,NA ,12-Feb-2022 05:00 PM,17-Feb-2022 05:00 PM,28-Feb-2022 10:00 AM,"Job 6 Repair to building of Co-Oprative societies registration at Una Distt. Una Sub Head Repair of plaster, painting, flooring and other maintenance work Deposit work","Job 6 Repair to building of Co-Oprative societies registration at Una Distt. Una Sub Head Repair of plaster, painting, flooring and other maintenance work Deposit work",Please refer to Bidding Documents ,NA ,"5,21,344",Civil Works - Buildings,NA ,Tender,75.0,60.0,Una,174303.0,NA ,NA ,NA ,"Executive Engineer, Una Division, HPPWD, Una",No ,No,PWD,Job 6 Repair to building of Co-Oprative societies,2022_PWD_56739_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender through online,AOC,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,26-Feb-2022 05:10 PM,28-Feb-2022 10:00 AM,techsummary_85485.pdf (653.82 KB),PWD,2022_PWD_56739_1,Job 6 Repair to building of Co-Oprative societies,"Job 6 Repair to building of Co-Oprative societies registration at Una Distt. Una Sub Head Repair of plaster, painting, flooring and other maintenance work Deposit work",15-Mar-2022,"INR 521,344",60.0,Rajesh Kumar,12-Aug-2022 06:15 PM,Awardletter.pdf (968.00 KB),Awardletter,"Er. Rajesh Kumar, E.E.",Internal,"Er. Kuldeep Singh AE to EE Harish Chander Sharma Head Draughtsman, Jagpal Singh Supdt. Gr-II Tara Singh Supdt. Gr-II",Rajesh Kumar,28-Feb-2022 06:58 PM,finsummary_85485.pdf (455.72 KB),1.0,263765.0,Jeewan Kumar,17-Feb-2022 10:33 AM,Rejected-Technical,As per Bid Evaluations,26-Feb-2022 05:10 PM,Technical,TechnicalBidOpeningSummary,Rajesh Kumar,22-Feb-2022 04:16 PM,technical_85485.pdf,Finance,Proceedingregardingopeningoffinancialbids,Rajesh Kumar,28-Feb-2022 06:23 PM,finance_85485.pdf,BOQ Comparative Chart,1.0,264433.0,Vikas puri,INR,"753,388",AOC
,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Earnest Money through online,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,263976.0,Pushpinder Singh Govt Contractor,17-Feb-2022 12:42 PM,Rejected-Technical,As per Bid Evaluations,26-Feb-2022 05:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration with validity,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,264483.0,Satish Kumar,17-Feb-2022 12:54 PM,Rejected-Finance,Not L-1,28-Feb-2022 06:58 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,G.S.T. No. and NOC from concerned department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,264410.0,SUMIT SEHGAL,17-Feb-2022 02:05 PM,Rejected-Technical,As per Bid Evaluations,26-Feb-2022 05:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,E.P.F. No. and NOC from concerned department,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,264563.0,Tilak Raj,17-Feb-2022 02:06 PM,Rejected-Technical,As per Bid Evaluations,26-Feb-2022 05:10 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equival",AOC,,,,,,,,,,,,,,,,,,,,,,,,,6.0,264433.0,Vikas puri,17-Feb-2022 12:25 PM,Accepted-AOC,ok,12-Aug-2022 06:15 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Work in hand certificate duly issued by the Engineer-in-Charge, not below the rank of an E.E or equi",AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Machinery Tool Plant as per bid documents along with documentary proof.,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An Affidavit of Both Gazetted and non-Gazetted officer HPPWD employees related to him (General Rule,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,An affidavit that information furnished with the bid (Name of works is correct in all respect).,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
