Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
09-Jun-2022 10:00 AM,24-Jun-2022 11:30 AM,09-Jun-2022 10:00 AM,24-Jun-2022 11:00 AM,NA ,NA ,09-Jun-2022 10:00 AM,24-Jun-2022 11:00 AM,05-Jul-2022 11:30 AM,1.0,Fee/PreQual/Technical,.pdf,Bid for Part-I of the Bid as per Section-6,"12,64,000",No,fixed,,Nil,Nil,Superintending Engineer 7th Circle HPPWD Dalhousie,Superintending Engineer 7th Circle HPPWD Dalhousie,1.0,ICICI BANK,PWD,No. SEVII/NABARD/3276-3295 dated 03-06-2022,2022_PWD_61550_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"5,000",Nil,Nil,No,"Improvement /widening and M/T of Kohlari to Talai road km 0/0 to 7/00 under RIDF XXVII (SH Improvement Cross Drainage work , M/T ,Construction of Drain and Parapets","Improvement /widening and M/T of Kohlari to Talai road km 0/0 to 7/00 under RIDF XXVII (SH Improvement Cross Drainage work , M/T ,Construction of Drain and Parapets",Please refer Tender documents. ,NA ,"6,31,74,237",Civil Works - Roads,NA ,Tender,75.0,540.0,Chamba,176310.0,NA ,NA ,NA ,Superintending Engineer 7th Circle HPPWD Dalhousie,No ,No,AOC,Superintending Engineer,Internal,"Dealing Assistant C and C Superintendent Gr.II , Engineer Officer, Executive Engineer Design 7th Circle HPPWD Dalhousie and Executive Engineer Chamba Division HPPWD Chamba",Jeet Singh Thakur,29-Jun-2022 03:30 PM,05-Jul-2022 11:30 AM,techsummary_92884.pdf (2871.87 KB),PWD,2022_PWD_61550_1,No. SEVII/NABARD/3276-3295 dated 03-06-2022,"Improvement /widening and M/T of Kohlari to Talai road km 0/0 to 7/00 under RIDF XXVII (SH Improvement Cross Drainage work , M/T ,Construction of Drain and Parapets",08-Aug-2022,"INR 63,174,237",540.0,Jeet Singh Thakur,08-Aug-2022 08:54 PM,3.7754aockohlari.pdf (582.00 KB),"Improvement /widening and M/T of Kohlari to Talai road km 0/0 to 7/00 under RIDF XXVII (SH Improvement Cross Drainage work , M/T ,Construction of Drain and Parapets",SE,Internal,Dealing Assistant Superintendent Gr.II EO 7th circle HPPWD Dalhousie HPPWD Dalhousie,Jeet Singh Thakur,08-Aug-2022 08:51 PM,finsummary_92884.pdf (162.71 KB),1.0,288124.0,construction,23-Jun-2022 06:23 PM,Accepted-AOC,Performance security received from the contractor and the work has been awarded,08-Aug-2022 08:56 PM,Technical,BOS,Jeet Singh Thakur,25-Jun-2022 06:30 PM,technical_92884.pdf,Finance,BOS,Jeet Singh Thakur,05-Jul-2022 06:56 PM,finance_92884.pdf,BOQ Comparative Chart,1.0,288124.0,construction,INR,"59,317,107",AOC
,,,,,,,,,,,.pdf,Cost of Tender Form as per Section-1 Point No. 3 through online mode i.e. Scanned copy of e-Payment,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,288092.0,G.P.ACHARYA,23-Jun-2022 02:33 PM,Rejected-Finance,5th lowest,08-Aug-2022 08:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Bid Security asper Section2 Cl-16.2 through online mode i.e Scanned copy of e-Payment/online payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3.0,288130.0,Kamal Thakur,24-Jun-2022 10:56 AM,Rejected-Finance,4th lowest,08-Aug-2022 08:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Registration as per Q.I-Section 3(1.1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4.0,288040.0,M/s R.K Mahajan Govt Contractor,23-Jun-2022 04:56 PM,Rejected-Finance,3rd lowest,08-Aug-2022 08:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.3.1), (1.3.2) (1.3.3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5.0,286780.0,Surinder Pal Dhall,24-Jun-2022 10:41 AM,Rejected-Finance,2nd lowest,08-Aug-2022 08:51 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.4), (1.5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.2), (1.7)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,"Q.I. as per Section 3(1.6), (1.8), (1.9), (1.10)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl (4.2 g) and Cl 4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,.pdf,Q.I. as per Section-2 Cl (4.4A (b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
