EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"15,900",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender (Indicated In Schedule F),500.0,Nil,Nil,No,Construction of road from Patyar Ghatdu via Sitri Jayan Bairti Nallah KM 0/0 to 3/600,SH- Cutting in KM 0/525 to 1/00.,as per tender documents ,NA ,"7,92,909",Civil Works - Roads,NA ,Tender,75.0,60.0,Dhami,171103.0,NA ,NA ,NA ,Shimla Rural Division HPPWD Dhami,No ,No,08-Mar-2022 06:05 PM,15-Mar-2022 11:00 AM,08-Mar-2022 06:05 PM,15-Mar-2022 09:00 AM,NA ,NA ,08-Mar-2022 06:05 PM,15-Mar-2022 09:00 AM,11-Apr-2022 12:30 PM,Executive Engineer,Shimla Rural Division HPPWD Dhami,1.0,ICICI BANK,PWD,PW-SRDD-CB-CTR-2021-22- 21516-564 dated 08-03-2022,2022_PWD_57709_5,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,AOC,1.0,269777.0,BESAR DASS,14-Mar-2022 01:34 PM,Rejected-Finance,L3 Bidder,25-May-2022 04:51 PM,Technical,Bid opening summary,Naveen Singh Kaundal,24-Mar-2022 12:48 PM,technical_87117.pdf,Finance,Bid opening summary,Naveen Singh Kaundal,25-Apr-2022 11:52 AM,finance_87117.pdf,BOQ Comparative Chart,1.0,269799.0,vikas sharma,INR,"555,036",PWD,2022_PWD_57709_5,PW-SRDD-CB-CTR-2021-22- 21516-564 dated 08-03-2022,Construction of road from Patyar Ghatdu via Sitri Jayan Bairti Nallah KM 0/0 to 3/600,Er Suresh Kumar Chandel,Internal,"Sh Prem Raj Meena DAO, Sh Ram Sawaroop Supdt., Sh Amar Nath Arrora HDM",Naveen Singh Kaundal,11-Apr-2022 12:12 PM,11-Apr-2022 12:30 PM,techsummary_87117.pdf (526.67 KB),Er Suresh Kumar Chandel,Internal,"Sh Prem Raj Meena DAO, Sh Ram Swaroop Thakur Supdt., Sh Amar Nath Arrora HDM.",Naveen Singh Kaundal,25-May-2022 04:51 PM,finsummary_87117.pdf (1846.00 KB),06-Aug-2022,"INR 792,909",60.0,Naveen Singh Kaundal,06-Aug-2022 04:13 PM,PtyarGhatru-AOC.pdf (381.00 KB),AOC,AOC
,,,,,,,,.pdf,The Earnest Money (Indicated In Schedule F),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,AOC,2.0,270035.0,Champa sharma,15-Mar-2022 08:21 AM,Rejected-Finance,The bidder has given written undertaking to this office that she has no objection if the tender will be awarded to Sh. Vikas Sharma.,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Contractors Registration (Refer General Rules No 20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,269850.0,Chander Shekhar Sharma,14-Mar-2022 03:27 PM,Rejected-Finance,L4 Bidder,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,GST Registration (General Rules No 24.4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4.0,269369.0,Dushyant Sharma,14-Mar-2022 11:55 AM,Rejected-Finance,The bidder has given written undertaking to this office that he has no objection if the tender will be awarded to Sh. Vikas Sharma.,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Work In Hand as Per General Rule 24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5.0,269772.0,JAI PRAKASH SHARMA,14-Mar-2022 01:27 PM,Rejected-Finance,L7 bidder,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,"List Of Machinery, Tool, Plant(Refer Schedule F With Reference To Clause 18)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6.0,270045.0,MOTI LAL SHARMA,15-Mar-2022 08:35 AM,Rejected-Finance,L9 Bidder,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Form No 8 (Refer General Rules No.24.8),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7.0,269879.0,NOKH RAM SHARMA,14-Mar-2022 05:55 PM,Rejected-Finance,L6 Bidder,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him (General Rule No 14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8.0,270053.0,Om Prakash,15-Mar-2022 08:49 AM,Rejected-Finance,Absurd rate quoted by the bidder.,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect as General Rule No 1.2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9.0,269795.0,Pankaj Sharma,14-Mar-2022 03:59 PM,Rejected-Finance,L8 Bidder,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds(Refer General Rule 22 A),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10.0,269671.0,Vidya Dutt Sharma,14-Mar-2022 05:10 PM,Rejected-Finance,L5 Bidder,25-May-2022 04:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
