Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Corrigendum Title,Corrigendum Type,View,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No.1,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Source Strengthening WSS Sadarpur Thanpuri Rajiana and WSS Jandrah,Source Strengthening WSS Sadarpur Thanpuri Rajiana and WSS Jandrah JJM SH Drilling lowering of assembly Tube well Construction of Trench weir WTP Construction of various UG Reservoir Construction of Pump House Supply and errection of pumping mac,Please refer Tender documents. ,NA ,"16,84,73,058",Civil Works,NA ,Tender,90.0,730.0,Nagrota Bagwan,176047.0,NA ,NA ,NA ,Nagrota Bagwan,No ,No,Er. Rahul Dhiman E.E.,JSV Division Nagrota Bagwan,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of cost of Form,1.0,Corrigendum,Date,,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",NGB-KNG01-773,2022_HPIPH_60191_1,Yes,Open Tender,Lump-sum,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,ICICI BANK,"16,84,731",No,fixed,,EE JSV Nagrota Bagwan,EE JSV Nagrota Bagwan,"2,500",EE JSV Nagrota Bagwan,EE JSV Nagrota Bagwan,No,30-Apr-2022 05:00 PM,17-May-2022 11:00 AM,30-Apr-2022 05:00 PM,17-May-2022 10:30 AM,NA ,NA ,30-Apr-2022 05:00 PM,17-May-2022 10:30 AM,19-May-2022 11:10 AM,AOC,Er. Sunil Kanotra C.E. DZ,Internal,Er. Deepak Garg S.E. Er. Sushil Katoch E.E. (D) Er. Rahul Dhiman EE Nagrota Bagwan Sh. Ashish Sharma AC Er. Kamal Sharma AE D,Rahul Dhiman,19-May-2022 11:09 AM,19-May-2022 11:10 AM,techsummary_90976.pdf (803.24 KB),1.0,281558.0,HARJEET SINGH,14-May-2022 09:02 PM,Rejected-Finance,Highest Amount,04-Aug-2022 01:00 PM,04-Aug-2022,"INR 168,473,058",730.0,Rahul Dhiman,04-Aug-2022 01:02 PM,Award.pdf (410.00 KB),Award,Finance,Financial bid opened on dated 19.05.2022,Rahul Dhiman,25-May-2022 03:56 PM,finance_90976.pdf,BOQ Comparative Chart,Technical,Technical Bid opened on dated 17.05.2022,Rahul Dhiman,19-May-2022 11:03 AM,technical_90976.pdf,Er Rahul Dhiman EE,Internal,Smt Anita Rana Supdt Gr-II Smt.Kanchan Bala HDM,Rahul Dhiman,04-Aug-2022 01:00 PM,finsummary_90976.pdf (383.02 KB),"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Nagrota Bagwan",2022_HPIPH_60191_1,NGB-KNG01-773,Source Strengthening WSS Sadarpur Thanpuri Rajiana and WSS Jandrah,1.0,281483.0,M/s JAGDISH PRASAD AGARWAL,INR,"178,930,094",AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of EMD as per NIT,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,281483.0,M/s JAGDISH PRASAD AGARWAL,16-May-2022 04:59 PM,Accepted-AOC,Lowest,04-Aug-2022 01:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Copy of enlistment with JSV deptt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3.0,281873.0,National India Construction Co.,16-May-2022 04:54 PM,Rejected-Technical,Reject,19-May-2022 11:09 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of PAN Income Tax Annual Turn Over as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4.0,281904.0,Unipro Techno Infrastructure Pvt Ltd,16-May-2022 03:42 PM,Rejected-Finance,Highest Amount,04-Aug-2022 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned copy of GST EPF as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Scanned Copy of Work Done as per NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit undertaking Regarding DSC Authorization etc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Curve Chart must upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Unit size calculation of Water Treatment Plant alongwith their fitment on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.pdf,Form6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
