Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.2,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Tender Stage
Technical,Summary,Mast Ram Rana,25-Mar-2021 02:42 PM,technical_68358.pdf,Er.B.M Thakur,Internal,"Er Ankit Samkaria , AE Gopalapur , Er. Manoj Sood AE to EE, Sh. Rajinder Choudahry Sr. DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Mast Ram Rana,25-Mar-2021 02:43 PM,25-Mar-2021 03:00 PM,techsummary_68358.pdf (1005.93 KB),1.0,204153.0,M/s Kamala Enterprises,20-Mar-2021 09:07 PM,Accepted-AOC,Work completed,25-Aug-2022 01:13 PM,Finance,SUMMARY,Mast Ram Rana,26-Apr-2021 12:38 PM,finance_68358.pdf,BOQ Comparative Chart,Er.B.M Thakur,Internal,"Er Ankit Samkaria , AE Gopalapur , Er. Manoj Sood AE to EE, Sh. Rajinder Choudahry Sr. DAO, Sh Sunil Dutt Supdt, Sh Manoj Kumar HDM",Mast Ram Rana,26-Apr-2021 12:44 PM,finsummary_68358.pdf (443.18 KB),PWD,2021_PWD_45407_11,17974-23 HPPWD Palampur,Periodical Maintenance of LUGRI BHATTI KANDI TO RAJNALI ROAD (PMGSY ROAD) (HP0402VR002119303) (AMP 2021-22) Phase-I,20-May-2021,"INR 802,722",90.0,Manoj Sood,25-Aug-2022 01:13 PM,45407.pdf (318.00 KB),AOC,1.0,204153.0,M/s Kamala Enterprises,INR,"1,188,825",AOC,Periodical Maintenance of LUGRI BHATTI KANDI TO RAJNALI ROAD (PMGSY ROAD) (HP0402VR002119303) (AMP 2021-22) Phase-I,Providing and Laying 30 mm thick Bitumen Concrete with Paver finisher in Km 2/000 to 3/000,Please refer Tender documents. ,NA ,,Civil Works - Roads,NA ,Tender,120.0,90.0,Palampur,176061.0,NA ,NA ,NA ,Palampur,No ,No,"16,100",No,fixed,,Nil,Nil,PWD,17974-23 HPPWD Palampur,2021_PWD_45407_11,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,350.0,Nil,Nil,No,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of tender form,10-Mar-2021 05:20 PM,22-Mar-2021 11:30 AM,10-Mar-2021 05:25 PM,22-Mar-2021 11:00 AM,NA ,NA ,10-Mar-2021 05:30 PM,22-Mar-2021 11:00 AM,25-Mar-2021 03:00 PM,Executive Enginer,HPPWD Division Palampur,AOC
,,,,,,,,,,,,2.0,204354.0,Navneet Thakur,20-Mar-2021 08:26 PM,Rejected-Finance,L2,26-Apr-2021 12:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with the bid are true,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List of machinery and Equipment as per SBD,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form 7/8 duly signed by the Contractor,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Employee Provident Fund( EPF) registration number,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC
