Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Bank Name,Tender Stage
Technical,sum,Suresh Kumar Walia,30-Jul-2022 12:54 PM,technical_94483.pdf,1.0,292354.0,MANISH GOVT CONTRACTOR,22-Jul-2022 04:49 PM,Accepted-AOC,Award,17-Aug-2022 02:32 PM,Finance,sum,Ankit Kumar,06-Aug-2022 01:19 PM,finance_94483.pdf,BOQ Comparative Chart,1.0,292354.0,MANISH GOVT CONTRACTOR,INR,"2,776,271",12-Aug-2022,"INR 3,104,444",60.0,Suresh Kumar Walia,17-Aug-2022 02:32 PM,Award.pdf (261.00 KB),Award,Executive Engineer,Internal,AE DAO Supdt HDM,Ankit Kumar,06-Aug-2022 01:21 PM,finsummary_94483.pdf (17.88 KB),Executive Engineer,Internal,AE DAo Supdt HDM,Suresh Kumar Walia,30-Jul-2022 12:54 PM,01-Aug-2022 10:00 AM,techsummary_94483.pdf (890.30 KB),PWD,2022_PWD_62677_1,PWD- Civil-13/7-Tanda,Construction of Centre Excellence in Mental Health For Dr R.P. Govt. Medical College Kangra at Tanda in Distt Kangra (HP),AOC,"1,500",Nil,Nil,No,Construction of Centre Excellence in Mental Health For Dr R.P. Govt. Medical College Kangra at Tanda in Distt Kangra (HP),Balance work of building portion i.e. priming coat beading expansion gap sheet tinted glass and heritage paint work etc,Please refer Tender documents. ,NA ,"31,04,444",Civil Works - Buildings,NA ,Tender,120.0,60.0,Tandaa,176001.0,NA ,NA ,NA ,HP PWD Division Tanda at Nagrota Bagwan,No ,No,PWD,PWD- Civil-13/7-Tanda,2022_PWD_62677_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"62,100",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Copy of online receipt of EMD and Cost of Tender form,13-Jul-2022 11:00 AM,23-Jul-2022 11:00 AM,13-Jul-2022 11:00 AM,23-Jul-2022 10:00 AM,NA ,NA ,13-Jul-2022 11:00 AM,23-Jul-2022 10:00 AM,01-Aug-2022 10:00 AM,Executive Engineer,HP PWD Division Tanda at Nagrota Bagwan,1.0,ICICI BANK,AOC
,,,,,2.0,292349.0,Shadil Thakur,22-Jul-2022 05:19 PM,Rejected-Finance,Lowest 2,06-Aug-2022 01:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor registration,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"PAN No, GST No, EPF No",,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit that the information submitted with bid namely ( ) are true and correct,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit regarding near relative working in the PWD and no relation gazetted,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Under taking that no arbitration/litigation with PWD is pending in any court of Law,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 duly signed on Judicial Paper,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate as per SBD,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Detail of Machinery and Technical Staff as per SBD with proof,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,AOC
