EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"44,654",Yes,fixed,,Nil,Nil,Executive Engineer JSV Division Thural,O/O The Executive Engineer JSV Division Thural,1.0,Fee/PreQual/Technical,.pdf,Cost of Bid Documents and Earnest money etc Shall be deposited through online mode ( E-Payment ).,"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",THL-KNG05-729 (5599-5658 dated 21.06.2022),2022_HPIPH_61971_1,Yes,Open Tender,Item Wise,Services,2.0,No,No,Online,No,No,No,400.0,Nil,Nil,No,22-Jun-2022 05:00 PM,30-Jun-2022 11:30 AM,22-Jun-2022 05:00 PM,29-Jun-2022 05:00 PM,NA ,NA ,22-Jun-2022 05:00 PM,29-Jun-2022 05:00 PM,02-Jul-2022 05:15 PM,CAD work for LIS Kural in Tehsil Palampur Distt. Kangra HP,CAD work for LIS Kural in Tehsil Palampur Distt. Kangra HP,Please refer Tender documents. ,NA ,"22,32,715",Miscellaneous Services,NA ,Tender,120.0,90.0,CAD work for LIS Kural in Tehsil Palampur Distt,176107.0,NA ,NA ,NA ,O/O The Executive Engineer JSV Division Thural,No ,No,1.0,ICICI BANK,AOC,1.0,289153.0,KULBINDER SINGH GOVT CONTRACTOR,29-Jun-2022 01:09 PM,Rejected-AOC,accept,02-Aug-2022 02:00 PM,Executive Engineer JSV Division Thural,Internal,"Tender Asstt,Supdtt,HDM,",Anil Kumar,02-Jul-2022 05:11 PM,02-Jul-2022 05:15 PM,techsummary_93518.pdf (1734.68 KB),21-Jul-2022,"INR 2,568,470",90.0,Anil Kumar,02-Aug-2022 02:00 PM,AOC.pdf (53.00 KB),Sh. Saurabh Vasudeva Govt.Cont. Ward No.4 Palampur. Tehsil Palampur District Kangra HP.,Technical,3 Nos contractor/ firm bid documents downloaded sucessfully attached,Anil Kumar,02-Jul-2022 05:09 PM,technical_93518.pdf,Finance,BOQ,Anil Kumar,04-Jul-2022 11:25 AM,finance_93518.pdf,BOQ Comparative Chart,Executive Engineer JSV Division Thural,Internal,"Tender Asst,Supdtt,HDM,AEtoEE",Anil Kumar,04-Jul-2022 11:38 AM,finsummary_93518.pdf (1734.68 KB),1.0,288997.0,Saurabh Vasudeva,INR,"2,568,470","HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||Thural,Irrigation and Public Health,HP",2022_HPIPH_61971_1,THL-KNG05-729 (5599-5658 dated 21.06.2022),CAD work for LIS Kural in Tehsil Palampur Distt. Kangra HP,AOC
,,,,,,,,,,.pdf,Certificate of Registration with JSV (IPH) Department in appropriate class and latest renewal th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,289015.0,P C Construction,28-Jun-2022 05:17 PM,Rejected-AOC,accept,02-Aug-2022 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Income Tax and GST registration and latest clearance certificate thereof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3.0,288997.0,Saurabh Vasudeva,28-Jun-2022 04:24 PM,Accepted-AOC,accept,02-Aug-2022 02:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,The list of similar nature work done/ completed /work in progress with performance certificate d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Registration copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private Organization etc h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Copy of authorization DSC be uploaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Other conditions as per terms and conditions folder be required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,.pdf,Contractor shall supply equipment of make approved by HP Jal Shakti Vibhag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
