Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :,Document :.3,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
PWD,PW-JD/E-Tender/2022-23 -2795-97 DT. 18.06.2022,2022_PWD_62039_2,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,Executive Engineer Jubbal,HPPWD Jubbal,C/O Madhaik nalla to Baina via Shamshanghat road KM 0/0 to 2/0,"C/O Breast wall at RD 1/389 to 1/434,1/457 to 1/484 and Retaining wall at RD 1/546 to 1/563.50",Please refer Tender documents. ,NA ,"9,99,416",Civil Works - Roads,NA ,Tender,120.0,60.0,Jubbal,171205.0,NA ,NA ,NA ,Jubbal,No ,No,350.0,Nil,Nil,No,"20,000",No,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,Cost Of Tender as per Tender Document,23-Jun-2022 01:30 PM,29-Jun-2022 11:30 AM,23-Jun-2022 01:30 PM,28-Jun-2022 06:00 PM,NA ,NA ,23-Jun-2022 01:30 PM,28-Jun-2022 06:00 PM,29-Jun-2022 03:00 PM,1.0,ICICI BANK,AOC,1.0,288352.0,Ashwani Bramta,24-Jun-2022 03:54 PM,Accepted-AOC,ok,26-Aug-2022 03:38 PM,Technical,2 Nos of bids opened,Tarsem Singh,29-Jun-2022 01:46 PM,technical_93596.pdf,Finance,Work is awarded to lowest rate contractor Sh. Ashwani bramta,Tarsem Singh,29-Jun-2022 03:58 PM,finance_93596.pdf,BOQ Comparative Chart,1.0,288352.0,Ashwani Bramta,INR,"955,941",PWD,2022_PWD_62039_2,PW-JD/E-Tender/2022-23 -2795-97 DT. 18.06.2022,C/O Madhaik nalla to Baina via Shamshanghat road KM 0/0 to 2/0,Executive Engineer,Internal,HDM Supdt. Supdt. PMGSY Tender Assistant,Tarsem Singh,29-Jun-2022 02:43 PM,29-Jun-2022 03:00 PM,techsummary_93596.pdf (718.96 KB),Executive Engineer,Internal,HDM Supdt. Supdt. PMGSY Tender Assistant,Tarsem Singh,30-Jun-2022 09:38 AM,finsummary_93596.pdf (722.45 KB),26-Aug-2022,"INR 955,941",60.0,Tarsem Singh,26-Aug-2022 03:38 PM,232232.pdf (839.00 KB),Contract is awarded to lowest rate contractor Sh. Ashwani Bramta,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The Earnest Money as per Tender Document,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2.0,288358.0,Rekha Chauhan,24-Jun-2022 04:12 PM,Rejected-Finance,OK,30-Jun-2022 09:38 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractors Registration as per Tender Document,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST Registration as per Tender Document,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"List Of Machinery, Tool, Plants as per Tender Document",,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Form No 8 as per Tender Document,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted And Non-Gazetted Hppwd Employees Related To Him as per Tender Document,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished With The Bid Is Correct In All Respect,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds as per Tender Document,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Other Important Documents As Specified By The State In Proforma Of Schedule,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
