Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Executive Engineer,"Division No.1, HPPWD Bilaspur",1.0,Fee/PreQual/Technical,.pdf,Tender form cost and EMD indicated in schedule E.,350.0,Nil,Nil,No,"13,500",No,fixed,,Nil,Nil,1.0,ICICI BANK,PWD,PW-BLP1-CB-e-proc/2022-1402-50 dated 28/04/2022,2022_PWD_60677_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,13-May-2022 05:30 PM,20-May-2022 11:00 AM,13-May-2022 05:30 PM,20-May-2022 10:30 AM,NA ,NA ,13-May-2022 05:30 PM,20-May-2022 10:30 AM,24-May-2022 05:20 PM,Balance work of Distt. Hospital Bilaspur HP,P/L cement concrete interlocking paver block.,Please refer Tender documents. ,NA ,"6,53,623",Civil Works - Others,P/L cement concrete interlocking paver block. ,Tender,120.0,180.0,Bilaspur,174001.0,NA ,NA ,NA ,"Division No.1, HPPWD Bilaspur",No ,No,AOC,PWD,2022_PWD_60677_1,PW-BLP1-CB-e-proc/2022-1402-50 dated 28/04/2022,Balance work of Distt. Hospital Bilaspur HP,Executive Engineer,Internal,HDM DAO SUPDT,Rajinder Singh,24-May-2022 05:17 PM,24-May-2022 05:20 PM,techsummary_91652.pdf (336.72 KB),Executive Engineer,Internal,HDM DAO SUPDT,Rajinder Singh,09-Jun-2022 11:59 AM,finsummary_91652.pdf (174.49 KB),02-Aug-2022,"INR 653,623",180.0,Rajinder Singh,02-Aug-2022 05:32 PM,Premlalhospital.pdf (619.00 KB),Award letter dated 06.07.2022,1,282873,Ashish Dhillon,19-May-2022 12:44 PM,Rejected-Finance,Due to L2,09-Jun-2022 11:59 AM,Technical,Technical bid opening summary,Rajinder Singh,24-May-2022 05:15 PM,technical_91652.pdf,Finance,Financial bid opening summary,Rajinder Singh,09-Jun-2022 11:53 AM,finance_91652.pdf,BOQ Comparative Chart,1.0,283025.0,PREM lAL,INR,"749,132",AOC
,,,,.pdf,Contractor Registration.,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,282938,CHAMAN KUMAR GOVT CONTRACTOR,19-May-2022 06:30 PM,Rejected-Finance,Due to L10,09-Jun-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,GST EPF and PAN Number.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,282948,HARSH MEHTA,19-May-2022 07:29 PM,Rejected-Finance,Due to L9,09-Jun-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Work done certificate and work in hand certificate duly signed by the concerned EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,282954,Pankaj Thakur,19-May-2022 07:35 PM,Rejected-Finance,Due to L5,09-Jun-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Affidavit of correctness.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,283025,PREM lAL,20-May-2022 10:28 AM,Accepted-AOC,Due to L1,02-Aug-2022 05:32 PM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,"Affidavit of machinery, tools and plants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,282916,Roshan Lal,19-May-2022 05:01 PM,Rejected-Finance,Due to L4,09-Jun-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,,,.pdf,Form No 8 of SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,283023,Sada Ram,20-May-2022 09:47 AM,Rejected-Finance,Due to L7,09-Jun-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,282899,sanjeev kumar govt contractor,19-May-2022 04:11 PM,Rejected-Finance,Due to L3,09-Jun-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,282921,VINOD KUMAR GOVT CONT,19-May-2022 06:03 PM,Rejected-Finance,Due to L6,09-Jun-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,282963,Vipan Thakur,20-May-2022 10:23 AM,Rejected-Finance,Due to L8,09-Jun-2022 11:59 AM,,,,,,,,,,,,,,,,,AOC
