S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,S.No.2,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,S.No.1.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :
1.0,ICICI BANK,"5,000",Nil,Nil,No,PWD,PW-BLP1-CBe-proc/23-19299-350 dt 9.2.23,2023_PWD_69461_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"30,15,000",No,fixed,,Nil,Nil,Executive Engineer,"Division No.1, HPPWD Bilaspur",1.0,Fee/PreQual/Technical,.pdf,Tender form cost and EMD as mentioned in Section 1.,Upgradation of Sakroha Manjhwar Jabalyana Sohar road under NABARD.,"Removal of formation Deficiencies, R/Wall.CD Works, GSB M/T etc.",Please refer Tender documents. ,NA ,"15,07,53,775",Civil Works - Roads,"Removal of formation Deficiencies, R/Wall.CD Works ",Tender,75.0,730.0,Bilaspur,174001.0,NA ,NA ,NA ,"Division No.1, HPPWD Bilaspur",No ,No,1.0,Regarding item unit and maintenance rates.,Other,,22-Feb-2023 05:10 PM,06-Mar-2023 11:00 AM,22-Feb-2023 05:10 PM,06-Mar-2023 10:30 AM,NA ,NA ,22-Feb-2023 05:10 PM,06-Mar-2023 10:30 AM,24-Mar-2023 10:00 AM,Executive Engineer,Internal,HDM DAO SUPDT AEBeri AE-II BLP,Manohar Lal Sharma,22-Mar-2023 05:19 PM,24-Mar-2023 10:00 AM,techsummary_104789.pdf (718.18 KB),PWD,2023_PWD_69461_1,PW-BLP1-CBe-proc/23-19299-350 dt 9.2.23,Upgradation of Sakroha Manjhwar Jabalyana Sohar road under NABARD.,24-Jun-2023,"INR 150,753,775",730.0,Manohar Lal Sharma,24-Jun-2023 05:19 PM,Budhaaward.pdf (1370.00 KB),Award letter dated 24.06.2023,Executive Engineer,Internal,HDM DAO SUPDT AEBERI AEIIBLP,Manohar Lal Sharma,25-Mar-2023 05:17 PM,finsummary_104789.pdf (219.75 KB),1.0,331404.0,Ajmer Singh,06-Mar-2023 09:30 AM,Rejected-Finance,Due to L2,25-Mar-2023,Technical,Technical bid opening summary,Manohar Lal Sharma,17-Mar-2023 06:49 PM,technical_104789.pdf,1.0,331757.0,M/S BUDHA GROUP OF CONSTRUCTIONS AND PROPERTIES,INR,"107,932,426",Finance,Financial bid opening summary,Manohar Lal Sharma,25-Mar-2023 05:10 PM,finance_104789.pdf,BOQ Comparative Chart
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Contractor Registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,330551.0,Arya Construction Company,05-Mar-2023 10:29 AM,Rejected-Finance,Due to L4,25-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,GST EPF and PAN Number and Labour Registration Certificate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,330887.0,Manohar Lal,05-Mar-2023 04:21 PM,Rejected-Finance,Due to L6,25-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Work done certificate and work in hand certificate duly signed by the concerned EE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,331757.0,M/S BUDHA GROUP OF CONSTRUCTIONS AND PROPERTIES,06-Mar-2023 06:51 AM,Accepted-AOC,Due to L1,24-Jun-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Financial turnover for last five years.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,330034.0,MSC Roads and Bridges Private Limited,05-Mar-2023 01:44 PM,Rejected-Finance,Due to L7,25-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Detail of technical personnels, machinery/Equipments as per Appendix to ITB.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,330705.0,M/S STRIKER & BROS,06-Mar-2023 10:16 AM,Rejected-Technical,Non Responsive,22-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Affidavit of correctness, no near relative working in HPPWD, no gazetted officer in his employment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,331187.0,M/S SUKHDEV SHARMA CONTRACTOR,05-Mar-2023 09:13 PM,Rejected-Finance,Due to L5,25-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Qualification information, Authorised address and contact detail of bidder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,331078.0,S.S.Chauhans Construction Private Limted,06-Mar-2023 09:41 AM,Rejected-Finance,Due to L3,25-Mar-2023,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Information on current litigation in which the bidder involved.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Evidence of access to line of credit and availability of other financial resources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
