Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Health and Family Welfare Department||Assam Medical Services Corporation Limited,2022_HFWD_27559_1,12178-Diagnostic_Screening_Kit,Essential Diagnostic Screening Kit,1,164306,ALPINE BIOMEDICALS PVT. LTD.,30-Nov-2022 01:57 PM,Not Admitted-Fee/PreQual/Technical,"Others-Hard copies of technical bids not submitted as per tender caluse, hence rejected.",20-Dec-2022 01:11 PM,AMD,Internal,"DME, DHS, DF, Sr. Inspector, Proc Exp, GM-Finance, GM, Manager",Anirban Talukdar,07-Jan-2023 01:56 PM,10-Jan-2023 11:00 AM,techsummary_42643.pdf (5390.11 KB),16-Jun-2023,INR 100.0,60.0,Robin Kumar Singh,16-Jun-2023 01:06 PM,LoI_D_Kit.pdf (2252.00 KB),LOI,Technical,Minutes of technical bids (may be submitted shortfall documents),Anirban Talukdar,20-Dec-2022 01:11 PM,technical_42643.pdf,AMD,Internal,"DME, DHS, ED,SFC, GM, Sr. Manager, Manager,",Robin Kumar Singh,16-Jun-2023 12:58 PM,finsummary_42643.pdf (1533.40 KB),Finance,Financial Bids opened,Anirban Talukdar,05-Apr-2023 02:14 PM,,BOQ Comparative Chart,1.0,163778.0,ASPEN LABORATORIES PRIVATE LIMITED,INR,100.0,AOC,"2,00,000",Yes,fixed,,Nil,Nil,1.0,SBI Bank,Essential Diagnostic Screening Kit,Supply of Essential Diagnostic Screening Kit,Please refer Tender documents. ,NA ,"3,73,21,000",Medicines,NA ,Rate Contract,180.0,60.0,Guwahati,781026.0,"O/o MD, AMSCL ","O/o MD, AMSCL ",14-Nov-2022 02:00 PM ,"O/o MD, AMSCL",No ,No,03-Nov-2022 01:00 PM,30-Nov-2022 04:00 PM,03-Nov-2022 02:00 PM,30-Nov-2022 02:00 PM,07-Nov-2022 02:00 PM ,10-Nov-2022 02:00 PM ,24-Nov-2022 02:00 PM,30-Nov-2022 02:00 PM,10-Jan-2023 11:00 AM,"2,000",Nil,Nil,No,"MD, AMSCL","O/o MD, AMSCL",1.0,Fee/PreQual/Technical,.pdf,"Court Fee/IPO, Tender Processing Fee EMD details, Technical Bids",Health and Family Welfare Department||Assam Medical Services Corporation Limited,12178-Diagnostic_Screening_Kit,2022_HFWD_27559_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,AOC
,,,,2,163778,ASPEN LABORATORIES PRIVATE LIMITED,30-Nov-2022 12:41 PM,Accepted-AOC,L1,16-Jun-2023 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,163904.0,Avecon Healthcare Pvt. Ltd.,INR,100.0,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,3,163806,Avantor Performance Materials India Limited,30-Nov-2022 01:25 PM,Rejected-Finance,No L1 rates,16-Jun-2023 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,4,163904,Avecon Healthcare Pvt. Ltd.,30-Nov-2022 11:31 AM,Accepted-AOC,L1,16-Jun-2023 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,5,164024,BHAT BIO-TECH INDIA (P) LTD,29-Nov-2022 03:03 PM,Rejected-Finance,No L1 rate,16-Jun-2023 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,6,164388,Biogenix Inc. Pvt. Ltd.,30-Nov-2022 10:00 AM,Rejected-Technical,not Admitted,07-Jan-2023 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,7,163817,Medsource Ozone Biomedicals Pvt. Ltd,30-Nov-2022 10:51 AM,Rejected-Finance,No L1 rates,16-Jun-2023 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,8,163782,Meril Diagnostic Pvt. Ltd.,30-Nov-2022 01:03 PM,Rejected-Technical,not Admitted,07-Jan-2023 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,9,164618,Oscar Medicare Private Limited,29-Nov-2022 05:57 PM,Rejected-Technical,not Admitted,07-Jan-2023 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,10,164585,Pathozyme Diagnostics,30-Nov-2022 12:52 PM,Rejected-Technical,not Admitted,07-Jan-2023 01:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,11,164591,Q-Line Biotech Private Limited,30-Nov-2022 01:15 PM,Not Admitted-Fee/PreQual/Technical,"Others-Hard copies of technical bids not submitted as per tender clause, hence rejected.",20-Dec-2022 01:11 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,12,163779,Recombigen Laboratories Pvt. Ltd,29-Nov-2022 07:01 PM,Rejected-Finance,No L1 rates,16-Jun-2023 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,13,163878,SD Biosensor Healthcare Pvt. Ltd.,29-Nov-2022 01:13 PM,Rejected-Finance,No L1 rate,16-Jun-2023 12:58 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
