Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD through BG/ST or EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
Construction of Buildingless Sub Health Centre in Baluhandar at Hojai District for FY 2022 23 under PM ABHIM on Turnkey Basis,Construction of Buildingless Sub Health Centre in Baluhandar at Hojai District for FY 2022 23 under PM ABHIM on Turnkey Basis,Please refer Tender documents. ,NA ,"52,03,000",Civil Works - Building,NA ,Tender,180.0,180.0,Hojai,782435.0,NA ,NA ,NA ,"O/o MD, NHM, ASSAM",No ,No,"1,04,060",Yes,percentage,2.0%,Nil,Nil,National Health Mission||State Programme Management Unit - NHM,NHM-32023/11/2022-CONS-NHM/95,2022_NHM_28421_22,Yes,Open Tender,Turn-key,Works,2.0,No,No,Online,No,No,No,"1,500",Nil,Nil,No,1.0,SBI Bank,1.0,Ext,Date,,"MD, NHM, ASSAM","O/o MD, NHM, ASSAM, CHRISTANBASTI, GUWAHATI-05",1.0,Fee/PreQual/Technical,.pdf,SBD,23-Dec-2022 06:55 PM,02-Feb-2023 03:30 PM,23-Dec-2022 06:55 PM,01-Feb-2023 02:00 PM,NA ,NA ,23-Dec-2022 06:55 PM,01-Feb-2023 02:00 PM,31-Mar-2023 03:15 PM,AOC,Technical,OFFICE ORDER,Dipjyoti Deka,31-Mar-2023 03:09 PM,technical_45310.pdf,Finance,Financial bid opened,Himangshu Kalita,31-Mar-2023 03:26 PM,,BOQ Comparative Chart,Ed,Internal,,Dipjyoti Deka,28-Jun-2023 04:09 PM,finsummary_45310.pdf (2766.09 KB),"ED,NHM",Internal,"SE(E),SE(C),CONST(C-CW),FA,DF,AMD,CC(CW)",Dipjyoti Deka,31-Mar-2023 03:12 PM,31-Mar-2023 03:15 PM,techsummary_45310.pdf (6012.42 KB),1,175730,Bipul Das,28-Jan-2023 11:27 AM,Rejected-Finance,L3,28-Jun-2023 04:09 PM,National Health Mission||State Programme Management Unit - NHM,2022_NHM_28421_22,NHM-32023/11/2022-CONS-NHM/95,Construction of Buildingless Sub Health Centre in Baluhandar at Hojai District for FY 2022 23 under PM ABHIM on Turnkey Basis,28-Jun-2023,INR 4990000.0,180.0,Dipjyoti Deka,28-Jun-2023 04:11 PM,baluhandarwo.pdf (2882.00 KB),WORK ALLOTED,1.0,176087.0,SHABINA YESMINE,INR,4990000.0,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Corrigendum,Other,,,,,,.pdf,TECHNICAL QUALIFICATION,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2,175889,DILIP KUMAR DAS,01-Feb-2023 07:58 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Mar-2023 03:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,EMD AND TENDER FEE,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,3,175970,GLOBAL ENTERPRISE,31-Jan-2023 01:07 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Mar-2023 03:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,4,175716,Jagadish Ch. Das,01-Feb-2023 11:09 AM,Rejected-Finance,L2,28-Jun-2023 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,FOB,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,5,176086,J D CONSTRUCTION,01-Feb-2023 01:12 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Mar-2023 03:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,6,175736,M/S P.M. CONSTRUCTION AND GROUPS,27-Jan-2023 08:27 PM,Rejected-Finance,L6,28-Jun-2023 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,7,175735,M/S T.M. ENTERPRISE,30-Jan-2023 03:17 PM,Rejected-Finance,L5,28-Jun-2023 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,8,176080,MS Unique Construction,31-Jan-2023 09:01 PM,Rejected-Finance,L4,28-Jun-2023 04:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,9,175888,RAJU DEY,01-Feb-2023 12:25 PM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Mar-2023 03:09 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,10,176087,SHABINA YESMINE,31-Jan-2023 09:20 PM,Accepted-AOC,L1,28-Jun-2023 04:12 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,11,175892,SRI BIJAY DAS,01-Feb-2023 11:16 AM,Not Admitted-Fee/PreQual/Technical,Not Complied with technical specification,31-Mar-2023 03:09 PM,,,,,,,,,,,,,,,,,AOC
