Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,S.No.2,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :.1,S.No.1.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3
Sr. Executive engineer,"Electrical Division HPSEBL,Arki",1.0,Extension of date2nd,Date,,590.0,Nil,Nil,No,Augumentation of existing 63 KVA S/Stn. (LWSS Kothi Kotli) to 100 KVA.,Augumentation of existing 63 KVA S/Stn. (LWSS Kothi Kotli) to 100 KVA,Please refer Tender documents. ,NA ,"2,36,342",Electrical Works,NA ,Tender,180.0,45.0,Under ED Arki,173208.0,NA ,NA ,NA ,ED Arki,No ,No,HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,HPSEBL/AED/NIT-04/2023-24,2023_HPSEB_73899_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,25-May-2023 05:00 PM,14-Jun-2023 11:15 AM,25-May-2023 05:00 PM,13-Jun-2023 05:00 PM,NA ,NA ,25-May-2023 05:00 PM,13-Jun-2023 05:00 PM,19-Jun-2023 12:45 PM,"2,363",No,fixed,,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,Tender document fee and earnest money receipt.,Er. Devender Koundal (Sr. Xen.),Internal,"Sr. Xen. ED Arki, Divisional Accountant,Assistant Engineer,ESD Darlaghat",Devender Koundal,22-Jun-2023 12:19 PM,finsummary_110969.pdf (153.81 KB),1.0,351058.0,VINAY KUMAR SHARMA,INR,"238,705",HPSEBL||CE(OP) South||SE(OP) Solan||Sr. Xen(E) Arki,2023_HPSEB_73899_1,HPSEBL/AED/NIT-04/2023-24,Augumentation of existing 63 KVA S/Stn. (LWSS Kothi Kotli) to 100 KVA.,Seniorexecutiveengineer,Internal,"Sx.XEN, Divisional accountant,Assistant EngineerDarlaghat",Devender Koundal,19-Jun-2023 12:38 PM,19-Jun-2023 12:45 PM,techsummary_110969.pdf (153.81 KB),1.0,353299.0,Chaman Lal Electrical and Hardware Contractor,12-Jun-2023 10:44 AM,Rejected-Finance,Higher rates,22-Jun-2023,22-Jun-2023,"INR 238,705",45.0,Devender Koundal,22-Jun-2023 12:26 PM,award04KothiKotli.pdf (2517.00 KB),awarded to Sh. Vinay Kumar Sharma,Finance,Financial open,Sachin Arya,19-Jun-2023 01:06 PM,finance_110969.pdf,BOQ Comparative Chart,Technical,bid opening,Sachin Arya,14-Jun-2023 11:37 AM,technical_110969.pdf
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,Technical and comm. Work Experience of similar nature of work as per Clause no. 1.01 and 1.02,,,,,,,,,,,,,,,,,,,,,,,2.0,352457.0,rajinder singh,06-Jun-2023 04:35 PM,Rejected-Finance,Higher rates,22-Jun-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Class-A Contractor Licence as per Clause 1.01.2,,,,,,,,,,,,,,,,,,,,,,,3.0,351058.0,VINAY KUMAR SHARMA,06-Jun-2023 04:11 PM,Accepted-AOC,Lowest Bidder,22-Jun-2023,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"detail of Net Worth, ave financial turnover,liquid asset as per Clause 1.02.2,1.02.3,1.02.4 from CA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,The bidder shall satisfy Bid Capacity as Clause 1.02.5 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,In case a bid is submitted by a Joint Venture all the qualification should be full as Clause 1.02.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,Certificate from Banker as per Clause 2.01.1 of SBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Litigation History as per Clause 2.01.4,Non Blaclisting Affidavit,no deviation certi. as per Bid",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"NoChange of Ownership (ITB Vol-1,Sec-IIclause2.3.2 and Letter of undertaking/Bid validity as per SBD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"GST and EPF registration,Pan,self undertak. of completion of work and studied all term and condition",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
